season,stage,round,team,points,position,goal_diff
2019/20,regular,22,Hapoel Tel Aviv,29,7,-13
2019/20,regular,22,Bnei Yehuda,27,8,-4
2019/20,regular,22,Maccabi Netanya,27,9,-6
2019/20,regular,22,FC Ashdod,25,10,-2
2019/20,regular,22,H. Kfar Saba,23,11,-10
2019/20,regular,22,Kiryat Shmona,19,12,-8
2019/20,regular,22,Hapoel Raanana,16,13,-16
2019/20,regular,22,Ness Ziona,15,14,-22
2019/20,regular,23,M. Tel Aviv,55,1,34
2019/20,regular,23,Maccabi Haifa,49,2,32
2019/20,regular,23,B. Jerusalem,43,3,14
2019/20,regular,23,H. Beer Sheva,38,4,11
2019/20,regular,23,Hapoel Hadera,34,5,1
2019/20,regular,23,Hapoel Haifa,32,6,-6
2019/20,regular,23,Hapoel Tel Aviv,32,7,-11
2019/20,regular,23,Bnei Yehuda,30,8,-3
2019/20,regular,23,Maccabi Netanya,30,9,-5
2019/20,regular,23,FC Ashdod,25,10,-3
2019/20,regular,23,H. Kfar Saba,23,11,-12
2019/20,regular,23,Kiryat Shmona,19,12,-10
2019/20,regular,23,Hapoel Raanana,16,13,-17
2019/20,regular,23,Ness Ziona,15,14,-25
2019/20,regular,24,M. Tel Aviv,58,1,37
2019/20,regular,24,Maccabi Haifa,52,2,33
2019/20,regular,24,B. Jerusalem,43,3,13
2019/20,regular,24,H. Beer Sheva,41,4,12
2019/20,regular,24,Hapoel Tel Aviv,35,5,-10
2019/20,regular,24,Hapoel Hadera,34,6,0
2019/20,regular,24,Hapoel Haifa,33,7,-6
2019/20,regular,24,Maccabi Netanya,31,8,-5
2019/20,regular,24,Bnei Yehuda,30,9,-4
2019/20,regular,24,FC Ashdod,28,10,-1
2019/20,regular,24,H. Kfar Saba,23,11,-14
2019/20,regular,24,Kiryat Shmona,19,12,-13
2019/20,regular,24,Ness Ziona,18,13,-22
2019/20,regular,24,Hapoel Raanana,16,14,-20
2019/20,regular,25,M. Tel Aviv,61,1,40
2019/20,regular,25,Maccabi Haifa,55,2,34
2019/20,regular,25,B. Jerusalem,46,3,16
2019/20,regular,25,H. Beer Sheva,44,4,14
2019/20,regular,25,Hapoel Haifa,36,5,-4
2019/20,regular,25,Hapoel Tel Aviv,35,6,-13
2019/20,regular,25,Hapoel Hadera,34,7,-3
2019/20,regular,25,Bnei Yehuda,33,8,-3
2019/20,regular,25,Maccabi Netanya,31,9,-8
2019/20,regular,25,FC Ashdod,28,10,-2
2019/20,regular,25,H. Kfar Saba,23,11,-16
2019/20,regular,25,Kiryat Shmona,22,12,-10
2019/20,regular,25,Ness Ziona,18,13,-24
2019/20,regular,25,Hapoel Raanana,16,14,-21
2019/20,regular,26,M. Tel Aviv,64,1,41
2019/20,regular,26,Maccabi Haifa,58,2,38
2019/20,regular,26,B. Jerusalem,49,3,17
2019/20,regular,26,H. Beer Sheva,44,4,10
2019/20,regular,26,Hapoel Tel Aviv,38,5,-12
2019/20,regular,26,Hapoel Haifa,37,6,-4
2019/20,regular,26,Bnei Yehuda,34,7,-3
2019/20,regular,26,Hapoel Hadera,34,8,-4
2019/20,regular,26,Maccabi Netanya,31,9,-9
2019/20,regular,26,FC Ashdod,28,10,-3
2019/20,regular,26,H. Kfar Saba,26,11,-13
2019/20,regular,26,Kiryat Shmona,22,12,-11
2019/20,regular,26,Ness Ziona,21,13,-23
2019/20,regular,26,Hapoel Raanana,16,14,-24
