season,stage,round,team,points,position,goal_diff
2013/14,regular,1,Maccabi Haifa,3,1,2
2013/14,regular,1,H. Beer Sheva,3,2,2
2013/14,regular,1,Hapoel Haifa,3,2,2
2013/14,regular,1,M. Tel Aviv,3,2,2
2013/14,regular,1,Bnei Yehuda,3,5,1
2013/14,regular,1,Hapoel Raanana,3,5,1
2013/14,regular,1,Bnei Sakhnin,1,7,0
2013/14,regular,1,Hapoel Tel Aviv,1,7,0
2013/14,regular,1,FC Ashdod,0,9,-1
2013/14,regular,1,M. Petah Tikva,0,9,-1
2013/14,regular,1,Kiryat Shmona,0,11,-2
2013/14,regular,1,B. Jerusalem,0,12,-2
2013/14,regular,1,Hapoel Acre,0,12,-2
2013/14,regular,1,Ramat haSharon,0,12,-2
2013/14,regular,2,H. Beer Sheva,6,1,4
2013/14,regular,2,M. Tel Aviv,6,2,3
2013/14,regular,2,Hapoel Haifa,4,3,2
2013/14,regular,2,Hapoel Raanana,4,4,1
2013/14,regular,2,Bnei Sakhnin,4,5,1
2013/14,regular,2,Kiryat Shmona,3,6,1
2013/14,regular,2,Maccabi Haifa,3,6,1
2013/14,regular,2,B. Jerusalem,3,8,0
2013/14,regular,2,FC Ashdod,3,8,0
2013/14,regular,2,Bnei Yehuda,3,10,0
2013/14,regular,2,Hapoel Tel Aviv,1,11,-2
2013/14,regular,2,M. Petah Tikva,0,12,-3
2013/14,regular,2,Hapoel Acre,0,13,-3
2013/14,regular,2,Ramat haSharon,0,14,-5
2013/14,regular,3,M. Tel Aviv,9,1,6
2013/14,regular,3,H. Beer Sheva,9,2,5
2013/14,regular,3,Bnei Sakhnin,7,3,3
2013/14,regular,3,Hapoel Raanana,7,3,3
2013/14,regular,3,Hapoel Haifa,7,5,3
2013/14,regular,3,Kiryat Shmona,6,6,2
2013/14,regular,3,Hapoel Tel Aviv,4,7,0
2013/14,regular,3,B. Jerusalem,3,8,-1
2013/14,regular,3,FC Ashdod,3,8,-1
2013/14,regular,3,Maccabi Haifa,3,10,-2
2013/14,regular,3,Bnei Yehuda,3,11,-2
2013/14,regular,3,Hapoel Acre,0,12,-4
2013/14,regular,3,M. Petah Tikva,0,13,-5
2013/14,regular,3,Ramat haSharon,0,14,-7
2013/14,regular,4,M. Tel Aviv,12,1,9
2013/14,regular,4,H. Beer Sheva,12,2,6
2013/14,regular,4,Hapoel Raanana,8,3,3
2013/14,regular,4,Bnei Sakhnin,8,4,3
2013/14,regular,4,Hapoel Tel Aviv,7,5,4
2013/14,regular,4,Hapoel Haifa,7,6,-1
2013/14,regular,4,FC Ashdod,6,7,2
2013/14,regular,4,Kiryat Shmona,6,8,-1
2013/14,regular,4,B. Jerusalem,4,9,-1
2013/14,regular,4,Maccabi Haifa,4,10,-2
2013/14,regular,4,Bnei Yehuda,3,11,-3
2013/14,regular,4,Hapoel Acre,1,12,-4
2013/14,regular,4,M. Petah Tikva,1,13,-5
2013/14,regular,4,Ramat haSharon,0,14,-10
2013/14,regular,5,M. Tel Aviv,13,1,9
2013/14,regular,5,H. Beer Sheva,13,2,6
2013/14,regular,5,Hapoel Raanana,9,3,3
2013/14,regular,5,Bnei Sakhnin,9,4,3
2013/14,regular,5,Hapoel Tel Aviv,8,5,4
2013/14,regular,5,FC Ashdod,7,6,2
2013/14,regular,5,B. Jerusalem,7,7,1
2013/14,regular,5,Kiryat Shmona,7,8,-1
2013/14,regular,5,Hapoel Haifa,7,9,-2
2013/14,regular,5,Maccabi Haifa,5,10,-2
2013/14,regular,5,M. Petah Tikva,4,11,-3
2013/14,regular,5,Hapoel Acre,4,12,-3
2013/14,regular,5,Bnei Yehuda,3,13,-5
2013/14,regular,5,Ramat haSharon,0,14,-12
2013/14,regular,6,M. Tel Aviv,16,1,10
2013/14,regular,6,H. Beer Sheva,13,2,4
2013/14,regular,6,Bnei Sakhnin,12,3,6
2013/14,regular,6,B. Jerusalem,10,4,2
2013/14,regular,6,Kiryat Shmona,10,5,1
2013/14,regular,6,Hapoel Haifa,10,6,-1
2013/14,regular,6,Hapoel Raanana,9,7,1
2013/14,regular,6,Hapoel Tel Aviv,8,8,3
2013/14,regular,6,Maccabi Haifa,8,9,1
2013/14,regular,6,Hapoel Acre,7,10,-1
2013/14,regular,6,FC Ashdod,7,11,-1
2013/14,regular,6,M. Petah Tikva,4,12,-6
2013/14,regular,6,Bnei Yehuda,3,13,-6
2013/14,regular,6,Ramat haSharon,0,14,-13
