season,season_year,round,playoff_type,home_team,away_team,home_goals,away_goals,goal_diff,result,home_points,away_points
2014/15,2014,36,championship,Maccabi Tel Aviv,Maccabi Petah Tikva,0,2,-2,A,0,3
2014/15,2014,36,championship,H. Beer Sheva,Beitar Jerusalem,4,0,4,H,3,0
2014/15,2014,36,championship,Maccabi Haifa,Ironi Kiryat Shmona,4,1,3,H,3,0
2014/15,2014,35,championship,Beitar Jerusalem,Maccabi Tel Aviv,3,0,3,H,3,0
2014/15,2014,35,championship,Maccabi Petah Tikva,Maccabi Haifa,1,0,1,H,3,0
2014/15,2014,35,championship,Ironi Kiryat Shmona,H. Beer Sheva,3,1,2,H,3,0
2014/15,2014,34,championship,Maccabi Petah Tikva,Beitar Jerusalem,1,2,-1,A,0,3
2014/15,2014,34,championship,Maccabi Tel Aviv,Ironi Kiryat Shmona,2,1,1,H,3,0
2014/15,2014,34,championship,Maccabi Haifa,H. Beer Sheva,4,0,4,H,3,0
2014/15,2014,33,championship,H. Beer Sheva,Maccabi Tel Aviv,1,1,0,D,1,1
2014/15,2014,33,championship,Beitar Jerusalem,Maccabi Haifa,1,1,0,D,1,1
2014/15,2014,33,championship,Ironi Kiryat Shmona,Maccabi Petah Tikva,2,0,2,H,3,0
2014/15,2014,32,championship,Maccabi Haifa,Maccabi Tel Aviv,1,1,0,D,1,1
2014/15,2014,32,championship,Maccabi Petah Tikva,H. Beer Sheva,1,2,-1,A,0,3
2014/15,2014,32,championship,Beitar Jerusalem,Ironi Kiryat Shmona,0,1,-1,A,0,3
2014/15,2014,31,championship,Ironi Kiryat Shmona,Maccabi Haifa,1,0,1,H,3,0
2014/15,2014,31,championship,Beitar Jerusalem,H. Beer Sheva,1,1,0,D,1,1
2014/15,2014,31,championship,Maccabi Petah Tikva,Maccabi Tel Aviv,1,1,0,D,1,1
2014/15,2014,30,championship,Maccabi Haifa,Maccabi Petah Tikva,0,0,0,D,1,1
2014/15,2014,30,championship,H. Beer Sheva,Ironi Kiryat Shmona,2,2,0,D,1,1
2014/15,2014,30,championship,Maccabi Tel Aviv,Beitar Jerusalem,4,1,3,H,3,0
2014/15,2014,29,championship,Ironi Kiryat Shmona,Maccabi Tel Aviv,0,0,0,D,1,1
2014/15,2014,29,championship,Beitar Jerusalem,Maccabi Petah Tikva,0,0,0,D,1,1
2014/15,2014,29,championship,H. Beer Sheva,Maccabi Haifa,1,1,0,D,1,1
2014/15,2014,28,championship,Maccabi Petah Tikva,Ironi Kiryat Shmona,0,1,-1,A,0,3
2014/15,2014,28,championship,Maccabi Tel Aviv,H. Beer Sheva,3,1,2,H,3,0
2014/15,2014,28,championship,Maccabi Haifa,Beitar Jerusalem,1,0,1,H,3,0
2014/15,2014,27,championship,Maccabi Tel Aviv,Maccabi Haifa,2,1,1,H,3,0
2014/15,2014,27,championship,Ironi Kiryat Shmona,Beitar Jerusalem,1,2,-1,A,0,3
2014/15,2014,27,championship,H. Beer Sheva,Maccabi Petah Tikva,3,0,3,H,3,0
