season,season_year,round,playoff_type,home_team,away_team,home_goals,away_goals,goal_diff,result,home_points,away_points
2023/24,2023,36,championship,Maccabi Haifa,Hapoel Haifa,0,2,-2,A,0,3
2023/24,2023,36,championship,Maccabi Tel Aviv,Maccabi Bnei Raina,2,0,2,H,3,0
2023/24,2023,36,championship,Sakhnin,H. Beer Sheva,4,1,3,H,3,0
2023/24,2023,35,championship,Hapoel Haifa,Maccabi Tel Aviv,0,3,-3,A,0,3
2023/24,2023,35,championship,H. Beer Sheva,Maccabi Haifa,1,4,-3,A,0,3
2023/24,2023,35,championship,Maccabi Bnei Raina,Sakhnin,2,2,0,D,1,1
2023/24,2023,34,championship,Maccabi Bnei Raina,Hapoel Haifa,0,1,-1,A,0,3
2023/24,2023,34,championship,Maccabi Tel Aviv,H. Beer Sheva,3,0,3,H,3,0
2023/24,2023,34,championship,Sakhnin,Maccabi Haifa,1,2,-1,A,0,3
2023/24,2023,33,championship,Maccabi Haifa,Maccabi Tel Aviv,0,1,-1,A,0,3
2023/24,2023,33,championship,Hapoel Haifa,Sakhnin,1,2,-1,A,0,3
2023/24,2023,33,championship,H. Beer Sheva,Maccabi Bnei Raina,2,1,1,H,3,0
2023/24,2023,32,championship,Sakhnin,Maccabi Tel Aviv,1,1,0,D,1,1
2023/24,2023,32,championship,Hapoel Haifa,H. Beer Sheva,2,0,2,H,3,0
2023/24,2023,32,championship,Maccabi Bnei Raina,Maccabi Haifa,1,5,-4,A,0,3
2023/24,2023,31,championship,Hapoel Haifa,Maccabi Haifa,0,2,-2,A,0,3
2023/24,2023,31,championship,H. Beer Sheva,Sakhnin,2,1,1,H,3,0
2023/24,2023,31,championship,Maccabi Bnei Raina,Maccabi Tel Aviv,2,3,-1,A,0,3
2023/24,2023,30,championship,Maccabi Haifa,H. Beer Sheva,4,1,3,H,3,0
2023/24,2023,30,championship,Maccabi Tel Aviv,Hapoel Haifa,4,0,4,H,3,0
2023/24,2023,30,championship,Sakhnin,Maccabi Bnei Raina,0,2,-2,A,0,3
2023/24,2023,29,championship,H. Beer Sheva,Maccabi Tel Aviv,1,0,1,H,3,0
2023/24,2023,29,championship,Hapoel Haifa,Maccabi Bnei Raina,2,0,2,H,3,0
2023/24,2023,29,championship,Maccabi Haifa,Sakhnin,1,0,1,H,3,0
2023/24,2023,28,championship,Maccabi Tel Aviv,Maccabi Haifa,1,1,0,D,1,1
2023/24,2023,28,championship,Maccabi Bnei Raina,H. Beer Sheva,1,0,1,H,3,0
2023/24,2023,28,championship,Sakhnin,Hapoel Haifa,2,1,1,H,3,0
2023/24,2023,27,championship,Maccabi Haifa,Maccabi Bnei Raina,1,2,-1,A,0,3
2023/24,2023,27,championship,H. Beer Sheva,Hapoel Haifa,2,1,1,H,3,0
2023/24,2023,27,championship,Maccabi Tel Aviv,Sakhnin,2,0,2,H,3,0
