season,season_year,home_team,away_team,home_goals,away_goals,goal_diff,result,home_points,away_points
2006/07,2006,Beitar Jerusalem,BnY,0,0,0,D,1,1
2006/07,2006,Beitar Jerusalem,ASH,2,0,2,H,3,0
2006/07,2006,Beitar Jerusalem,HAK,0,0,0,D,1,1
2006/07,2006,Beitar Jerusalem,HKS,2,0,2,H,3,0
2006/07,2006,Beitar Jerusalem,HPT,2,0,2,H,3,0
2006/07,2006,Beitar Jerusalem,HTA,2,1,1,H,3,0
2006/07,2006,Beitar Jerusalem,MHA,1,1,0,D,1,1
2006/07,2006,Beitar Jerusalem,MHE,3,0,3,H,3,0
2006/07,2006,Beitar Jerusalem,MNE,0,0,0,D,1,1
2006/07,2006,Beitar Jerusalem,MPT,0,0,0,D,1,1
2006/07,2006,Beitar Jerusalem,MTA,0,0,0,D,1,1
2006/07,2006,Bnei Yehuda,BEI,0,2,-2,A,0,3
2006/07,2006,Bnei Yehuda,ASH,2,3,-1,A,0,3
2006/07,2006,Bnei Yehuda,HAK,0,0,0,D,1,1
2006/07,2006,Bnei Yehuda,HKS,2,2,0,D,1,1
2006/07,2006,Bnei Yehuda,HPT,3,1,2,H,3,0
2006/07,2006,Bnei Yehuda,HTA,1,1,0,D,1,1
2006/07,2006,Bnei Yehuda,MHA,2,1,1,H,3,0
2006/07,2006,Bnei Yehuda,MHE,2,1,1,H,3,0
2006/07,2006,Bnei Yehuda,MNE,1,1,0,D,1,1
2006/07,2006,Bnei Yehuda,MPT,2,1,1,H,3,0
2006/07,2006,Bnei Yehuda,MTA,1,1,0,D,1,1
2006/07,2006,F.C. Ashdod,BEI,1,4,-3,A,0,3
2006/07,2006,F.C. Ashdod,BnY,1,1,0,D,1,1
2006/07,2006,F.C. Ashdod,HAK,3,0,3,H,3,0
2006/07,2006,F.C. Ashdod,HKS,3,0,3,H,3,0
2006/07,2006,F.C. Ashdod,HPT,2,1,1,H,3,0
2006/07,2006,F.C. Ashdod,HTA,2,1,1,H,3,0
2006/07,2006,F.C. Ashdod,MHA,1,1,0,D,1,1
2006/07,2006,F.C. Ashdod,MHE,1,0,1,H,3,0
2006/07,2006,F.C. Ashdod,MNE,2,3,-1,A,0,3
2006/07,2006,F.C. Ashdod,MPT,1,2,-1,A,0,3
2006/07,2006,F.C. Ashdod,MTA,2,2,0,D,1,1
2006/07,2006,Hakoah Amidar Ramat Gan,BEI,0,2,-2,A,0,3
2006/07,2006,Hakoah Amidar Ramat Gan,BnY,3,2,1,H,3,0
2006/07,2006,Hakoah Amidar Ramat Gan,ASH,0,1,-1,A,0,3
2006/07,2006,Hakoah Amidar Ramat Gan,HKS,0,0,0,D,1,1
2006/07,2006,Hakoah Amidar Ramat Gan,HPT,0,3,-3,A,0,3
2006/07,2006,Hakoah Amidar Ramat Gan,HTA,3,4,-1,A,0,3
2006/07,2006,Hakoah Amidar Ramat Gan,MHA,1,0,1,H,3,0
2006/07,2006,Hakoah Amidar Ramat Gan,MHE,1,2,-1,A,0,3
2006/07,2006,Hakoah Amidar Ramat Gan,MNE,0,1,-1,A,0,3
2006/07,2006,Hakoah Amidar Ramat Gan,MPT,0,0,0,D,1,1
2006/07,2006,Hakoah Amidar Ramat Gan,MTA,0,1,-1,A,0,3
2006/07,2006,Hapoel Kfar Saba,BEI,2,3,-1,A,0,3
2006/07,2006,Hapoel Kfar Saba,BnY,1,2,-1,A,0,3
2006/07,2006,Hapoel Kfar Saba,ASH,2,2,0,D,1,1
2006/07,2006,Hapoel Kfar Saba,HAK,1,3,-2,A,0,3
2006/07,2006,Hapoel Kfar Saba,HPT,4,1,3,H,3,0
2006/07,2006,Hapoel Kfar Saba,HTA,0,1,-1,A,0,3
2006/07,2006,Hapoel Kfar Saba,MHA,1,1,0,D,1,1
2006/07,2006,Hapoel Kfar Saba,MHE,2,1,1,H,3,0
2006/07,2006,Hapoel Kfar Saba,MNE,1,1,0,D,1,1
2006/07,2006,Hapoel Kfar Saba,MPT,3,0,3,H,3,0
2006/07,2006,Hapoel Kfar Saba,MTA,1,1,0,D,1,1
2006/07,2006,Hapoel Petah Tikva,BEI,0,1,-1,A,0,3
2006/07,2006,Hapoel Petah Tikva,BnY,0,0,0,D,1,1
2006/07,2006,Hapoel Petah Tikva,ASH,2,3,-1,A,0,3
2006/07,2006,Hapoel Petah Tikva,HAK,2,1,1,H,3,0
2006/07,2006,Hapoel Petah Tikva,HKS,0,0,0,D,1,1
2006/07,2006,Hapoel Petah Tikva,HTA,0,2,-2,A,0,3
2006/07,2006,Hapoel Petah Tikva,MHA,0,2,-2,A,0,3
2006/07,2006,Hapoel Petah Tikva,MHE,1,1,0,D,1,1
2006/07,2006,Hapoel Petah Tikva,MNE,0,0,0,D,1,1
2006/07,2006,Hapoel Petah Tikva,MPT,0,1,-1,A,0,3
2006/07,2006,Hapoel Petah Tikva,MTA,1,2,-1,A,0,3
2006/07,2006,Hapoel Tel Aviv,BEI,1,1,0,D,1,1
2006/07,2006,Hapoel Tel Aviv,BnY,3,1,2,H,3,0
2006/07,2006,Hapoel Tel Aviv,ASH,1,0,1,H,3,0
2006/07,2006,Hapoel Tel Aviv,HAK,4,1,3,H,3,0
2006/07,2006,Hapoel Tel Aviv,HKS,1,1,0,D,1,1
2006/07,2006,Hapoel Tel Aviv,HPT,2,0,2,H,3,0
2006/07,2006,Hapoel Tel Aviv,MHA,2,0,2,H,3,0
2006/07,2006,Hapoel Tel Aviv,MHE,2,0,2,H,3,0
2006/07,2006,Hapoel Tel Aviv,MNE,2,1,1,H,3,0
2006/07,2006,Hapoel Tel Aviv,MPT,0,1,-1,A,0,3
2006/07,2006,Hapoel Tel Aviv,MTA,1,3,-2,A,0,3
2006/07,2006,Maccabi Haifa,BEI,0,3,-3,A,0,3
2006/07,2006,Maccabi Haifa,BnY,2,0,2,H,3,0
2006/07,2006,Maccabi Haifa,ASH,1,0,1,H,3,0
2006/07,2006,Maccabi Haifa,HAK,3,3,0,D,1,1
2006/07,2006,Maccabi Haifa,HKS,3,3,0,D,1,1
2006/07,2006,Maccabi Haifa,HPT,2,1,1,H,3,0
2006/07,2006,Maccabi Haifa,HTA,3,2,1,H,3,0
2006/07,2006,Maccabi Haifa,MHE,0,4,-4,A,0,3
2006/07,2006,Maccabi Haifa,MNE,1,0,1,H,3,0
2006/07,2006,Maccabi Haifa,MPT,1,0,1,H,3,0
2006/07,2006,Maccabi Haifa,MTA,0,0,0,D,1,1
2006/07,2006,Maccabi Herzliya,BEI,2,1,1,H,3,0
2006/07,2006,Maccabi Herzliya,BnY,0,0,0,D,1,1
2006/07,2006,Maccabi Herzliya,ASH,1,2,-1,A,0,3
2006/07,2006,Maccabi Herzliya,HAK,1,2,-1,A,0,3
2006/07,2006,Maccabi Herzliya,HKS,1,3,-2,A,0,3
2006/07,2006,Maccabi Herzliya,HPT,0,0,0,D,1,1
2006/07,2006,Maccabi Herzliya,HTA,2,2,0,D,1,1
2006/07,2006,Maccabi Herzliya,MHA,2,2,0,D,1,1
2006/07,2006,Maccabi Herzliya,MNE,1,0,1,H,3,0
2006/07,2006,Maccabi Herzliya,MPT,0,3,-3,A,0,3
2006/07,2006,Maccabi Herzliya,MTA,0,2,-2,A,0,3
2006/07,2006,Maccabi Netanya,BEI,3,1,2,H,3,0
2006/07,2006,Maccabi Netanya,BnY,0,0,0,D,1,1
2006/07,2006,Maccabi Netanya,ASH,1,3,-2,A,0,3
2006/07,2006,Maccabi Netanya,HAK,1,0,1,H,3,0
2006/07,2006,Maccabi Netanya,HKS,1,0,1,H,3,0
2006/07,2006,Maccabi Netanya,HPT,1,1,0,D,1,1
2006/07,2006,Maccabi Netanya,HTA,1,1,0,D,1,1
2006/07,2006,Maccabi Netanya,MHA,3,1,2,H,3,0
2006/07,2006,Maccabi Netanya,MHE,1,0,1,H,3,0
2006/07,2006,Maccabi Netanya,MPT,2,0,2,H,3,0
2006/07,2006,Maccabi Netanya,MTA,1,1,0,D,1,1
2006/07,2006,Maccabi Petah Tikva,BEI,3,1,2,H,3,0
2006/07,2006,Maccabi Petah Tikva,BnY,1,0,1,H,3,0
2006/07,2006,Maccabi Petah Tikva,ASH,2,1,1,H,3,0
2006/07,2006,Maccabi Petah Tikva,HAK,0,0,0,D,1,1
2006/07,2006,Maccabi Petah Tikva,HKS,0,1,-1,A,0,3
2006/07,2006,Maccabi Petah Tikva,HPT,1,0,1,H,3,0
2006/07,2006,Maccabi Petah Tikva,HTA,0,1,-1,A,0,3
2006/07,2006,Maccabi Petah Tikva,MHA,0,1,-1,A,0,3
2006/07,2006,Maccabi Petah Tikva,MHE,2,2,0,D,1,1
2006/07,2006,Maccabi Petah Tikva,MNE,0,1,-1,A,0,3
2006/07,2006,Maccabi Petah Tikva,MTA,2,1,1,H,3,0
2006/07,2006,Maccabi Tel Aviv,BEI,1,2,-1,A,0,3
2006/07,2006,Maccabi Tel Aviv,BnY,4,0,4,H,3,0
2006/07,2006,Maccabi Tel Aviv,ASH,1,0,1,H,3,0
2006/07,2006,Maccabi Tel Aviv,HAK,1,0,1,H,3,0
2006/07,2006,Maccabi Tel Aviv,HKS,0,2,-2,A,0,3
2006/07,2006,Maccabi Tel Aviv,HPT,1,0,1,H,3,0
2006/07,2006,Maccabi Tel Aviv,HTA,0,0,0,D,1,1
2006/07,2006,Maccabi Tel Aviv,MHA,1,1,0,D,1,1
2006/07,2006,Maccabi Tel Aviv,MHE,2,1,1,H,3,0
2006/07,2006,Maccabi Tel Aviv,MNE,0,0,0,D,1,1
2006/07,2006,Maccabi Tel Aviv,MPT,1,0,1,H,3,0
