season,season_year,home_team,away_team,home_goals,away_goals,goal_diff,result,home_points,away_points
2014/15,2014,Beitar Jerusalem,BnS,1,2,-1,A,0,3
2014/15,2014,Beitar Jerusalem,ASH,1,1,0,D,1,1
2014/15,2014,Beitar Jerusalem,HAC,4,0,4,H,3,0
2014/15,2014,Beitar Jerusalem,HBS,0,3,-3,A,0,3
2014/15,2014,Beitar Jerusalem,HHA,0,1,-1,A,0,3
2014/15,2014,Beitar Jerusalem,IKS,3,1,2,H,3,0
2014/15,2014,Beitar Jerusalem,HPT,3,1,2,H,3,0
2014/15,2014,Beitar Jerusalem,HRA,0,0,0,D,1,1
2014/15,2014,Beitar Jerusalem,HTA,1,1,0,D,1,1
2014/15,2014,Beitar Jerusalem,MHA,1,0,1,H,3,0
2014/15,2014,Beitar Jerusalem,MNE,1,1,0,D,1,1
2014/15,2014,Beitar Jerusalem,MPT,2,3,-1,A,0,3
2014/15,2014,Beitar Jerusalem,MTA,1,0,1,H,3,0
2014/15,2014,Bnei Sakhnin,BEI,1,0,1,H,3,0
2014/15,2014,Bnei Sakhnin,ASH,2,3,-1,A,0,3
2014/15,2014,Bnei Sakhnin,HAC,1,1,0,D,1,1
2014/15,2014,Bnei Sakhnin,HBS,2,0,2,H,3,0
2014/15,2014,Bnei Sakhnin,HHA,2,0,2,H,3,0
2014/15,2014,Bnei Sakhnin,IKS,1,4,-3,A,0,3
2014/15,2014,Bnei Sakhnin,HPT,0,0,0,D,1,1
2014/15,2014,Bnei Sakhnin,HRA,2,0,2,H,3,0
2014/15,2014,Bnei Sakhnin,HTA,1,1,0,D,1,1
2014/15,2014,Bnei Sakhnin,MHA,1,1,0,D,1,1
2014/15,2014,Bnei Sakhnin,MNE,0,2,-2,A,0,3
2014/15,2014,Bnei Sakhnin,MPT,1,1,0,D,1,1
2014/15,2014,Bnei Sakhnin,MTA,1,3,-2,A,0,3
2014/15,2014,F.C. Ashdod,BEI,3,3,0,D,1,1
2014/15,2014,F.C. Ashdod,BnS,2,2,0,D,1,1
2014/15,2014,F.C. Ashdod,HAC,0,0,0,D,1,1
2014/15,2014,F.C. Ashdod,HBS,2,2,0,D,1,1
2014/15,2014,F.C. Ashdod,HHA,0,1,-1,A,0,3
2014/15,2014,F.C. Ashdod,IKS,0,0,0,D,1,1
2014/15,2014,F.C. Ashdod,HPT,1,3,-2,A,0,3
2014/15,2014,F.C. Ashdod,HRA,1,2,-1,A,0,3
2014/15,2014,F.C. Ashdod,HTA,3,1,2,H,3,0
2014/15,2014,F.C. Ashdod,MHA,1,0,1,H,3,0
2014/15,2014,F.C. Ashdod,MNE,2,3,-1,A,0,3
2014/15,2014,F.C. Ashdod,MPT,0,0,0,D,1,1
2014/15,2014,F.C. Ashdod,MTA,0,1,-1,A,0,3
2014/15,2014,Hapoel Acre,BEI,1,1,0,D,1,1
2014/15,2014,Hapoel Acre,BnS,1,3,-2,A,0,3
2014/15,2014,Hapoel Acre,ASH,0,1,-1,A,0,3
2014/15,2014,Hapoel Acre,HBS,1,1,0,D,1,1
2014/15,2014,Hapoel Acre,HHA,1,1,0,D,1,1
2014/15,2014,Hapoel Acre,IKS,2,0,2,H,3,0
2014/15,2014,Hapoel Acre,HPT,1,1,0,D,1,1
2014/15,2014,Hapoel Acre,HRA,0,2,-2,A,0,3
2014/15,2014,Hapoel Acre,HTA,1,0,1,H,3,0
2014/15,2014,Hapoel Acre,MHA,0,0,0,D,1,1
2014/15,2014,Hapoel Acre,MNE,1,2,-1,A,0,3
2014/15,2014,Hapoel Acre,MPT,0,2,-2,A,0,3
2014/15,2014,Hapoel Acre,MTA,1,4,-3,A,0,3
2014/15,2014,Hapoel Be'er Sheva,BEI,1,1,0,D,1,1
2014/15,2014,Hapoel Be'er Sheva,BnS,2,0,2,H,3,0
