season,season_year,home_team,away_team,home_goals,away_goals,goal_diff,result,home_points,away_points
2017/18,2017,Beitar Jerusalem,BnS,4,2,2,H,3,0
2017/18,2017,Beitar Jerusalem,BnY,2,0,2,H,3,0
2017/18,2017,Beitar Jerusalem,ASH,4,1,3,H,3,0
2017/18,2017,Beitar Jerusalem,HAS,2,0,2,H,3,0
2017/18,2017,Beitar Jerusalem,HBS,2,2,0,D,1,1
2017/18,2017,Beitar Jerusalem,HHA,3,3,0,D,1,1
2017/18,2017,Beitar Jerusalem,HAC,3,0,3,H,3,0
2017/18,2017,Beitar Jerusalem,HRA,3,2,1,H,3,0
2017/18,2017,Beitar Jerusalem,MNE,4,1,3,H,3,0
2017/18,2017,Beitar Jerusalem,IKS,1,1,0,D,1,1
2017/18,2017,Beitar Jerusalem,MHA,3,1,2,H,3,0
2017/18,2017,Beitar Jerusalem,MPT,1,0,1,H,3,0
2017/18,2017,Beitar Jerusalem,MTA,1,2,-1,A,0,3
2017/18,2017,Bnei Sakhnin,BEI,3,2,1,H,3,0
2017/18,2017,Bnei Sakhnin,BnY,2,2,0,D,1,1
2017/18,2017,Bnei Sakhnin,ASH,0,0,0,D,1,1
2017/18,2017,Bnei Sakhnin,HAS,2,1,1,H,3,0
2017/18,2017,Bnei Sakhnin,HBS,1,3,-2,A,0,3
2017/18,2017,Bnei Sakhnin,HHA,0,1,-1,A,0,3
2017/18,2017,Bnei Sakhnin,HAC,2,1,1,H,3,0
2017/18,2017,Bnei Sakhnin,HRA,2,1,1,H,3,0
2017/18,2017,Bnei Sakhnin,MNE,0,0,0,D,1,1
2017/18,2017,Bnei Sakhnin,IKS,1,2,-1,A,0,3
2017/18,2017,Bnei Sakhnin,MHA,1,0,1,H,3,0
2017/18,2017,Bnei Sakhnin,MPT,0,2,-2,A,0,3
2017/18,2017,Bnei Sakhnin,MTA,0,1,-1,A,0,3
2017/18,2017,Bnei Yehuda,BEI,3,2,1,H,3,0
2017/18,2017,Bnei Yehuda,BnS,3,0,3,H,3,0
2017/18,2017,Bnei Yehuda,ASH,1,2,-1,A,0,3
2017/18,2017,Bnei Yehuda,HAS,3,1,2,H,3,0
2017/18,2017,Bnei Yehuda,HBS,0,1,-1,A,0,3
2017/18,2017,Bnei Yehuda,HHA,0,1,-1,A,0,3
2017/18,2017,Bnei Yehuda,HAC,2,1,1,H,3,0
2017/18,2017,Bnei Yehuda,HRA,1,0,1,H,3,0
2017/18,2017,Bnei Yehuda,MNE,0,1,-1,A,0,3
2017/18,2017,Bnei Yehuda,IKS,1,0,1,H,3,0
2017/18,2017,Bnei Yehuda,MHA,2,0,2,H,3,0
2017/18,2017,Bnei Yehuda,MPT,2,1,1,H,3,0
2017/18,2017,Bnei Yehuda,MTA,0,0,0,D,1,1
2017/18,2017,F.C. Ashdod,BEI,1,3,-2,A,0,3
2017/18,2017,F.C. Ashdod,BnS,1,2,-1,A,0,3
2017/18,2017,F.C. Ashdod,BnY,1,1,0,D,1,1
2017/18,2017,F.C. Ashdod,HAS,1,1,0,D,1,1
2017/18,2017,F.C. Ashdod,HBS,1,3,-2,A,0,3
2017/18,2017,F.C. Ashdod,HHA,1,1,0,D,1,1
2017/18,2017,F.C. Ashdod,HAC,3,2,1,H,3,0
