season,date,day_of_week,attendance,competition_stage,source_file,home_team,away_team
2018/19,29/09/18,Saturday,1900.0,regular,ligat_haal_2018_19_attendance.csv,FC Ashdod,Maccabi Netanya
2018/19,29/09/18,Saturday,2400.0,regular,ligat_haal_2018_19_attendance.csv,Ihud Bnei Sakhnin,Hapoel Hadera
2018/19,29/09/18,Saturday,4400.0,regular,ligat_haal_2018_19_attendance.csv,Ironi Kiryat Shmona,Beitar Jerusalem
2018/19,29/09/18,Saturday,1800.0,regular,ligat_haal_2018_19_attendance.csv,Maccabi Petah Tikva,Hapoel Haifa
2018/19,06/10/18,Saturday,12673.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Beer Sheva,Maccabi Petah Tikva
2018/19,06/10/18,Saturday,3700.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Haifa,Ihud Bnei Sakhnin
2018/19,06/10/18,Saturday,4000.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Raanana,Maccabi Haifa
2018/19,06/10/18,Saturday,5400.0,regular,ligat_haal_2018_19_attendance.csv,Maccabi Netanya,Bnei Yehuda Tel Aviv
2018/19,07/10/18,Sunday,18500.0,regular,ligat_haal_2018_19_attendance.csv,Beitar Jerusalem,Maccabi Tel Aviv
2018/19,07/10/18,Sunday,2200.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Hadera,Ironi Kiryat Shmona
2018/19,08/10/18,Monday,5700.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Tel Aviv,FC Ashdod
2018/19,20/10/18,Saturday,5000.0,regular,ligat_haal_2018_19_attendance.csv,Bnei Yehuda Tel Aviv,Hapoel Tel Aviv
2018/19,20/10/18,Saturday,12769.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Beer Sheva,Hapoel Raanana
2018/19,20/10/18,Saturday,1000.0,regular,ligat_haal_2018_19_attendance.csv,Ironi Kiryat Shmona,Hapoel Haifa
2018/19,20/10/18,Saturday,12123.0,regular,ligat_haal_2018_19_attendance.csv,Maccabi Tel Aviv,Hapoel Hadera
2018/19,21/10/18,Sunday,5060.0,regular,ligat_haal_2018_19_attendance.csv,FC Ashdod,Beitar Jerusalem
2018/19,21/10/18,Sunday,1000.0,regular,ligat_haal_2018_19_attendance.csv,Maccabi Petah Tikva,Ihud Bnei Sakhnin
2018/19,22/10/18,Monday,13916.0,regular,ligat_haal_2018_19_attendance.csv,Maccabi Haifa,Maccabi Netanya
2018/19,27/10/18,Saturday,9500.0,regular,ligat_haal_2018_19_attendance.csv,Beitar Jerusalem,Bnei Yehuda Tel Aviv
2018/19,27/10/18,Saturday,450.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Raanana,Maccabi Petah Tikva
2018/19,27/10/18,Saturday,1000.0,regular,ligat_haal_2018_19_attendance.csv,Ihud Bnei Sakhnin,Ironi Kiryat Shmona
2018/19,27/10/18,Saturday,7200.0,regular,ligat_haal_2018_19_attendance.csv,Maccabi Netanya,Hapoel Beer Sheva
2018/19,28/10/18,Sunday,1700.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Hadera,FC Ashdod
2018/19,28/10/18,Sunday,5983.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Haifa,Maccabi Tel Aviv
2018/19,29/10/18,Monday,8500.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Tel Aviv,Maccabi Haifa
2018/19,03/11/18,Saturday,1200.0,regular,ligat_haal_2018_19_attendance.csv,FC Ashdod,Hapoel Haifa
2018/19,03/11/18,Saturday,1920.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Raanana,Maccabi Netanya
2018/19,03/11/18,Saturday,1100.0,regular,ligat_haal_2018_19_attendance.csv,Maccabi Petah Tikva,Ironi Kiryat Shmona
2018/19,03/11/18,Saturday,9820.0,regular,ligat_haal_2018_19_attendance.csv,Maccabi Tel Aviv,Ihud Bnei Sakhnin
2018/19,04/11/18,Sunday,3000.0,regular,ligat_haal_2018_19_attendance.csv,Bnei Yehuda Tel Aviv,Hapoel Hadera
2018/19,04/11/18,Sunday,15500.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Beer Sheva,Hapoel Tel Aviv
2018/19,05/11/18,Monday,20000.0,regular,ligat_haal_2018_19_attendance.csv,Maccabi Haifa,Beitar Jerusalem
2018/19,10/11/18,Saturday,6500.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Hadera,Maccabi Haifa
2018/19,10/11/18,Saturday,4420.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Haifa,Bnei Yehuda Tel Aviv
2018/19,10/11/18,Saturday,6000.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Tel Aviv,Hapoel Raanana
2018/19,10/11/18,Saturday,5850.0,regular,ligat_haal_2018_19_attendance.csv,Maccabi Netanya,Maccabi Petah Tikva
2018/19,11/11/18,Sunday,18133.0,regular,ligat_haal_2018_19_attendance.csv,Beitar Jerusalem,Hapoel Beer Sheva
2018/19,11/11/18,Sunday,4000.0,regular,ligat_haal_2018_19_attendance.csv,Ironi Kiryat Shmona,Maccabi Tel Aviv
2018/19,12/11/18,Monday,1500.0,regular,ligat_haal_2018_19_attendance.csv,Ihud Bnei Sakhnin,FC Ashdod
2018/19,01/12/18,Saturday,2500.0,regular,ligat_haal_2018_19_attendance.csv,Bnei Yehuda Tel Aviv,Ihud Bnei Sakhnin
2018/19,01/12/18,Saturday,1100.0,regular,ligat_haal_2018_19_attendance.csv,FC Ashdod,Ironi Kiryat Shmona
2018/19,01/12/18,Saturday,13500.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Beer Sheva,Hapoel Hadera
2018/19,01/12/18,Saturday,8500.0,regular,ligat_haal_2018_19_attendance.csv,Maccabi Petah Tikva,Maccabi Tel Aviv
2018/19,02/12/18,Sunday,3500.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Raanana,Beitar Jerusalem
2018/19,02/12/18,Sunday,6200.0,regular,ligat_haal_2018_19_attendance.csv,Maccabi Netanya,Hapoel Tel Aviv
2018/19,04/12/18,Tuesday,3500.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Haifa,Hapoel Beer Sheva
2018/19,04/12/18,Tuesday,2500.0,regular,ligat_haal_2018_19_attendance.csv,Ihud Bnei Sakhnin,Maccabi Haifa
2018/19,04/12/18,Tuesday,950.0,regular,ligat_haal_2018_19_attendance.csv,Ironi Kiryat Shmona,Bnei Yehuda Tel Aviv
2018/19,04/12/18,Tuesday,8602.0,regular,ligat_haal_2018_19_attendance.csv,Maccabi Tel Aviv,FC Ashdod
2018/19,05/12/18,Wednesday,8200.0,regular,ligat_haal_2018_19_attendance.csv,Beitar Jerusalem,Maccabi Netanya
2018/19,05/12/18,Wednesday,2000.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Hadera,Hapoel Raanana
2018/19,05/12/18,Wednesday,2600.0,regular,ligat_haal_2018_19_attendance.csv,Maccabi Petah Tikva,Hapoel Tel Aviv
2018/19,08/12/18,Saturday,8100.0,regular,ligat_haal_2018_19_attendance.csv,Bnei Yehuda Tel Aviv,Maccabi Tel Aviv
2018/19,08/12/18,Saturday,300.0,regular,ligat_haal_2018_19_attendance.csv,FC Ashdod,Maccabi Petah Tikva
2018/19,08/12/18,Saturday,14000.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Beer Sheva,Ihud Bnei Sakhnin
2018/19,08/12/18,Saturday,10500.0,regular,ligat_haal_2018_19_attendance.csv,Maccabi Haifa,Ironi Kiryat Shmona
2018/19,09/12/18,Sunday,1000.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Raanana,Hapoel Haifa
2018/19,09/12/18,Sunday,4500.0,regular,ligat_haal_2018_19_attendance.csv,Maccabi Netanya,Hapoel Hadera
2018/19,10/12/18,Monday,8200.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Tel Aviv,Beitar Jerusalem
2018/19,15/12/18,Saturday,13640.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Beer Sheva,Ironi Kiryat Shmona
2018/19,15/12/18,Saturday,500.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Raanana,Ihud Bnei Sakhnin
2018/19,15/12/18,Saturday,5400.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Tel Aviv,Hapoel Hadera
2018/19,15/12/18,Saturday,6020.0,regular,ligat_haal_2018_19_attendance.csv,Maccabi Netanya,Hapoel Haifa
2018/19,16/12/18,Sunday,8000.0,regular,ligat_haal_2018_19_attendance.csv,Beitar Jerusalem,Maccabi Petah Tikva
2018/19,16/12/18,Sunday,1500.0,regular,ligat_haal_2018_19_attendance.csv,Bnei Yehuda Tel Aviv,FC Ashdod
2018/19,17/12/18,Monday,22000.0,regular,ligat_haal_2018_19_attendance.csv,Maccabi Haifa,Maccabi Tel Aviv
2018/19,25/12/18,Tuesday,1800.0,regular,ligat_haal_2018_19_attendance.csv,Ihud Bnei Sakhnin,Maccabi Netanya
2018/19,25/12/18,Tuesday,1500.0,regular,ligat_haal_2018_19_attendance.csv,Maccabi Petah Tikva,Bnei Yehuda Tel Aviv
2018/19,25/12/18,Tuesday,12551.0,regular,ligat_haal_2018_19_attendance.csv,Maccabi Tel Aviv,Hapoel Beer Sheva
2018/19,26/12/18,Wednesday,2300.0,regular,ligat_haal_2018_19_attendance.csv,FC Ashdod,Maccabi Haifa
2018/19,26/12/18,Wednesday,3950.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Haifa,Hapoel Tel Aviv
2018/19,26/12/18,Wednesday,400.0,regular,ligat_haal_2018_19_attendance.csv,Ironi Kiryat Shmona,Hapoel Raanana
2018/19,27/12/18,Thursday,3500.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Hadera,Beitar Jerusalem
2018/19,29/12/18,Saturday,10979.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Beer Sheva,FC Ashdod
2018/19,29/12/18,Saturday,5000.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Raanana,Maccabi Tel Aviv
2018/19,29/12/18,Saturday,10348.0,regular,ligat_haal_2018_19_attendance.csv,Maccabi Haifa,Bnei Yehuda Tel Aviv
2018/19,29/12/18,Saturday,3400.0,regular,ligat_haal_2018_19_attendance.csv,Maccabi Netanya,Ironi Kiryat Shmona
2018/19,30/12/18,Sunday,1200.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Hadera,Maccabi Petah Tikva
2018/19,30/12/18,Sunday,3900.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Tel Aviv,Ihud Bnei Sakhnin
2018/19,31/12/18,Monday,7000.0,regular,ligat_haal_2018_19_attendance.csv,Beitar Jerusalem,Hapoel Haifa
2018/19,05/01/19,Saturday,4310.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Haifa,Hapoel Hadera
2018/19,05/01/19,Saturday,4000.0,regular,ligat_haal_2018_19_attendance.csv,Ihud Bnei Sakhnin,Beitar Jerusalem
2018/19,05/01/19,Saturday,2300.0,regular,ligat_haal_2018_19_attendance.csv,Ironi Kiryat Shmona,Hapoel Tel Aviv
2018/19,05/01/19,Saturday,4500.0,regular,ligat_haal_2018_19_attendance.csv,Maccabi Petah Tikva,Maccabi Haifa
2018/19,06/01/19,Sunday,2200.0,regular,ligat_haal_2018_19_attendance.csv,Bnei Yehuda Tel Aviv,Hapoel Beer Sheva
2018/19,06/01/19,Sunday,300.0,regular,ligat_haal_2018_19_attendance.csv,FC Ashdod,Hapoel Raanana
2018/19,07/01/19,Monday,8623.0,regular,ligat_haal_2018_19_attendance.csv,Maccabi Tel Aviv,Maccabi Netanya
2018/19,12/01/19,Saturday,14838.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Beer Sheva,Maccabi Haifa
2018/19,12/01/19,Saturday,1700.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Hadera,Ihud Bnei Sakhnin
2018/19,12/01/19,Saturday,3486.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Haifa,Maccabi Petah Tikva
2018/19,12/01/19,Saturday,1000.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Raanana,Bnei Yehuda Tel Aviv
2018/19,12/01/19,Saturday,3000.0,regular,ligat_haal_2018_19_attendance.csv,Maccabi Netanya,FC Ashdod
2018/19,13/01/19,Sunday,6900.0,regular,ligat_haal_2018_19_attendance.csv,Beitar Jerusalem,Ironi Kiryat Shmona
2018/19,14/01/19,Monday,8500.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Tel Aviv,Maccabi Tel Aviv
2018/19,19/01/19,Saturday,2100.0,regular,ligat_haal_2018_19_attendance.csv,Bnei Yehuda Tel Aviv,Maccabi Netanya
2018/19,19/01/19,Saturday,1500.0,regular,ligat_haal_2018_19_attendance.csv,Ihud Bnei Sakhnin,Hapoel Haifa
2018/19,19/01/19,Saturday,17258.0,regular,ligat_haal_2018_19_attendance.csv,Maccabi Haifa,Hapoel Raanana
2018/19,19/01/19,Saturday,1600.0,regular,ligat_haal_2018_19_attendance.csv,Maccabi Petah Tikva,Hapoel Beer Sheva
2018/19,21/01/19,Monday,2700.0,regular,ligat_haal_2018_19_attendance.csv,FC Ashdod,Hapoel Tel Aviv
2018/19,21/01/19,Monday,700.0,regular,ligat_haal_2018_19_attendance.csv,Ironi Kiryat Shmona,Hapoel Hadera
2018/19,21/01/19,Monday,11830.0,regular,ligat_haal_2018_19_attendance.csv,Maccabi Tel Aviv,Beitar Jerusalem
2018/19,26/01/19,Saturday,7500.0,regular,ligat_haal_2018_19_attendance.csv,Beitar Jerusalem,FC Ashdod
2018/19,26/01/19,Saturday,4350.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Haifa,Ironi Kiryat Shmona
2018/19,26/01/19,Saturday,2200.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Raanana,Hapoel Beer Sheva
2018/19,26/01/19,Saturday,6300.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Tel Aviv,Bnei Yehuda Tel Aviv
2018/19,27/01/19,Sunday,1000.0,regular,ligat_haal_2018_19_attendance.csv,Ihud Bnei Sakhnin,Maccabi Petah Tikva
2018/19,27/01/19,Sunday,9200.0,regular,ligat_haal_2018_19_attendance.csv,Maccabi Netanya,Maccabi Haifa
2018/19,28/01/19,Monday,5000.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Hadera,Maccabi Tel Aviv
2018/19,02/02/19,Saturday,7500.0,regular,ligat_haal_2018_19_attendance.csv,Bnei Yehuda Tel Aviv,Beitar Jerusalem
2018/19,02/02/19,Saturday,1100.0,regular,ligat_haal_2018_19_attendance.csv,FC Ashdod,Hapoel Hadera
2018/19,02/02/19,Saturday,11103.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Beer Sheva,Maccabi Netanya
2018/19,02/02/19,Saturday,2000.0,regular,ligat_haal_2018_19_attendance.csv,Maccabi Petah Tikva,Hapoel Raanana
2018/19,03/02/19,Sunday,800.0,regular,ligat_haal_2018_19_attendance.csv,Ironi Kiryat Shmona,Ihud Bnei Sakhnin
2018/19,03/02/19,Sunday,9460.0,regular,ligat_haal_2018_19_attendance.csv,Maccabi Tel Aviv,Hapoel Haifa
2018/19,04/02/19,Monday,17906.0,regular,ligat_haal_2018_19_attendance.csv,Maccabi Haifa,Hapoel Tel Aviv
2018/19,09/02/19,Saturday,4347.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Haifa,FC Ashdod
2018/19,09/02/19,Saturday,6900.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Tel Aviv,Hapoel Beer Sheva
2018/19,09/02/19,Saturday,200.0,regular,ligat_haal_2018_19_attendance.csv,Ironi Kiryat Shmona,Maccabi Petah Tikva
2018/19,09/02/19,Saturday,5100.0,regular,ligat_haal_2018_19_attendance.csv,Maccabi Netanya,Hapoel Raanana
2018/19,10/02/19,Sunday,18500.0,regular,ligat_haal_2018_19_attendance.csv,Beitar Jerusalem,Maccabi Haifa
2018/19,10/02/19,Sunday,1800.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Hadera,Bnei Yehuda Tel Aviv
2018/19,16/02/19,Saturday,1000.0,regular,ligat_haal_2018_19_attendance.csv,Bnei Yehuda Tel Aviv,Hapoel Haifa
2018/19,16/02/19,Saturday,900.0,regular,ligat_haal_2018_19_attendance.csv,FC Ashdod,Ihud Bnei Sakhnin
2018/19,16/02/19,Saturday,3000.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Raanana,Hapoel Tel Aviv
2018/19,16/02/19,Saturday,6772.0,regular,ligat_haal_2018_19_attendance.csv,Maccabi Tel Aviv,Ironi Kiryat Shmona
2018/19,17/02/19,Sunday,13894.0,regular,ligat_haal_2018_19_attendance.csv,Maccabi Haifa,Hapoel Hadera
2018/19,17/02/19,Sunday,1700.0,regular,ligat_haal_2018_19_attendance.csv,Maccabi Petah Tikva,Maccabi Netanya
2018/19,18/02/19,Monday,15500.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Beer Sheva,Beitar Jerusalem
2018/19,23/02/19,Saturday,6000.0,regular,ligat_haal_2018_19_attendance.csv,Beitar Jerusalem,Hapoel Raanana
2018/19,23/02/19,Saturday,7500.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Tel Aviv,Maccabi Netanya
2018/19,23/02/19,Saturday,11598.0,regular,ligat_haal_2018_19_attendance.csv,Maccabi Tel Aviv,Maccabi Petah Tikva
2018/19,24/02/19,Sunday,4000.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Hadera,Hapoel Beer Sheva
2018/19,24/02/19,Sunday,610.0,regular,ligat_haal_2018_19_attendance.csv,Ironi Kiryat Shmona,FC Ashdod
2018/19,25/02/19,Monday,25100.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Haifa,Maccabi Haifa
2018/19,02/03/19,Saturday,1500.0,regular,ligat_haal_2018_19_attendance.csv,Bnei Yehuda Tel Aviv,Ironi Kiryat Shmona
2018/19,02/03/19,Saturday,3350.0,regular,ligat_haal_2018_19_attendance.csv,FC Ashdod,Maccabi Tel Aviv
2018/19,02/03/19,Saturday,15708.0,regular,ligat_haal_2018_19_attendance.csv,Maccabi Haifa,Ihud Bnei Sakhnin
2018/19,02/03/19,Saturday,8400.0,regular,ligat_haal_2018_19_attendance.csv,Maccabi Netanya,Beitar Jerusalem
2018/19,03/03/19,Sunday,800.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Raanana,Hapoel Hadera
2018/19,03/03/19,Sunday,4800.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Tel Aviv,Maccabi Petah Tikva
2018/19,04/03/19,Monday,13139.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Beer Sheva,Hapoel Haifa
2018/19,09/03/19,Saturday,15000.0,regular,ligat_haal_2018_19_attendance.csv,Beitar Jerusalem,Hapoel Tel Aviv
2018/19,09/03/19,Saturday,5000.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Hadera,Maccabi Netanya
2018/19,09/03/19,Saturday,3660.0,regular,ligat_haal_2018_19_attendance.csv,Hapoel Haifa,Hapoel Raanana
2018/19,09/03/19,Saturday,3500.0,regular,ligat_haal_2018_19_attendance.csv,Ironi Kiryat Shmona,Maccabi Haifa
2018/19,10/03/19,Sunday,1000.0,regular,ligat_haal_2018_19_attendance.csv,Ihud Bnei Sakhnin,Hapoel Beer Sheva
2018/19,10/03/19,Sunday,1000.0,regular,ligat_haal_2018_19_attendance.csv,Maccabi Petah Tikva,FC Ashdod
2018/19,11/03/19,Monday,7750.0,regular,ligat_haal_2018_19_attendance.csv,Maccabi Tel Aviv,Bnei Yehuda Tel Aviv
2018/19,16/03/19,Saturday,6497.0,Championship Round,ligat_haal_2018_19_playoffs_attendance.csv,Maccabi Tel Aviv,Hapoel Hadera
2018/19,16/03/19,Saturday,10963.0,Championship Round,ligat_haal_2018_19_playoffs_attendance.csv,Maccabi Haifa,Bnei Yehuda Tel Aviv
2018/19,17/03/19,Sunday,5000.0,Championship Round,ligat_haal_2018_19_playoffs_attendance.csv,Maccabi Netanya,Hapoel Beer Sheva
2018/19,30/03/19,Saturday,2500.0,Championship Round,ligat_haal_2018_19_playoffs_attendance.csv,Hapoel Hadera,Hapoel Beer Sheva
2018/19,30/03/19,Saturday,2000.0,Championship Round,ligat_haal_2018_19_playoffs_attendance.csv,Bnei Yehuda Tel Aviv,Maccabi Netanya
2018/19,30/03/19,Saturday,12280.0,Championship Round,ligat_haal_2018_19_playoffs_attendance.csv,Maccabi Tel Aviv,Maccabi Haifa
2018/19,06/04/19,Saturday,12950.0,Championship Round,ligat_haal_2018_19_playoffs_attendance.csv,Hapoel Beer Sheva,Bnei Yehuda Tel Aviv
2018/19,06/04/19,Saturday,9620.0,Championship Round,ligat_haal_2018_19_playoffs_attendance.csv,Maccabi Haifa,Hapoel Hadera
2018/19,07/04/19,Sunday,4950.0,Championship Round,ligat_haal_2018_19_playoffs_attendance.csv,Maccabi Netanya,Maccabi Tel Aviv
2018/19,14/04/19,Sunday,1000.0,Championship Round,ligat_haal_2018_19_playoffs_attendance.csv,Hapoel Hadera,Bnei Yehuda Tel Aviv
2018/19,14/04/19,Sunday,11158.0,Championship Round,ligat_haal_2018_19_playoffs_attendance.csv,Maccabi Haifa,Maccabi Netanya
2018/19,15/04/19,Monday,9353.0,Championship Round,ligat_haal_2018_19_playoffs_attendance.csv,Maccabi Tel Aviv,Hapoel Beer Sheva
2018/19,22/04/19,Monday,15752.0,Championship Round,ligat_haal_2018_19_playoffs_attendance.csv,Hapoel Beer Sheva,Maccabi Haifa
2018/19,23/04/19,Tuesday,3900.0,Championship Round,ligat_haal_2018_19_playoffs_attendance.csv,Maccabi Netanya,Hapoel Hadera
2018/19,23/04/19,Tuesday,5000.0,Championship Round,ligat_haal_2018_19_playoffs_attendance.csv,Bnei Yehuda Tel Aviv,Maccabi Tel Aviv
2018/19,27/04/19,Saturday,2500.0,Championship Round,ligat_haal_2018_19_playoffs_attendance.csv,Hapoel Hadera,Maccabi Tel Aviv
2018/19,28/04/19,Sunday,10000.0,Championship Round,ligat_haal_2018_19_playoffs_attendance.csv,Hapoel Beer Sheva,Maccabi Netanya
2018/19,29/04/19,Monday,5500.0,Championship Round,ligat_haal_2018_19_playoffs_attendance.csv,Bnei Yehuda Tel Aviv,Maccabi Haifa
2018/19,04/05/19,Saturday,1800.0,Championship Round,ligat_haal_2018_19_playoffs_attendance.csv,Hapoel Hadera,Maccabi Netanya
2018/19,05/05/19,Sunday,4160.0,Championship Round,ligat_haal_2018_19_playoffs_attendance.csv,Maccabi Tel Aviv,Bnei Yehuda Tel Aviv
2018/19,06/05/19,Monday,14273.0,Championship Round,ligat_haal_2018_19_playoffs_attendance.csv,Maccabi Haifa,Hapoel Beer Sheva
2018/19,11/05/19,Saturday,8737.0,Championship Round,ligat_haal_2018_19_playoffs_attendance.csv,Maccabi Tel Aviv,Maccabi Netanya
2018/19,11/05/19,Saturday,2000.0,Championship Round,ligat_haal_2018_19_playoffs_attendance.csv,Bnei Yehuda Tel Aviv,Hapoel Beer Sheva
2018/19,13/05/19,Monday,4000.0,Championship Round,ligat_haal_2018_19_playoffs_attendance.csv,Hapoel Hadera,Maccabi Haifa
2018/19,19/05/19,Sunday,9238.0,Championship Round,ligat_haal_2018_19_playoffs_attendance.csv,Hapoel Beer Sheva,Hapoel Hadera
2018/19,19/05/19,Sunday,3200.0,Championship Round,ligat_haal_2018_19_playoffs_attendance.csv,Maccabi Netanya,Bnei Yehuda Tel Aviv
2018/19,19/05/19,Sunday,16241.0,Championship Round,ligat_haal_2018_19_playoffs_attendance.csv,Maccabi Haifa,Maccabi Tel Aviv
2018/19,25/05/19,Saturday,2800.0,Championship Round,ligat_haal_2018_19_playoffs_attendance.csv,Bnei Yehuda Tel Aviv,Hapoel Hadera
2018/19,25/05/19,Saturday,14040.0,Championship Round,ligat_haal_2018_19_playoffs_attendance.csv,Hapoel Beer Sheva,Maccabi Tel Aviv
2018/19,25/05/19,Saturday,7100.0,Championship Round,ligat_haal_2018_19_playoffs_attendance.csv,Maccabi Netanya,Maccabi Haifa
2018/19,16/03/19,Saturday,300.0,Relegation Round,ligat_haal_2018_19_playoffs_attendance.csv,Hapoel Raanana,Ihud Bnei Sakhnin
2018/19,16/03/19,Saturday,4400.0,Relegation Round,ligat_haal_2018_19_playoffs_attendance.csv,Hapoel Tel Aviv,FC Ashdod
2018/19,17/03/19,Sunday,350.0,Relegation Round,ligat_haal_2018_19_playoffs_attendance.csv,Ironi Kiryat Shmona,Maccabi Petah Tikva
2018/19,17/03/19,Sunday,2900.0,Relegation Round,ligat_haal_2018_19_playoffs_attendance.csv,Hapoel Haifa,Beitar Jerusalem
2018/19,30/03/19,Saturday,250.0,Relegation Round,ligat_haal_2018_19_playoffs_attendance.csv,FC Ashdod,Ironi Kiryat Shmona
2018/19,31/03/19,Sunday,388.0,Relegation Round,ligat_haal_2018_19_playoffs_attendance.csv,Maccabi Petah Tikva,Hapoel Raanana
2018/19,31/03/19,Sunday,5500.0,Relegation Round,ligat_haal_2018_19_playoffs_attendance.csv,Beitar Jerusalem,Ihud Bnei Sakhnin
2018/19,01/04/19,Monday,2950.0,Relegation Round,ligat_haal_2018_19_playoffs_attendance.csv,Hapoel Haifa,Hapoel Tel Aviv
2018/19,06/04/19,Saturday,600.0,Relegation Round,ligat_haal_2018_19_playoffs_attendance.csv,Ironi Kiryat Shmona,Hapoel Haifa
2018/19,06/04/19,Saturday,2300.0,Relegation Round,ligat_haal_2018_19_playoffs_attendance.csv,Ihud Bnei Sakhnin,Maccabi Petah Tikva
2018/19,07/04/19,Sunday,600.0,Relegation Round,ligat_haal_2018_19_playoffs_attendance.csv,Hapoel Raanana,FC Ashdod
2018/19,08/04/19,Monday,8000.0,Relegation Round,ligat_haal_2018_19_playoffs_attendance.csv,Hapoel Tel Aviv,Beitar Jerusalem
2018/19,13/04/19,Saturday,2340.0,Relegation Round,ligat_haal_2018_19_playoffs_attendance.csv,Hapoel Haifa,Hapoel Raanana
2018/19,13/04/19,Saturday,4500.0,Relegation Round,ligat_haal_2018_19_playoffs_attendance.csv,Hapoel Tel Aviv,Ironi Kiryat Shmona
2018/19,13/04/19,Saturday,500.0,Relegation Round,ligat_haal_2018_19_playoffs_attendance.csv,FC Ashdod,Ihud Bnei Sakhnin
2018/19,13/04/19,Saturday,5000.0,Relegation Round,ligat_haal_2018_19_playoffs_attendance.csv,Beitar Jerusalem,Maccabi Petah Tikva
2018/19,27/04/19,Saturday,667.0,Relegation Round,ligat_haal_2018_19_playoffs_attendance.csv,Ironi Kiryat Shmona,Beitar Jerusalem
2018/19,27/04/19,Saturday,1500.0,Relegation Round,ligat_haal_2018_19_playoffs_attendance.csv,Hapoel Raanana,Hapoel Tel Aviv
2018/19,27/04/19,Saturday,1150.0,Relegation Round,ligat_haal_2018_19_playoffs_attendance.csv,Ihud Bnei Sakhnin,Hapoel Haifa
2018/19,27/04/19,Saturday,700.0,Relegation Round,ligat_haal_2018_19_playoffs_attendance.csv,Maccabi Petah Tikva,FC Ashdod
2018/19,04/05/19,Saturday,15000.0,Relegation Round,ligat_haal_2018_19_playoffs_attendance.csv,Beitar Jerusalem,FC Ashdod
2018/19,04/05/19,Saturday,2430.0,Relegation Round,ligat_haal_2018_19_playoffs_attendance.csv,Hapoel Haifa,Maccabi Petah Tikva
2018/19,04/05/19,Saturday,4600.0,Relegation Round,ligat_haal_2018_19_playoffs_attendance.csv,Hapoel Tel Aviv,Ihud Bnei Sakhnin
2018/19,04/05/19,Saturday,1315.0,Relegation Round,ligat_haal_2018_19_playoffs_attendance.csv,Ironi Kiryat Shmona,Hapoel Raanana
