season,date,day_of_week,attendance,competition_stage,source_file,home_team,away_team
2012/13,15/12/12,Saturday,2000.0,regular,ligat_haal_2012_13_attendance.csv,Ihud Bnei Sakhnin,Hapoel Beer Sheva
2012/13,15/12/12,Saturday,2500.0,regular,ligat_haal_2012_13_attendance.csv,Maccabi Netanya,Hapoel Haifa
2012/13,16/12/12,Sunday,7500.0,regular,ligat_haal_2012_13_attendance.csv,Beitar Jerusalem,Ironi Kiryat Shmona
2012/13,16/12/12,Sunday,1500.0,regular,ligat_haal_2012_13_attendance.csv,Bnei Yehuda Tel Aviv,Hapoel Acre
2012/13,17/12/12,Monday,14000.0,regular,ligat_haal_2012_13_attendance.csv,Maccabi Haifa,Maccabi Tel Aviv
2012/13,22/12/12,Saturday,2000.0,regular,ligat_haal_2012_13_attendance.csv,FC Ashdod,Ihud Bnei Sakhnin
2012/13,22/12/12,Saturday,700.0,regular,ligat_haal_2012_13_attendance.csv,Hapoel Acre,Hapoel Ramat haSharon
2012/13,22/12/12,Saturday,3300.0,regular,ligat_haal_2012_13_attendance.csv,Hapoel Haifa,Hapoel Tel Aviv
2012/13,22/12/12,Saturday,2000.0,regular,ligat_haal_2012_13_attendance.csv,Hapoel Ramat Gan,Bnei Yehuda Tel Aviv
2012/13,22/12/12,Saturday,8300.0,regular,ligat_haal_2012_13_attendance.csv,Maccabi Tel Aviv,Maccabi Netanya
2012/13,23/12/12,Sunday,8700.0,regular,ligat_haal_2012_13_attendance.csv,Hapoel Beer Sheva,Beitar Jerusalem
2012/13,24/12/12,Monday,4000.0,regular,ligat_haal_2012_13_attendance.csv,Ironi Kiryat Shmona,Maccabi Haifa
2012/13,29/12/12,Saturday,5800.0,regular,ligat_haal_2012_13_attendance.csv,Bnei Yehuda Tel Aviv,Hapoel Tel Aviv
2012/13,29/12/12,Saturday,1000.0,regular,ligat_haal_2012_13_attendance.csv,Hapoel Ramat haSharon,Hapoel Ramat Gan
2012/13,29/12/12,Saturday,4000.0,regular,ligat_haal_2012_13_attendance.csv,Ihud Bnei Sakhnin,Hapoel Acre
2012/13,29/12/12,Saturday,10000.0,regular,ligat_haal_2012_13_attendance.csv,Maccabi Haifa,Hapoel Beer Sheva
2012/13,29/12/12,Saturday,2900.0,regular,ligat_haal_2012_13_attendance.csv,Maccabi Netanya,Ironi Kiryat Shmona
2012/13,30/12/12,Sunday,9200.0,regular,ligat_haal_2012_13_attendance.csv,Maccabi Tel Aviv,Hapoel Haifa
2012/13,31/12/12,Monday,7000.0,regular,ligat_haal_2012_13_attendance.csv,Beitar Jerusalem,FC Ashdod
2012/13,05/01/13,Saturday,4000.0,regular,ligat_haal_2012_13_attendance.csv,Hapoel Acre,Beitar Jerusalem
2012/13,05/01/13,Saturday,3500.0,regular,ligat_haal_2012_13_attendance.csv,Hapoel Beer Sheva,Maccabi Netanya
2012/13,05/01/13,Saturday,3000.0,regular,ligat_haal_2012_13_attendance.csv,Hapoel Haifa,Bnei Yehuda Tel Aviv
2012/13,05/01/13,Saturday,1000.0,regular,ligat_haal_2012_13_attendance.csv,Hapoel Ramat Gan,Ihud Bnei Sakhnin
2012/13,05/01/13,Saturday,5640.0,regular,ligat_haal_2012_13_attendance.csv,Hapoel Tel Aviv,Hapoel Ramat haSharon
2012/13,06/01/13,Sunday,2700.0,regular,ligat_haal_2012_13_attendance.csv,FC Ashdod,Maccabi Haifa
2012/13,07/01/13,Monday,1200.0,regular,ligat_haal_2012_13_attendance.csv,Ironi Kiryat Shmona,Maccabi Tel Aviv
2012/13,12/01/13,Saturday,1300.0,regular,ligat_haal_2012_13_attendance.csv,Hapoel Ramat haSharon,Bnei Yehuda Tel Aviv
2012/13,12/01/13,Saturday,3000.0,regular,ligat_haal_2012_13_attendance.csv,Ihud Bnei Sakhnin,Hapoel Tel Aviv
2012/13,12/01/13,Saturday,1300.0,regular,ligat_haal_2012_13_attendance.csv,Ironi Kiryat Shmona,Hapoel Haifa
2012/13,12/01/13,Saturday,9000.0,regular,ligat_haal_2012_13_attendance.csv,Maccabi Haifa,Hapoel Acre
2012/13,12/01/13,Saturday,3000.0,regular,ligat_haal_2012_13_attendance.csv,Maccabi Netanya,FC Ashdod
2012/13,13/01/13,Sunday,5000.0,regular,ligat_haal_2012_13_attendance.csv,Beitar Jerusalem,Hapoel Ramat Gan
2012/13,14/01/13,Monday,11000.0,regular,ligat_haal_2012_13_attendance.csv,Maccabi Tel Aviv,Hapoel Beer Sheva
2012/13,19/01/13,Saturday,1500.0,regular,ligat_haal_2012_13_attendance.csv,Bnei Yehuda Tel Aviv,Ihud Bnei Sakhnin
2012/13,19/01/13,Saturday,6000.0,regular,ligat_haal_2012_13_attendance.csv,FC Ashdod,Maccabi Tel Aviv
2012/13,19/01/13,Saturday,900.0,regular,ligat_haal_2012_13_attendance.csv,Hapoel Acre,Maccabi Netanya
2012/13,19/01/13,Saturday,3000.0,regular,ligat_haal_2012_13_attendance.csv,Hapoel Beer Sheva,Ironi Kiryat Shmona
2012/13,19/01/13,Saturday,2600.0,regular,ligat_haal_2012_13_attendance.csv,Hapoel Haifa,Hapoel Ramat haSharon
2012/13,20/01/13,Sunday,4800.0,regular,ligat_haal_2012_13_attendance.csv,Hapoel Ramat Gan,Maccabi Haifa
2012/13,21/01/13,Monday,13200.0,regular,ligat_haal_2012_13_attendance.csv,Hapoel Tel Aviv,Beitar Jerusalem
2012/13,26/01/13,Saturday,8000.0,regular,ligat_haal_2012_13_attendance.csv,Beitar Jerusalem,Bnei Yehuda Tel Aviv
2012/13,26/01/13,Saturday,1500.0,regular,ligat_haal_2012_13_attendance.csv,Ihud Bnei Sakhnin,Hapoel Ramat haSharon
2012/13,26/01/13,Saturday,1000.0,regular,ligat_haal_2012_13_attendance.csv,Ironi Kiryat Shmona,FC Ashdod
2012/13,26/01/13,Saturday,3500.0,regular,ligat_haal_2012_13_attendance.csv,Maccabi Netanya,Hapoel Ramat Gan
2012/13,26/01/13,Saturday,11500.0,regular,ligat_haal_2012_13_attendance.csv,Maccabi Tel Aviv,Hapoel Acre
2012/13,27/01/13,Sunday,2950.0,regular,ligat_haal_2012_13_attendance.csv,Hapoel Beer Sheva,Hapoel Haifa
2012/13,27/01/13,Sunday,13500.0,regular,ligat_haal_2012_13_attendance.csv,Maccabi Haifa,Hapoel Tel Aviv
2012/13,02/02/13,Saturday,2500.0,regular,ligat_haal_2012_13_attendance.csv,FC Ashdod,Hapoel Beer Sheva
2012/13,02/02/13,Saturday,750.0,regular,ligat_haal_2012_13_attendance.csv,Hapoel Acre,Ironi Kiryat Shmona
2012/13,02/02/13,Saturday,2500.0,regular,ligat_haal_2012_13_attendance.csv,Hapoel Haifa,Ihud Bnei Sakhnin
2012/13,02/02/13,Saturday,4500.0,regular,ligat_haal_2012_13_attendance.csv,Hapoel Ramat Gan,Maccabi Tel Aviv
2012/13,02/02/13,Saturday,8000.0,regular,ligat_haal_2012_13_attendance.csv,Hapoel Tel Aviv,Maccabi Netanya
2012/13,03/02/13,Sunday,6000.0,regular,ligat_haal_2012_13_attendance.csv,Bnei Yehuda Tel Aviv,Maccabi Haifa
2012/13,03/02/13,Sunday,2500.0,regular,ligat_haal_2012_13_attendance.csv,Hapoel Ramat haSharon,Beitar Jerusalem
2012/13,09/02/13,Saturday,1500.0,regular,ligat_haal_2012_13_attendance.csv,FC Ashdod,Hapoel Haifa
2012/13,09/02/13,Saturday,3800.0,regular,ligat_haal_2012_13_attendance.csv,Hapoel Beer Sheva,Hapoel Acre
2012/13,09/02/13,Saturday,2000.0,regular,ligat_haal_2012_13_attendance.csv,Ironi Kiryat Shmona,Hapoel Ramat Gan
2012/13,09/02/13,Saturday,9000.0,regular,ligat_haal_2012_13_attendance.csv,Maccabi Haifa,Hapoel Ramat haSharon
2012/13,09/02/13,Saturday,4000.0,regular,ligat_haal_2012_13_attendance.csv,Maccabi Netanya,Bnei Yehuda Tel Aviv
2012/13,10/02/13,Sunday,9000.0,regular,ligat_haal_2012_13_attendance.csv,Beitar Jerusalem,Ihud Bnei Sakhnin
2012/13,11/02/13,Monday,14000.0,regular,ligat_haal_2012_13_attendance.csv,Maccabi Tel Aviv,Hapoel Tel Aviv
2012/13,16/02/13,Saturday,600.0,regular,ligat_haal_2012_13_attendance.csv,Hapoel Acre,FC Ashdod
2012/13,16/02/13,Saturday,950.0,regular,ligat_haal_2012_13_attendance.csv,Hapoel Ramat Gan,Hapoel Beer Sheva
2012/13,16/02/13,Saturday,500.0,regular,ligat_haal_2012_13_attendance.csv,Hapoel Ramat haSharon,Maccabi Netanya
2012/13,16/02/13,Saturday,6500.0,regular,ligat_haal_2012_13_attendance.csv,Hapoel Tel Aviv,Ironi Kiryat Shmona
2012/13,16/02/13,Saturday,3500.0,regular,ligat_haal_2012_13_attendance.csv,Ihud Bnei Sakhnin,Maccabi Haifa
2012/13,17/02/13,Sunday,5000.0,regular,ligat_haal_2012_13_attendance.csv,Hapoel Haifa,Beitar Jerusalem
2012/13,18/02/13,Monday,10500.0,regular,ligat_haal_2012_13_attendance.csv,Bnei Yehuda Tel Aviv,Maccabi Tel Aviv
2012/13,23/02/13,Saturday,600.0,regular,ligat_haal_2012_13_attendance.csv,FC Ashdod,Hapoel Ramat Gan
2012/13,23/02/13,Saturday,3800.0,regular,ligat_haal_2012_13_attendance.csv,Hapoel Acre,Hapoel Haifa
2012/13,23/02/13,Saturday,3500.0,regular,ligat_haal_2012_13_attendance.csv,Hapoel Beer Sheva,Hapoel Tel Aviv
2012/13,23/02/13,Saturday,500.0,regular,ligat_haal_2012_13_attendance.csv,Ironi Kiryat Shmona,Bnei Yehuda Tel Aviv
2012/13,23/02/13,Saturday,9900.0,regular,ligat_haal_2012_13_attendance.csv,Maccabi Tel Aviv,Hapoel Ramat haSharon
2012/13,24/02/13,Sunday,13000.0,regular,ligat_haal_2012_13_attendance.csv,Maccabi Haifa,Beitar Jerusalem
2012/13,24/02/13,Sunday,2300.0,regular,ligat_haal_2012_13_attendance.csv,Maccabi Netanya,Ihud Bnei Sakhnin
2012/13,02/03/13,Saturday,3000.0,regular,ligat_haal_2012_13_attendance.csv,Bnei Yehuda Tel Aviv,Hapoel Beer Sheva
2012/13,02/03/13,Saturday,1100.0,regular,ligat_haal_2012_13_attendance.csv,Hapoel Ramat Gan,Hapoel Acre
2012/13,02/03/13,Saturday,500.0,regular,ligat_haal_2012_13_attendance.csv,Hapoel Ramat haSharon,Ironi Kiryat Shmona
2012/13,02/03/13,Saturday,6500.0,regular,ligat_haal_2012_13_attendance.csv,Hapoel Tel Aviv,FC Ashdod
2012/13,02/03/13,Saturday,3000.0,regular,ligat_haal_2012_13_attendance.csv,Ihud Bnei Sakhnin,Maccabi Tel Aviv
2012/13,03/03/13,Sunday,4500.0,regular,ligat_haal_2012_13_attendance.csv,Beitar Jerusalem,Maccabi Netanya
2012/13,04/03/13,Monday,12000.0,regular,ligat_haal_2012_13_attendance.csv,Maccabi Haifa,Hapoel Haifa
2012/13,09/03/13,Saturday,2000.0,regular,ligat_haal_2012_13_attendance.csv,Hapoel Acre,Hapoel Tel Aviv
2012/13,09/03/13,Saturday,2500.0,regular,ligat_haal_2012_13_attendance.csv,Hapoel Beer Sheva,Hapoel Ramat haSharon
2012/13,09/03/13,Saturday,4000.0,regular,ligat_haal_2012_13_attendance.csv,Hapoel Haifa,Hapoel Ramat Gan
2012/13,09/03/13,Saturday,1500.0,regular,ligat_haal_2012_13_attendance.csv,Ironi Kiryat Shmona,Ihud Bnei Sakhnin
2012/13,09/03/13,Saturday,9000.0,regular,ligat_haal_2012_13_attendance.csv,Maccabi Netanya,Maccabi Haifa
2012/13,10/03/13,Sunday,12000.0,regular,ligat_haal_2012_13_attendance.csv,Maccabi Tel Aviv,Beitar Jerusalem
2012/13,11/03/13,Monday,700.0,regular,ligat_haal_2012_13_attendance.csv,FC Ashdod,Bnei Yehuda Tel Aviv
2012/13,16/03/13,Saturday,2000.0,Championship Round,ligat_haal_2012_13_playoffs_attendance.csv,Ironi Kiryat Shmona,Hapoel Tel Aviv
2012/13,16/03/13,Saturday,11300.0,Championship Round,ligat_haal_2012_13_playoffs_attendance.csv,Maccabi Tel Aviv,Hapoel Ramat haSharon
2012/13,17/03/13,Sunday,9000.0,Championship Round,ligat_haal_2012_13_playoffs_attendance.csv,Maccabi Haifa,Bnei Yehuda Tel Aviv
2012/13,30/03/13,Saturday,2500.0,Championship Round,ligat_haal_2012_13_playoffs_attendance.csv,Bnei Yehuda Tel Aviv,Ironi Kiryat Shmona
2012/13,30/03/13,Saturday,1400.0,Championship Round,ligat_haal_2012_13_playoffs_attendance.csv,Hapoel Ramat haSharon,Hapoel Tel Aviv
2012/13,30/03/13,Saturday,13600.0,Championship Round,ligat_haal_2012_13_playoffs_attendance.csv,Maccabi Tel Aviv,Maccabi Haifa
2012/13,02/04/13,Tuesday,6000.0,Championship Round,ligat_haal_2012_13_playoffs_attendance.csv,Hapoel Tel Aviv,Bnei Yehuda Tel Aviv
2012/13,02/04/13,Tuesday,6000.0,Championship Round,ligat_haal_2012_13_playoffs_attendance.csv,Maccabi Haifa,Hapoel Ramat haSharon
2012/13,03/04/13,Wednesday,4500.0,Championship Round,ligat_haal_2012_13_playoffs_attendance.csv,Ironi Kiryat Shmona,Maccabi Tel Aviv
2012/13,06/04/13,Saturday,300.0,Championship Round,ligat_haal_2012_13_playoffs_attendance.csv,Hapoel Ramat haSharon,Bnei Yehuda Tel Aviv
2012/13,06/04/13,Saturday,8000.0,Championship Round,ligat_haal_2012_13_playoffs_attendance.csv,Maccabi Haifa,Ironi Kiryat Shmona
2012/13,06/04/13,Saturday,14000.0,Championship Round,ligat_haal_2012_13_playoffs_attendance.csv,Maccabi Tel Aviv,Hapoel Tel Aviv
2012/13,13/04/13,Saturday,9000.0,Championship Round,ligat_haal_2012_13_playoffs_attendance.csv,Hapoel Tel Aviv,Maccabi Haifa
2012/13,13/04/13,Saturday,500.0,Championship Round,ligat_haal_2012_13_playoffs_attendance.csv,Ironi Kiryat Shmona,Hapoel Ramat haSharon
2012/13,13/04/13,Saturday,14000.0,Championship Round,ligat_haal_2012_13_playoffs_attendance.csv,Bnei Yehuda Tel Aviv,Maccabi Tel Aviv
2012/13,20/04/13,Saturday,5000.0,Championship Round,ligat_haal_2012_13_playoffs_attendance.csv,Hapoel Tel Aviv,Ironi Kiryat Shmona
2012/13,21/04/13,Sunday,2000.0,Championship Round,ligat_haal_2012_13_playoffs_attendance.csv,Bnei Yehuda Tel Aviv,Maccabi Haifa
2012/13,22/04/13,Monday,35000.0,Championship Round,ligat_haal_2012_13_playoffs_attendance.csv,Hapoel Ramat haSharon,Maccabi Tel Aviv
2012/13,27/04/13,Saturday,800.0,Championship Round,ligat_haal_2012_13_playoffs_attendance.csv,Ironi Kiryat Shmona,Bnei Yehuda Tel Aviv
2012/13,28/04/13,Sunday,4400.0,Championship Round,ligat_haal_2012_13_playoffs_attendance.csv,Hapoel Tel Aviv,Hapoel Ramat haSharon
2012/13,29/04/13,Monday,8500.0,Championship Round,ligat_haal_2012_13_playoffs_attendance.csv,Maccabi Haifa,Maccabi Tel Aviv
2012/13,04/05/13,Saturday,11000.0,Championship Round,ligat_haal_2012_13_playoffs_attendance.csv,Maccabi Tel Aviv,Ironi Kiryat Shmona
2012/13,05/05/13,Sunday,350.0,Championship Round,ligat_haal_2012_13_playoffs_attendance.csv,Hapoel Ramat haSharon,Maccabi Haifa
2012/13,06/05/13,Monday,3500.0,Championship Round,ligat_haal_2012_13_playoffs_attendance.csv,Bnei Yehuda Tel Aviv,Hapoel Tel Aviv
2012/13,11/05/13,Saturday,1700.0,Championship Round,ligat_haal_2012_13_playoffs_attendance.csv,Ironi Kiryat Shmona,Maccabi Haifa
2012/13,11/05/13,Saturday,2500.0,Championship Round,ligat_haal_2012_13_playoffs_attendance.csv,Bnei Yehuda Tel Aviv,Hapoel Ramat haSharon
2012/13,13/05/13,Monday,10500.0,Championship Round,ligat_haal_2012_13_playoffs_attendance.csv,Hapoel Tel Aviv,Maccabi Tel Aviv
2012/13,18/05/13,Saturday,450.0,Championship Round,ligat_haal_2012_13_playoffs_attendance.csv,Hapoel Ramat haSharon,Ironi Kiryat Shmona
2012/13,18/05/13,Saturday,12000.0,Championship Round,ligat_haal_2012_13_playoffs_attendance.csv,Maccabi Haifa,Hapoel Tel Aviv
2012/13,20/05/13,Monday,10000.0,Championship Round,ligat_haal_2012_13_playoffs_attendance.csv,Maccabi Tel Aviv,Bnei Yehuda Tel Aviv
2012/13,16/03/13,Saturday,2000.0,Relegation Round,ligat_haal_2012_13_playoffs_attendance.csv,Hapoel Beer Sheva,Ihud Bnei Sakhnin
2012/13,16/03/13,Saturday,4500.0,Relegation Round,ligat_haal_2012_13_playoffs_attendance.csv,Hapoel Haifa,Maccabi Netanya
2012/13,16/03/13,Saturday,500.0,Relegation Round,ligat_haal_2012_13_playoffs_attendance.csv,FC Ashdod,Hapoel Acre
2012/13,17/03/13,Sunday,1500.0,Relegation Round,ligat_haal_2012_13_playoffs_attendance.csv,Beitar Jerusalem,Hapoel Ramat Gan
2012/13,30/03/13,Saturday,2500.0,Relegation Round,ligat_haal_2012_13_playoffs_attendance.csv,Hapoel Acre,Maccabi Netanya
2012/13,30/03/13,Saturday,2000.0,Relegation Round,ligat_haal_2012_13_playoffs_attendance.csv,Hapoel Ramat Gan,Hapoel Beer Sheva
2012/13,01/04/13,Monday,2000.0,Relegation Round,ligat_haal_2012_13_playoffs_attendance.csv,Ihud Bnei Sakhnin,Hapoel Haifa
2012/13,01/04/13,Monday,1200.0,Relegation Round,ligat_haal_2012_13_playoffs_attendance.csv,FC Ashdod,Beitar Jerusalem
2012/13,06/04/13,Saturday,4000.0,Relegation Round,ligat_haal_2012_13_playoffs_attendance.csv,Hapoel Haifa,Hapoel Ramat Gan
2012/13,06/04/13,Saturday,3500.0,Relegation Round,ligat_haal_2012_13_playoffs_attendance.csv,Hapoel Beer Sheva,FC Ashdod
2012/13,06/04/13,Saturday,6800.0,Relegation Round,ligat_haal_2012_13_playoffs_attendance.csv,Maccabi Netanya,Ihud Bnei Sakhnin
2012/13,08/04/13,Monday,3000.0,Relegation Round,ligat_haal_2012_13_playoffs_attendance.csv,Beitar Jerusalem,Hapoel Acre
2012/13,13/04/13,Saturday,3000.0,Relegation Round,ligat_haal_2012_13_playoffs_attendance.csv,Hapoel Acre,Ihud Bnei Sakhnin
2012/13,13/04/13,Saturday,4000.0,Relegation Round,ligat_haal_2012_13_playoffs_attendance.csv,Hapoel Ramat Gan,Maccabi Netanya
2012/13,13/04/13,Saturday,700.0,Relegation Round,ligat_haal_2012_13_playoffs_attendance.csv,FC Ashdod,Hapoel Haifa
2012/13,13/04/13,Saturday,2500.0,Relegation Round,ligat_haal_2012_13_playoffs_attendance.csv,Beitar Jerusalem,Hapoel Beer Sheva
2012/13,20/04/13,Saturday,4000.0,Relegation Round,ligat_haal_2012_13_playoffs_attendance.csv,Hapoel Beer Sheva,Hapoel Acre
2012/13,20/04/13,Saturday,3500.0,Relegation Round,ligat_haal_2012_13_playoffs_attendance.csv,Hapoel Haifa,Beitar Jerusalem
2012/13,20/04/13,Saturday,4200.0,Relegation Round,ligat_haal_2012_13_playoffs_attendance.csv,Maccabi Netanya,FC Ashdod
2012/13,23/04/13,Tuesday,5000.0,Relegation Round,ligat_haal_2012_13_playoffs_attendance.csv,Ihud Bnei Sakhnin,Hapoel Ramat Gan
2012/13,27/04/13,Saturday,300.0,Relegation Round,ligat_haal_2012_13_playoffs_attendance.csv,FC Ashdod,Ihud Bnei Sakhnin
2012/13,27/04/13,Saturday,2500.0,Relegation Round,ligat_haal_2012_13_playoffs_attendance.csv,Beitar Jerusalem,Maccabi Netanya
2012/13,27/04/13,Saturday,2500.0,Relegation Round,ligat_haal_2012_13_playoffs_attendance.csv,Hapoel Acre,Hapoel Ramat Gan
2012/13,27/04/13,Saturday,5000.0,Relegation Round,ligat_haal_2012_13_playoffs_attendance.csv,Hapoel Beer Sheva,Hapoel Haifa
2012/13,04/05/13,Saturday,200.0,Relegation Round,ligat_haal_2012_13_playoffs_attendance.csv,Hapoel Ramat Gan,FC Ashdod
2012/13,04/05/13,Saturday,5000.0,Relegation Round,ligat_haal_2012_13_playoffs_attendance.csv,Hapoel Haifa,Hapoel Acre
2012/13,04/05/13,Saturday,12000.0,Relegation Round,ligat_haal_2012_13_playoffs_attendance.csv,Maccabi Netanya,Hapoel Beer Sheva
2012/13,04/05/13,Saturday,8000.0,Relegation Round,ligat_haal_2012_13_playoffs_attendance.csv,Ihud Bnei Sakhnin,Beitar Jerusalem
2013/14,24/08/13,Saturday,10800.0,regular,ligat_haal_2013_14_attendance.csv,Beitar Jerusalem,Hapoel Beer Sheva
2013/14,24/08/13,Saturday,2600.0,regular,ligat_haal_2013_14_attendance.csv,Bnei Yehuda Tel Aviv,FC Ashdod
2013/14,24/08/13,Saturday,4400.0,regular,ligat_haal_2013_14_attendance.csv,Hapoel Acre,Maccabi Tel Aviv
2013/14,24/08/13,Saturday,700.0,regular,ligat_haal_2013_14_attendance.csv,Hapoel Raanana,Maccabi Petah Tikva
2013/14,24/08/13,Saturday,800.0,regular,ligat_haal_2013_14_attendance.csv,Hapoel Ramat haSharon,Hapoel Haifa
2013/14,25/08/13,Sunday,8900.0,regular,ligat_haal_2013_14_attendance.csv,Hapoel Tel Aviv,Ihud Bnei Sakhnin
2013/14,25/08/13,Sunday,8000.0,regular,ligat_haal_2013_14_attendance.csv,Maccabi Haifa,Ironi Kiryat Shmona
2013/14,01/09/13,Sunday,5000.0,regular,ligat_haal_2013_14_attendance.csv,FC Ashdod,Maccabi Haifa
2013/14,01/09/13,Sunday,12578.0,regular,ligat_haal_2013_14_attendance.csv,Maccabi Tel Aviv,Bnei Yehuda Tel Aviv
2013/14,31/08/13,Saturday,8000.0,regular,ligat_haal_2013_14_attendance.csv,Hapoel Beer Sheva,Hapoel Tel Aviv
2013/14,31/08/13,Saturday,3500.0,regular,ligat_haal_2013_14_attendance.csv,Hapoel Haifa,Hapoel Raanana
2013/14,31/08/13,Saturday,2500.0,regular,ligat_haal_2013_14_attendance.csv,Ihud Bnei Sakhnin,Hapoel Acre
2013/14,31/08/13,Saturday,750.0,regular,ligat_haal_2013_14_attendance.csv,Ironi Kiryat Shmona,Hapoel Ramat haSharon
2013/14,31/08/13,Saturday,6000.0,regular,ligat_haal_2013_14_attendance.csv,Maccabi Petah Tikva,Beitar Jerusalem
2013/14,21/09/13,Saturday,8000.0,regular,ligat_haal_2013_14_attendance.csv,Beitar Jerusalem,Hapoel Haifa
2013/14,21/09/13,Saturday,2500.0,regular,ligat_haal_2013_14_attendance.csv,Bnei Yehuda Tel Aviv,Ihud Bnei Sakhnin
2013/14,21/09/13,Saturday,4000.0,regular,ligat_haal_2013_14_attendance.csv,Hapoel Acre,Hapoel Beer Sheva
2013/14,21/09/13,Saturday,400.0,regular,ligat_haal_2013_14_attendance.csv,Hapoel Ramat haSharon,Hapoel Raanana
2013/14,21/09/13,Saturday,1000.0,regular,ligat_haal_2013_14_attendance.csv,Ironi Kiryat Shmona,FC Ashdod
2013/14,22/09/13,Sunday,8800.0,regular,ligat_haal_2013_14_attendance.csv,Hapoel Tel Aviv,Maccabi Petah Tikva
2013/14,23/09/13,Monday,14000.0,regular,ligat_haal_2013_14_attendance.csv,Maccabi Haifa,Maccabi Tel Aviv
2013/14,28/09/13,Saturday,1500.0,regular,ligat_haal_2013_14_attendance.csv,FC Ashdod,Hapoel Ramat haSharon
2013/14,28/09/13,Saturday,6000.0,regular,ligat_haal_2013_14_attendance.csv,Hapoel Haifa,Hapoel Tel Aviv
2013/14,28/09/13,Saturday,4000.0,regular,ligat_haal_2013_14_attendance.csv,Ihud Bnei Sakhnin,Maccabi Haifa
2013/14,28/09/13,Saturday,1100.0,regular,ligat_haal_2013_14_attendance.csv,Maccabi Petah Tikva,Hapoel Acre
2013/14,28/09/13,Saturday,12700.0,regular,ligat_haal_2013_14_attendance.csv,Maccabi Tel Aviv,Ironi Kiryat Shmona
2013/14,29/09/13,Sunday,3800.0,regular,ligat_haal_2013_14_attendance.csv,Hapoel Raanana,Beitar Jerusalem
2013/14,30/09/13,Monday,8000.0,regular,ligat_haal_2013_14_attendance.csv,Hapoel Beer Sheva,Bnei Yehuda Tel Aviv
2013/14,05/10/13,Saturday,2500.0,regular,ligat_haal_2013_14_attendance.csv,Bnei Yehuda Tel Aviv,Maccabi Petah Tikva
2013/14,05/10/13,Saturday,2500.0,regular,ligat_haal_2013_14_attendance.csv,Hapoel Acre,Hapoel Haifa
2013/14,05/10/13,Saturday,1800.0,regular,ligat_haal_2013_14_attendance.csv,Hapoel Ramat haSharon,Beitar Jerusalem
2013/14,05/10/13,Saturday,12500.0,regular,ligat_haal_2013_14_attendance.csv,Hapoel Tel Aviv,Hapoel Raanana
2013/14,05/10/13,Saturday,2000.0,regular,ligat_haal_2013_14_attendance.csv,Ironi Kiryat Shmona,Ihud Bnei Sakhnin
2013/14,06/10/13,Sunday,6200.0,regular,ligat_haal_2013_14_attendance.csv,FC Ashdod,Maccabi Tel Aviv
2013/14,06/10/13,Sunday,8000.0,regular,ligat_haal_2013_14_attendance.csv,Maccabi Haifa,Hapoel Beer Sheva
2013/14,19/10/13,Saturday,8500.0,regular,ligat_haal_2013_14_attendance.csv,Hapoel Beer Sheva,Ironi Kiryat Shmona
2013/14,19/10/13,Saturday,3000.0,regular,ligat_haal_2013_14_attendance.csv,Hapoel Haifa,Bnei Yehuda Tel Aviv
2013/14,19/10/13,Saturday,200.0,regular,ligat_haal_2013_14_attendance.csv,Hapoel Raanana,Hapoel Acre
2013/14,19/10/13,Saturday,3000.0,regular,ligat_haal_2013_14_attendance.csv,Ihud Bnei Sakhnin,FC Ashdod
2013/14,19/10/13,Saturday,6000.0,regular,ligat_haal_2013_14_attendance.csv,Maccabi Petah Tikva,Maccabi Haifa
2013/14,20/10/13,Sunday,16000.0,regular,ligat_haal_2013_14_attendance.csv,Maccabi Tel Aviv,Hapoel Ramat haSharon
2013/14,26/10/13,Saturday,2000.0,regular,ligat_haal_2013_14_attendance.csv,Bnei Yehuda Tel Aviv,Hapoel Raanana
2013/14,26/10/13,Saturday,3000.0,regular,ligat_haal_2013_14_attendance.csv,FC Ashdod,Hapoel Beer Sheva
2013/14,26/10/13,Saturday,5000.0,regular,ligat_haal_2013_14_attendance.csv,Hapoel Acre,Beitar Jerusalem
2013/14,26/10/13,Saturday,1800.0,regular,ligat_haal_2013_14_attendance.csv,Hapoel Ramat haSharon,Hapoel Tel Aviv
2013/14,26/10/13,Saturday,900.0,regular,ligat_haal_2013_14_attendance.csv,Ironi Kiryat Shmona,Maccabi Petah Tikva
2013/14,27/10/13,Sunday,13000.0,regular,ligat_haal_2013_14_attendance.csv,Maccabi Haifa,Hapoel Haifa
2013/14,28/10/13,Monday,12600.0,regular,ligat_haal_2013_14_attendance.csv,Maccabi Tel Aviv,Ihud Bnei Sakhnin
2013/14,02/11/13,Saturday,8200.0,regular,ligat_haal_2013_14_attendance.csv,Beitar Jerusalem,Bnei Yehuda Tel Aviv
2013/14,02/11/13,Saturday,3500.0,regular,ligat_haal_2013_14_attendance.csv,Hapoel Haifa,Ironi Kiryat Shmona
2013/14,02/11/13,Saturday,3800.0,regular,ligat_haal_2013_14_attendance.csv,Hapoel Raanana,Maccabi Haifa
2013/14,02/11/13,Saturday,2500.0,regular,ligat_haal_2013_14_attendance.csv,Ihud Bnei Sakhnin,Hapoel Ramat haSharon
2013/14,02/11/13,Saturday,400.0,regular,ligat_haal_2013_14_attendance.csv,Maccabi Petah Tikva,FC Ashdod
