season,stage,round,team,points,position,goal_diff
2019/20,championship_playoff,27,M. Tel Aviv,67,1,43
2019/20,championship_playoff,27,Maccabi Haifa,58,2,37
2019/20,championship_playoff,27,B. Jerusalem,50,3,17
2019/20,championship_playoff,27,H. Beer Sheva,45,4,10
2019/20,championship_playoff,27,Hapoel Tel Aviv,41,5,-11
2019/20,championship_playoff,27,Hapoel Haifa,37,6,-6
2019/20,championship_playoff,28,M. Tel Aviv,70,1,45
2019/20,championship_playoff,28,Maccabi Haifa,58,2,35
2019/20,championship_playoff,28,B. Jerusalem,50,3,14
2019/20,championship_playoff,28,H. Beer Sheva,46,4,10
2019/20,championship_playoff,28,Hapoel Tel Aviv,44,5,-8
2019/20,championship_playoff,28,Hapoel Haifa,38,6,-6
2019/20,championship_playoff,29,M. Tel Aviv,71,1,45
2019/20,championship_playoff,29,Maccabi Haifa,59,2,35
2019/20,championship_playoff,29,B. Jerusalem,51,3,14
2019/20,championship_playoff,29,H. Beer Sheva,47,4,10
2019/20,championship_playoff,29,Hapoel Tel Aviv,45,5,-8
2019/20,championship_playoff,29,Hapoel Haifa,39,6,-6
2019/20,championship_playoff,30,M. Tel Aviv,72,1,45
2019/20,championship_playoff,30,Maccabi Haifa,60,2,35
2019/20,championship_playoff,30,B. Jerusalem,52,3,14
2019/20,championship_playoff,30,H. Beer Sheva,48,4,10
2019/20,championship_playoff,30,Hapoel Tel Aviv,45,5,-12
2019/20,championship_playoff,30,Hapoel Haifa,42,6,-2
2019/20,championship_playoff,31,M. Tel Aviv,75,1,47
2019/20,championship_playoff,31,Maccabi Haifa,63,2,36
2019/20,championship_playoff,31,B. Jerusalem,53,3,14
2019/20,championship_playoff,31,H. Beer Sheva,48,4,9
2019/20,championship_playoff,31,Hapoel Tel Aviv,45,5,-14
2019/20,championship_playoff,31,Hapoel Haifa,43,6,-2
2019/20,championship_playoff,32,M. Tel Aviv,78,1,50
2019/20,championship_playoff,32,Maccabi Haifa,66,2,38
2019/20,championship_playoff,32,B. Jerusalem,54,3,14
2019/20,championship_playoff,32,H. Beer Sheva,49,4,9
2019/20,championship_playoff,32,Hapoel Tel Aviv,45,5,-16
2019/20,championship_playoff,32,Hapoel Haifa,43,6,-5
2019/20,championship_playoff,33,M. Tel Aviv,81,1,53
2019/20,championship_playoff,33,Maccabi Haifa,69,2,39
2019/20,championship_playoff,33,B. Jerusalem,55,3,14
2019/20,championship_playoff,33,H. Beer Sheva,49,4,8
2019/20,championship_playoff,33,Hapoel Tel Aviv,45,5,-19
2019/20,championship_playoff,33,Hapoel Haifa,44,6,-5
2019/20,championship_playoff,34,M. Tel Aviv,84,1,54
2019/20,championship_playoff,34,Maccabi Haifa,72,2,42
2019/20,championship_playoff,34,B. Jerusalem,55,3,13
2019/20,championship_playoff,34,H. Beer Sheva,49,4,7
2019/20,championship_playoff,34,Hapoel Tel Aviv,48,5,-18
2019/20,championship_playoff,34,Hapoel Haifa,44,6,-8
2019/20,championship_playoff,35,M. Tel Aviv,87,1,55
2019/20,championship_playoff,35,Maccabi Haifa,72,2,41
2019/20,championship_playoff,35,B. Jerusalem,58,3,16
2019/20,championship_playoff,35,H. Beer Sheva,52,4,9
2019/20,championship_playoff,35,Hapoel Tel Aviv,48,5,-21
2019/20,championship_playoff,35,Hapoel Haifa,44,6,-10
2019/20,championship_playoff,36,M. Tel Aviv,87,1,53
2019/20,championship_playoff,36,Maccabi Haifa,73,2,41
2019/20,championship_playoff,36,B. Jerusalem,59,3,16
2019/20,championship_playoff,36,H. Beer Sheva,55,4,11
2019/20,championship_playoff,36,Hapoel Tel Aviv,48,5,-24
2019/20,championship_playoff,36,Hapoel Haifa,47,6,-7
