season,stage,round,team,points,position,goal_diff
2021/22,championship_playoff,27,Maccabi Haifa,62,1,46
2021/22,championship_playoff,27,H. Beer Sheva,58,2,25
2021/22,championship_playoff,27,M. Tel Aviv,54,3,17
2021/22,championship_playoff,27,Bnei Sakhnin,43,4,-1
2021/22,championship_playoff,27,Maccabi Netanya,40,5,4
2021/22,championship_playoff,27,Hapoel Tel Aviv,38,6,2
2021/22,championship_playoff,28,Maccabi Haifa,65,1,48
2021/22,championship_playoff,28,H. Beer Sheva,58,2,23
2021/22,championship_playoff,28,M. Tel Aviv,55,3,17
2021/22,championship_playoff,28,Bnei Sakhnin,43,4,-2
2021/22,championship_playoff,28,Maccabi Netanya,41,5,4
2021/22,championship_playoff,28,Hapoel Tel Aviv,41,6,3
2021/22,championship_playoff,29,Maccabi Haifa,66,1,48
2021/22,championship_playoff,29,H. Beer Sheva,59,2,23
2021/22,championship_playoff,29,M. Tel Aviv,56,3,17
2021/22,championship_playoff,29,Bnei Sakhnin,44,4,-2
2021/22,championship_playoff,29,Maccabi Netanya,42,5,4
2021/22,championship_playoff,29,Hapoel Tel Aviv,42,6,3
2021/22,championship_playoff,30,Maccabi Haifa,69,1,49
2021/22,championship_playoff,30,H. Beer Sheva,62,2,24
2021/22,championship_playoff,30,M. Tel Aviv,56,3,16
2021/22,championship_playoff,30,Hapoel Tel Aviv,45,4,5
2021/22,championship_playoff,30,Bnei Sakhnin,44,5,-3
2021/22,championship_playoff,30,Maccabi Netanya,42,6,2
2021/22,championship_playoff,31,Maccabi Haifa,69,1,46
2021/22,championship_playoff,31,H. Beer Sheva,63,2,24
2021/22,championship_playoff,31,M. Tel Aviv,59,3,21
2021/22,championship_playoff,31,Maccabi Netanya,45,4,5
2021/22,championship_playoff,31,Hapoel Tel Aviv,45,5,0
2021/22,championship_playoff,31,Bnei Sakhnin,45,6,-3
2021/22,championship_playoff,32,Maccabi Haifa,72,1,48
2021/22,championship_playoff,32,H. Beer Sheva,63,2,21
2021/22,championship_playoff,32,M. Tel Aviv,59,3,20
2021/22,championship_playoff,32,Maccabi Netanya,48,4,8
2021/22,championship_playoff,32,Bnei Sakhnin,48,5,-2
2021/22,championship_playoff,32,Hapoel Tel Aviv,45,6,-2
2021/22,championship_playoff,33,Maccabi Haifa,72,1,47
2021/22,championship_playoff,33,H. Beer Sheva,66,2,22
2021/22,championship_playoff,33,M. Tel Aviv,62,3,21
2021/22,championship_playoff,33,Bnei Sakhnin,49,4,-2
2021/22,championship_playoff,33,Maccabi Netanya,48,5,7
2021/22,championship_playoff,33,Hapoel Tel Aviv,46,6,-2
2021/22,championship_playoff,34,Maccabi Haifa,72,1,45
2021/22,championship_playoff,34,H. Beer Sheva,66,2,21
2021/22,championship_playoff,34,M. Tel Aviv,65,3,23
2021/22,championship_playoff,34,Maccabi Netanya,51,4,10
2021/22,championship_playoff,34,Hapoel Tel Aviv,49,5,-1
2021/22,championship_playoff,34,Bnei Sakhnin,49,6,-5
2021/22,championship_playoff,35,Maccabi Haifa,75,1,48
2021/22,championship_playoff,35,H. Beer Sheva,67,2,21
2021/22,championship_playoff,35,M. Tel Aviv,66,3,23
2021/22,championship_playoff,35,Maccabi Netanya,52,4,10
2021/22,championship_playoff,35,Hapoel Tel Aviv,50,5,-1
2021/22,championship_playoff,35,Bnei Sakhnin,49,6,-8
2021/22,championship_playoff,36,Maccabi Haifa,78,1,52
2021/22,championship_playoff,36,H. Beer Sheva,70,2,23
2021/22,championship_playoff,36,M. Tel Aviv,69,3,25
2021/22,championship_playoff,36,Maccabi Netanya,52,4,6
2021/22,championship_playoff,36,Hapoel Tel Aviv,50,5,-3
2021/22,championship_playoff,36,Bnei Sakhnin,49,6,-10
