season,stage,round,team,points,position,goal_diff
2018/19,championship_playoff,27,M. Tel Aviv,69,1,47
2018/19,championship_playoff,27,Maccabi Haifa,44,2,5
2018/19,championship_playoff,27,Maccabi Netanya,43,3,4
2018/19,championship_playoff,27,H. Beer Sheva,42,4,5
2018/19,championship_playoff,27,Bnei Yehuda,40,5,16
2018/19,championship_playoff,27,Hapoel Hadera,33,6,-13
2018/19,championship_playoff,28,M. Tel Aviv,72,1,48
2018/19,championship_playoff,28,H. Beer Sheva,45,2,8
2018/19,championship_playoff,28,Maccabi Netanya,44,3,4
2018/19,championship_playoff,28,Maccabi Haifa,44,4,4
2018/19,championship_playoff,28,Bnei Yehuda,41,5,16
2018/19,championship_playoff,28,Hapoel Hadera,33,6,-16
2018/19,championship_playoff,29,M. Tel Aviv,75,1,51
2018/19,championship_playoff,29,H. Beer Sheva,48,2,9
2018/19,championship_playoff,29,Maccabi Haifa,44,3,2
2018/19,championship_playoff,29,Maccabi Netanya,44,4,1
2018/19,championship_playoff,29,Bnei Yehuda,41,5,15
2018/19,championship_playoff,29,Hapoel Hadera,36,6,-14
2018/19,championship_playoff,30,M. Tel Aviv,76,1,51
2018/19,championship_playoff,30,H. Beer Sheva,49,2,9
2018/19,championship_playoff,30,Maccabi Haifa,47,3,3
2018/19,championship_playoff,30,Bnei Yehuda,44,4,16
2018/19,championship_playoff,30,Maccabi Netanya,44,5,0
2018/19,championship_playoff,30,Hapoel Hadera,36,6,-15
2018/19,championship_playoff,31,M. Tel Aviv,79,1,53
2018/19,championship_playoff,31,Maccabi Haifa,50,2,4
2018/19,championship_playoff,31,H. Beer Sheva,49,3,8
2018/19,championship_playoff,31,Maccabi Netanya,47,4,1
2018/19,championship_playoff,31,Bnei Yehuda,44,5,14
2018/19,championship_playoff,31,Hapoel Hadera,36,6,-16
2018/19,championship_playoff,32,M. Tel Aviv,82,1,54
2018/19,championship_playoff,32,Maccabi Haifa,51,2,4
2018/19,championship_playoff,32,Maccabi Netanya,50,3,3
2018/19,championship_playoff,32,H. Beer Sheva,49,4,6
2018/19,championship_playoff,32,Bnei Yehuda,45,5,14
2018/19,championship_playoff,32,Hapoel Hadera,36,6,-17
2018/19,championship_playoff,33,M. Tel Aviv,82,1,53
2018/19,championship_playoff,33,Maccabi Haifa,54,2,6
2018/19,championship_playoff,33,Maccabi Netanya,53,3,4
2018/19,championship_playoff,33,H. Beer Sheva,49,4,4
2018/19,championship_playoff,33,Bnei Yehuda,48,5,15
2018/19,championship_playoff,33,Hapoel Hadera,36,6,-18
2018/19,championship_playoff,34,M. Tel Aviv,85,1,56
2018/19,championship_playoff,34,Maccabi Haifa,54,2,4
2018/19,championship_playoff,34,Maccabi Netanya,53,3,1
2018/19,championship_playoff,34,H. Beer Sheva,52,4,5
2018/19,championship_playoff,34,Bnei Yehuda,48,5,14
2018/19,championship_playoff,34,Hapoel Hadera,39,6,-16
2018/19,championship_playoff,35,M. Tel Aviv,86,1,56
2018/19,championship_playoff,35,H. Beer Sheva,55,2,6
2018/19,championship_playoff,35,Maccabi Haifa,55,3,4
2018/19,championship_playoff,35,Maccabi Netanya,53,4,-1
2018/19,championship_playoff,35,Bnei Yehuda,51,5,16
2018/19,championship_playoff,35,Hapoel Hadera,39,6,-17
2018/19,championship_playoff,36,M. Tel Aviv,89,1,60
2018/19,championship_playoff,36,Maccabi Haifa,58,2,5
2018/19,championship_playoff,36,H. Beer Sheva,55,3,2
2018/19,championship_playoff,36,Maccabi Netanya,53,4,-2
2018/19,championship_playoff,36,Bnei Yehuda,51,5,15
2018/19,championship_playoff,36,Hapoel Hadera,42,6,-16
