season,stage,local_round,global_round,team,rank_snap,position,points,survival_line_points,gap_to_survival,rank_floor,is_in_relegation_race,relegation_race_method
2015/16,regular,13,13,M. Tel Aviv,1,1,29.0,12.0,17.0,8,False,full_season_with_relegation_playoff
2015/16,regular,13,13,H. Beer Sheva,2,2,29.0,12.0,17.0,8,False,full_season_with_relegation_playoff
2015/16,regular,13,13,B. Jerusalem,3,3,24.0,12.0,12.0,8,False,full_season_with_relegation_playoff
2015/16,regular,13,13,M. Petah Tikva,4,4,22.0,12.0,10.0,8,False,full_season_with_relegation_playoff
2015/16,regular,13,13,Hapoel Raanana,5,5,21.0,12.0,9.0,8,False,full_season_with_relegation_playoff
2015/16,regular,13,13,Maccabi Haifa,6,6,18.0,12.0,6.0,8,False,full_season_with_relegation_playoff
2015/16,regular,13,13,Bnei Sakhnin,7,7,15.0,12.0,3.0,8,False,full_season_with_relegation_playoff
2015/16,regular,13,13,Kiryat Shmona,8,8,15.0,12.0,3.0,8,True,full_season_with_relegation_playoff
2015/16,regular,13,13,Bnei Yehuda,9,9,15.0,12.0,3.0,8,True,full_season_with_relegation_playoff
2015/16,regular,13,13,Hapoel Tel Aviv,10,10,15.0,12.0,3.0,8,True,full_season_with_relegation_playoff
2015/16,regular,13,13,H. Kfar Saba,11,11,14.0,12.0,2.0,8,True,full_season_with_relegation_playoff
2015/16,regular,13,13,Hapoel Acre,12,12,14.0,12.0,2.0,8,True,full_season_with_relegation_playoff
2015/16,regular,13,13,Hapoel Haifa,13,13,12.0,12.0,0.0,8,True,full_season_with_relegation_playoff
2015/16,regular,13,13,Maccabi Netanya,14,14,8.0,12.0,4.0,8,True,full_season_with_relegation_playoff
2015/16,regular,14,14,M. Tel Aviv,1,1,32.0,14.0,18.0,8,False,full_season_with_relegation_playoff
2015/16,regular,14,14,H. Beer Sheva,2,2,32.0,14.0,18.0,8,False,full_season_with_relegation_playoff
2015/16,regular,14,14,B. Jerusalem,3,3,25.0,14.0,11.0,8,False,full_season_with_relegation_playoff
2015/16,regular,14,14,M. Petah Tikva,4,4,23.0,14.0,9.0,8,False,full_season_with_relegation_playoff
2015/16,regular,14,14,Hapoel Raanana,5,5,22.0,14.0,8.0,8,False,full_season_with_relegation_playoff
2015/16,regular,14,14,Maccabi Haifa,6,6,19.0,14.0,5.0,8,False,full_season_with_relegation_playoff
2015/16,regular,14,14,Bnei Yehuda,7,7,16.0,14.0,2.0,8,False,full_season_with_relegation_playoff
2015/16,regular,14,14,Hapoel Tel Aviv,8,8,16.0,14.0,2.0,8,True,full_season_with_relegation_playoff
2015/16,regular,14,14,Kiryat Shmona,9,9,15.0,14.0,1.0,8,True,full_season_with_relegation_playoff
2015/16,regular,14,14,Bnei Sakhnin,10,10,15.0,14.0,1.0,8,True,full_season_with_relegation_playoff
2015/16,regular,14,14,H. Kfar Saba,11,11,15.0,14.0,1.0,8,True,full_season_with_relegation_playoff
2015/16,regular,14,14,Hapoel Haifa,12,12,15.0,14.0,1.0,8,True,full_season_with_relegation_playoff
2015/16,regular,14,14,Hapoel Acre,13,13,14.0,14.0,0.0,8,True,full_season_with_relegation_playoff
2015/16,regular,14,14,Maccabi Netanya,14,14,9.0,14.0,5.0,8,True,full_season_with_relegation_playoff
2015/16,regular,15,15,H. Beer Sheva,1,1,35.0,14.0,21.0,8,False,full_season_with_relegation_playoff
2015/16,regular,15,15,M. Tel Aviv,2,2,32.0,14.0,18.0,8,False,full_season_with_relegation_playoff
2015/16,regular,15,15,B. Jerusalem,3,3,28.0,14.0,14.0,8,False,full_season_with_relegation_playoff
2015/16,regular,15,15,Hapoel Raanana,4,4,25.0,14.0,11.0,8,False,full_season_with_relegation_playoff
2015/16,regular,15,15,M. Petah Tikva,5,5,24.0,14.0,10.0,8,False,full_season_with_relegation_playoff
2015/16,regular,15,15,Maccabi Haifa,6,6,20.0,14.0,6.0,8,False,full_season_with_relegation_playoff
2015/16,regular,15,15,Bnei Yehuda,7,7,19.0,14.0,5.0,8,False,full_season_with_relegation_playoff
2015/16,regular,15,15,Kiryat Shmona,8,8,18.0,14.0,4.0,8,True,full_season_with_relegation_playoff
2015/16,regular,15,15,H. Kfar Saba,9,9,16.0,14.0,2.0,8,True,full_season_with_relegation_playoff
2015/16,regular,15,15,Hapoel Haifa,10,10,16.0,14.0,2.0,8,True,full_season_with_relegation_playoff
2015/16,regular,15,15,Hapoel Tel Aviv,11,11,16.0,14.0,2.0,8,True,full_season_with_relegation_playoff
2015/16,regular,15,15,Bnei Sakhnin,12,12,15.0,14.0,1.0,8,True,full_season_with_relegation_playoff
2015/16,regular,15,15,Hapoel Acre,13,13,14.0,14.0,0.0,8,True,full_season_with_relegation_playoff
2015/16,regular,15,15,Maccabi Netanya,14,14,9.0,14.0,5.0,8,True,full_season_with_relegation_playoff
2015/16,regular,16,16,H. Beer Sheva,1,1,38.0,15.0,23.0,8,False,full_season_with_relegation_playoff
2015/16,regular,16,16,M. Tel Aviv,2,2,35.0,15.0,20.0,8,False,full_season_with_relegation_playoff
2015/16,regular,16,16,B. Jerusalem,3,3,29.0,15.0,14.0,8,False,full_season_with_relegation_playoff
2015/16,regular,16,16,Hapoel Raanana,4,4,25.0,15.0,10.0,8,False,full_season_with_relegation_playoff
2015/16,regular,16,16,M. Petah Tikva,5,5,25.0,15.0,10.0,8,False,full_season_with_relegation_playoff
2015/16,regular,16,16,Maccabi Haifa,6,6,23.0,15.0,8.0,8,False,full_season_with_relegation_playoff
2015/16,regular,16,16,Bnei Yehuda,7,7,20.0,15.0,5.0,8,False,full_season_with_relegation_playoff
2015/16,regular,16,16,Kiryat Shmona,8,8,18.0,15.0,3.0,8,True,full_season_with_relegation_playoff
2015/16,regular,16,16,Hapoel Haifa,9,9,17.0,15.0,2.0,8,True,full_season_with_relegation_playoff
2015/16,regular,16,16,Hapoel Acre,10,11,17.0,15.0,2.0,8,True,full_season_with_relegation_playoff
2015/16,regular,16,16,Hapoel Tel Aviv,11,10,17.0,15.0,2.0,8,True,full_season_with_relegation_playoff
2015/16,regular,16,16,H. Kfar Saba,12,12,16.0,15.0,1.0,8,True,full_season_with_relegation_playoff
2015/16,regular,16,16,Bnei Sakhnin,13,13,15.0,15.0,0.0,8,True,full_season_with_relegation_playoff
2015/16,regular,16,16,Maccabi Netanya,14,14,10.0,15.0,5.0,8,True,full_season_with_relegation_playoff
2015/16,regular,17,17,H. Beer Sheva,1,1,39.0,16.0,23.0,8,False,full_season_with_relegation_playoff
2015/16,regular,17,17,M. Tel Aviv,2,2,38.0,16.0,22.0,8,False,full_season_with_relegation_playoff
2015/16,regular,17,17,B. Jerusalem,3,3,32.0,16.0,16.0,8,False,full_season_with_relegation_playoff
2015/16,regular,17,17,M. Petah Tikva,4,4,28.0,16.0,12.0,8,False,full_season_with_relegation_playoff
2015/16,regular,17,17,Hapoel Raanana,5,5,25.0,16.0,9.0,8,False,full_season_with_relegation_playoff
2015/16,regular,17,17,Maccabi Haifa,6,6,24.0,16.0,8.0,8,False,full_season_with_relegation_playoff
2015/16,regular,17,17,Kiryat Shmona,7,7,21.0,16.0,5.0,8,False,full_season_with_relegation_playoff
2015/16,regular,17,17,Bnei Yehuda,8,8,20.0,16.0,4.0,8,True,full_season_with_relegation_playoff
2015/16,regular,17,17,Hapoel Haifa,9,9,18.0,16.0,2.0,8,True,full_season_with_relegation_playoff
2015/16,regular,17,17,Hapoel Acre,10,11,18.0,16.0,2.0,8,True,full_season_with_relegation_playoff
2015/16,regular,17,17,Hapoel Tel Aviv,11,10,18.0,16.0,2.0,8,True,full_season_with_relegation_playoff
2015/16,regular,17,17,Bnei Sakhnin,12,12,16.0,16.0,0.0,8,True,full_season_with_relegation_playoff
2015/16,regular,17,17,H. Kfar Saba,13,13,16.0,16.0,0.0,8,True,full_season_with_relegation_playoff
2015/16,regular,17,17,Maccabi Netanya,14,14,10.0,16.0,6.0,8,True,full_season_with_relegation_playoff
2015/16,regular,18,18,H. Beer Sheva,1,1,42.0,18.0,24.0,8,False,full_season_with_relegation_playoff
2015/16,regular,18,18,M. Tel Aviv,2,2,41.0,18.0,23.0,8,False,full_season_with_relegation_playoff
2015/16,regular,18,18,B. Jerusalem,3,3,32.0,18.0,14.0,8,False,full_season_with_relegation_playoff
2015/16,regular,18,18,M. Petah Tikva,4,4,28.0,18.0,10.0,8,False,full_season_with_relegation_playoff
2015/16,regular,18,18,Hapoel Raanana,5,5,26.0,18.0,8.0,8,False,full_season_with_relegation_playoff
2015/16,regular,18,18,Maccabi Haifa,6,6,24.0,18.0,6.0,8,False,full_season_with_relegation_playoff
2015/16,regular,18,18,Kiryat Shmona,7,7,22.0,18.0,4.0,8,False,full_season_with_relegation_playoff
2015/16,regular,18,18,Hapoel Haifa,8,8,21.0,18.0,3.0,8,True,full_season_with_relegation_playoff
2015/16,regular,18,18,Hapoel Tel Aviv,9,9,21.0,18.0,3.0,8,True,full_season_with_relegation_playoff
2015/16,regular,18,18,Bnei Yehuda,10,10,20.0,18.0,2.0,8,True,full_season_with_relegation_playoff
2015/16,regular,18,18,Bnei Sakhnin,11,11,19.0,18.0,1.0,8,True,full_season_with_relegation_playoff
2015/16,regular,18,18,H. Kfar Saba,12,12,19.0,18.0,1.0,8,True,full_season_with_relegation_playoff
2015/16,regular,18,18,Hapoel Acre,13,13,18.0,18.0,0.0,8,True,full_season_with_relegation_playoff
2015/16,regular,18,18,Maccabi Netanya,14,14,10.0,18.0,8.0,8,False,full_season_with_relegation_playoff
2015/16,regular,19,19,H. Beer Sheva,1,1,45.0,18.0,27.0,8,False,full_season_with_relegation_playoff
2015/16,regular,19,19,M. Tel Aviv,2,2,44.0,18.0,26.0,8,False,full_season_with_relegation_playoff
2015/16,regular,19,19,B. Jerusalem,3,3,35.0,18.0,17.0,8,False,full_season_with_relegation_playoff
2015/16,regular,19,19,M. Petah Tikva,4,4,28.0,18.0,10.0,8,False,full_season_with_relegation_playoff
2015/16,regular,19,19,Maccabi Haifa,5,5,27.0,18.0,9.0,8,False,full_season_with_relegation_playoff
2015/16,regular,19,19,Hapoel Raanana,6,6,26.0,18.0,8.0,8,False,full_season_with_relegation_playoff
2015/16,regular,19,19,Kiryat Shmona,7,7,23.0,18.0,5.0,8,False,full_season_with_relegation_playoff
2015/16,regular,19,19,Bnei Yehuda,8,8,23.0,18.0,5.0,8,True,full_season_with_relegation_playoff
2015/16,regular,19,19,H. Kfar Saba,9,10,22.0,18.0,4.0,8,True,full_season_with_relegation_playoff
2015/16,regular,19,19,Hapoel Haifa,10,9,22.0,18.0,4.0,8,True,full_season_with_relegation_playoff
2015/16,regular,19,19,Hapoel Tel Aviv,11,11,21.0,18.0,3.0,8,True,full_season_with_relegation_playoff
2015/16,regular,19,19,Bnei Sakhnin,12,12,19.0,18.0,1.0,8,True,full_season_with_relegation_playoff
2015/16,regular,19,19,Hapoel Acre,13,13,18.0,18.0,0.0,8,True,full_season_with_relegation_playoff
2015/16,regular,19,19,Maccabi Netanya,14,14,10.0,18.0,8.0,8,False,full_season_with_relegation_playoff
2015/16,regular,20,20,H. Beer Sheva,1,1,48.0,18.0,30.0,8,False,full_season_with_relegation_playoff
2015/16,regular,20,20,M. Tel Aviv,2,2,47.0,18.0,29.0,8,False,full_season_with_relegation_playoff
2015/16,regular,20,20,B. Jerusalem,3,3,35.0,18.0,17.0,8,False,full_season_with_relegation_playoff
2015/16,regular,20,20,Hapoel Raanana,4,4,29.0,18.0,11.0,8,False,full_season_with_relegation_playoff
2015/16,regular,20,20,M. Petah Tikva,5,5,28.0,18.0,10.0,8,False,full_season_with_relegation_playoff
2015/16,regular,20,20,Maccabi Haifa,6,6,27.0,18.0,9.0,8,False,full_season_with_relegation_playoff
2015/16,regular,20,20,Kiryat Shmona,7,7,26.0,18.0,8.0,8,False,full_season_with_relegation_playoff
2015/16,regular,20,20,Bnei Yehuda,8,8,26.0,18.0,8.0,8,False,full_season_with_relegation_playoff
2015/16,regular,20,20,H. Kfar Saba,9,9,25.0,18.0,7.0,8,False,full_season_with_relegation_playoff
2015/16,regular,20,20,Bnei Sakhnin,10,10,22.0,18.0,4.0,8,True,full_season_with_relegation_playoff
2015/16,regular,20,20,Hapoel Haifa,11,11,22.0,18.0,4.0,8,True,full_season_with_relegation_playoff
2015/16,regular,20,20,Hapoel Tel Aviv,12,12,21.0,18.0,3.0,8,True,full_season_with_relegation_playoff
2015/16,regular,20,20,Hapoel Acre,13,13,18.0,18.0,0.0,8,True,full_season_with_relegation_playoff
2015/16,regular,20,20,Maccabi Netanya,14,14,10.0,18.0,8.0,8,False,full_season_with_relegation_playoff
2015/16,regular,21,21,H. Beer Sheva,1,1,51.0,19.0,32.0,8,False,full_season_with_relegation_playoff
2015/16,regular,21,21,M. Tel Aviv,2,2,48.0,19.0,29.0,8,False,full_season_with_relegation_playoff
2015/16,regular,21,21,B. Jerusalem,3,3,36.0,19.0,17.0,8,False,full_season_with_relegation_playoff
2015/16,regular,21,21,Hapoel Raanana,4,4,32.0,19.0,13.0,8,False,full_season_with_relegation_playoff
2015/16,regular,21,21,Maccabi Haifa,5,5,28.0,19.0,9.0,8,False,full_season_with_relegation_playoff
2015/16,regular,21,21,M. Petah Tikva,6,6,28.0,19.0,9.0,8,False,full_season_with_relegation_playoff
2015/16,regular,21,21,Kiryat Shmona,7,7,27.0,19.0,8.0,8,False,full_season_with_relegation_playoff
2015/16,regular,21,21,Bnei Yehuda,8,8,27.0,19.0,8.0,8,False,full_season_with_relegation_playoff
2015/16,regular,21,21,H. Kfar Saba,9,9,26.0,19.0,7.0,8,False,full_season_with_relegation_playoff
2015/16,regular,21,21,Bnei Sakhnin,10,10,25.0,19.0,6.0,8,True,full_season_with_relegation_playoff
2015/16,regular,21,21,Hapoel Haifa,11,11,23.0,19.0,4.0,8,True,full_season_with_relegation_playoff
2015/16,regular,21,21,Hapoel Tel Aviv,12,12,21.0,19.0,2.0,8,True,full_season_with_relegation_playoff
2015/16,regular,21,21,Hapoel Acre,13,13,19.0,19.0,0.0,8,True,full_season_with_relegation_playoff
2015/16,regular,21,21,Maccabi Netanya,14,14,10.0,19.0,9.0,8,False,full_season_with_relegation_playoff
2015/16,regular,22,22,H. Beer Sheva,1,1,54.0,22.0,32.0,8,False,full_season_with_relegation_playoff
2015/16,regular,22,22,M. Tel Aviv,2,2,49.0,22.0,27.0,8,False,full_season_with_relegation_playoff
2015/16,regular,22,22,B. Jerusalem,3,3,39.0,22.0,17.0,8,False,full_season_with_relegation_playoff
2015/16,regular,22,22,Hapoel Raanana,4,4,32.0,22.0,10.0,8,False,full_season_with_relegation_playoff
2015/16,regular,22,22,Maccabi Haifa,5,5,31.0,22.0,9.0,8,False,full_season_with_relegation_playoff
2015/16,regular,22,22,Bnei Yehuda,6,6,30.0,22.0,8.0,8,False,full_season_with_relegation_playoff
2015/16,regular,22,22,M. Petah Tikva,7,7,28.0,22.0,6.0,8,False,full_season_with_relegation_playoff
2015/16,regular,22,22,Kiryat Shmona,8,8,27.0,22.0,5.0,8,True,full_season_with_relegation_playoff
2015/16,regular,22,22,Bnei Sakhnin,9,9,26.0,22.0,4.0,8,True,full_season_with_relegation_playoff
2015/16,regular,22,22,H. Kfar Saba,10,10,26.0,22.0,4.0,8,True,full_season_with_relegation_playoff
2015/16,regular,22,22,Hapoel Haifa,11,11,24.0,22.0,2.0,8,True,full_season_with_relegation_playoff
2015/16,regular,22,22,Hapoel Tel Aviv,12,12,22.0,22.0,0.0,8,True,full_season_with_relegation_playoff
2015/16,regular,22,22,Hapoel Acre,13,13,22.0,22.0,0.0,8,True,full_season_with_relegation_playoff
2015/16,regular,22,22,Maccabi Netanya,14,14,10.0,22.0,12.0,8,False,full_season_with_relegation_playoff
2015/16,regular,23,23,H. Beer Sheva,1,1,57.0,24.0,33.0,8,False,full_season_with_relegation_playoff
2015/16,regular,23,23,M. Tel Aviv,2,2,52.0,24.0,28.0,8,False,full_season_with_relegation_playoff
2015/16,regular,23,23,B. Jerusalem,3,3,42.0,24.0,18.0,8,False,full_season_with_relegation_playoff
2015/16,regular,23,23,Hapoel Raanana,4,4,32.0,24.0,8.0,8,False,full_season_with_relegation_playoff
2015/16,regular,23,23,Maccabi Haifa,5,5,31.0,24.0,7.0,8,False,full_season_with_relegation_playoff
2015/16,regular,23,23,Bnei Yehuda,6,6,30.0,24.0,6.0,8,False,full_season_with_relegation_playoff
2015/16,regular,23,23,Bnei Sakhnin,7,7,29.0,24.0,5.0,8,False,full_season_with_relegation_playoff
2015/16,regular,23,23,H. Kfar Saba,8,8,29.0,24.0,5.0,8,True,full_season_with_relegation_playoff
2015/16,regular,23,23,M. Petah Tikva,9,9,28.0,24.0,4.0,8,True,full_season_with_relegation_playoff
2015/16,regular,23,23,Kiryat Shmona,10,10,27.0,24.0,3.0,8,True,full_season_with_relegation_playoff
2015/16,regular,23,23,Hapoel Tel Aviv,11,11,25.0,24.0,1.0,8,True,full_season_with_relegation_playoff
2015/16,regular,23,23,Hapoel Acre,12,12,25.0,24.0,1.0,8,True,full_season_with_relegation_playoff
2015/16,regular,23,23,Hapoel Haifa,13,13,24.0,24.0,0.0,8,True,full_season_with_relegation_playoff
2015/16,regular,23,23,Maccabi Netanya,14,14,10.0,24.0,14.0,8,False,full_season_with_relegation_playoff
2015/16,regular,24,24,H. Beer Sheva,1,1,60.0,24.0,36.0,8,False,full_season_with_relegation_playoff
2015/16,regular,24,24,M. Tel Aviv,2,2,55.0,24.0,31.0,8,False,full_season_with_relegation_playoff
2015/16,regular,24,24,B. Jerusalem,3,3,45.0,24.0,21.0,8,False,full_season_with_relegation_playoff
2015/16,regular,24,24,Hapoel Raanana,4,4,35.0,24.0,11.0,8,False,full_season_with_relegation_playoff
2015/16,regular,24,24,Bnei Sakhnin,5,5,32.0,24.0,8.0,8,False,full_season_with_relegation_playoff
2015/16,regular,24,24,Maccabi Haifa,6,5,32.0,24.0,8.0,8,False,full_season_with_relegation_playoff
2015/16,regular,24,24,Bnei Yehuda,7,7,30.0,24.0,6.0,8,False,full_season_with_relegation_playoff
2015/16,regular,24,24,M. Petah Tikva,8,8,29.0,24.0,5.0,8,True,full_season_with_relegation_playoff
2015/16,regular,24,24,H. Kfar Saba,9,9,29.0,24.0,5.0,8,True,full_season_with_relegation_playoff
2015/16,regular,24,24,Kiryat Shmona,10,10,28.0,24.0,4.0,8,True,full_season_with_relegation_playoff
2015/16,regular,24,24,Hapoel Tel Aviv,11,11,26.0,24.0,2.0,8,True,full_season_with_relegation_playoff
2015/16,regular,24,24,Hapoel Acre,12,12,25.0,24.0,1.0,8,True,full_season_with_relegation_playoff
2015/16,regular,24,24,Hapoel Haifa,13,13,24.0,24.0,0.0,8,True,full_season_with_relegation_playoff
2015/16,regular,24,24,Maccabi Netanya,14,14,10.0,24.0,14.0,8,False,full_season_with_relegation_playoff
2015/16,regular,25,25,H. Beer Sheva,1,1,63.0,25.0,38.0,8,False,full_season_with_relegation_playoff
2015/16,regular,25,25,M. Tel Aviv,2,2,58.0,25.0,33.0,8,False,full_season_with_relegation_playoff
2015/16,regular,25,25,B. Jerusalem,3,3,48.0,25.0,23.0,8,False,full_season_with_relegation_playoff
2015/16,regular,25,25,Hapoel Raanana,4,4,36.0,25.0,11.0,8,False,full_season_with_relegation_playoff
2015/16,regular,25,25,Bnei Sakhnin,5,5,35.0,25.0,10.0,8,False,full_season_with_relegation_playoff
2015/16,regular,25,25,Maccabi Haifa,6,5,35.0,25.0,10.0,8,False,full_season_with_relegation_playoff
2015/16,regular,25,25,Bnei Yehuda,7,7,30.0,25.0,5.0,8,False,full_season_with_relegation_playoff
2015/16,regular,25,25,H. Kfar Saba,8,9,29.0,25.0,4.0,8,True,full_season_with_relegation_playoff
2015/16,regular,25,25,M. Petah Tikva,9,8,29.0,25.0,4.0,8,True,full_season_with_relegation_playoff
2015/16,regular,25,25,Kiryat Shmona,10,10,28.0,25.0,3.0,8,True,full_season_with_relegation_playoff
2015/16,regular,25,25,Hapoel Acre,11,11,28.0,25.0,3.0,8,True,full_season_with_relegation_playoff
2015/16,regular,25,25,Hapoel Tel Aviv,12,12,26.0,25.0,1.0,8,True,full_season_with_relegation_playoff
2015/16,regular,25,25,Hapoel Haifa,13,13,25.0,25.0,0.0,8,True,full_season_with_relegation_playoff
2015/16,regular,25,25,Maccabi Netanya,14,14,10.0,25.0,15.0,8,False,full_season_with_relegation_playoff
2015/16,regular,26,26,H. Beer Sheva,1,1,64.0,25.0,39.0,8,False,full_season_with_relegation_playoff
2015/16,regular,26,26,M. Tel Aviv,2,2,61.0,25.0,36.0,8,False,full_season_with_relegation_playoff
2015/16,regular,26,26,B. Jerusalem,3,3,51.0,25.0,26.0,8,False,full_season_with_relegation_playoff
2015/16,regular,26,26,Maccabi Haifa,4,4,38.0,25.0,13.0,8,False,full_season_with_relegation_playoff
2015/16,regular,26,26,Bnei Sakhnin,5,5,36.0,25.0,11.0,8,False,full_season_with_relegation_playoff
2015/16,regular,26,26,Hapoel Raanana,6,6,36.0,25.0,11.0,8,False,full_season_with_relegation_playoff
2015/16,regular,26,26,Bnei Yehuda,7,7,33.0,25.0,8.0,8,False,full_season_with_relegation_playoff
2015/16,regular,26,26,M. Petah Tikva,8,8,30.0,25.0,5.0,8,True,full_season_with_relegation_playoff
2015/16,regular,26,26,H. Kfar Saba,9,9,29.0,25.0,4.0,8,True,full_season_with_relegation_playoff
2015/16,regular,26,26,Hapoel Acre,10,10,29.0,25.0,4.0,8,True,full_season_with_relegation_playoff
2015/16,regular,26,26,Kiryat Shmona,11,11,28.0,25.0,3.0,8,True,full_season_with_relegation_playoff
2015/16,regular,26,26,Hapoel Tel Aviv,12,12,27.0,25.0,2.0,8,True,full_season_with_relegation_playoff
2015/16,regular,26,26,Hapoel Haifa,13,13,25.0,25.0,0.0,8,True,full_season_with_relegation_playoff
2015/16,regular,26,26,Maccabi Netanya,14,14,11.0,25.0,14.0,8,False,full_season_with_relegation_playoff
2015/16,relegation_playoff,1,27,Bnei Yehuda,1,1,36.0,25.0,11.0,2,False,full_season_with_relegation_playoff
2015/16,relegation_playoff,1,27,M. Petah Tikva,2,2,33.0,25.0,8.0,2,False,full_season_with_relegation_playoff
2015/16,relegation_playoff,1,27,Hapoel Acre,3,3,32.0,25.0,7.0,2,False,full_season_with_relegation_playoff
2015/16,relegation_playoff,1,27,Hapoel Tel Aviv,4,4,30.0,25.0,5.0,2,True,full_season_with_relegation_playoff
2015/16,relegation_playoff,1,27,H. Kfar Saba,5,5,29.0,25.0,4.0,2,True,full_season_with_relegation_playoff
2015/16,relegation_playoff,1,27,Kiryat Shmona,6,6,28.0,25.0,3.0,2,True,full_season_with_relegation_playoff
2015/16,relegation_playoff,1,27,Hapoel Haifa,7,7,25.0,25.0,0.0,2,True,full_season_with_relegation_playoff
2015/16,relegation_playoff,1,27,Maccabi Netanya,8,8,11.0,25.0,14.0,2,False,full_season_with_relegation_playoff
2015/16,relegation_playoff,2,28,M. Petah Tikva,1,1,36.0,26.0,10.0,2,False,full_season_with_relegation_playoff
2015/16,relegation_playoff,2,28,Bnei Yehuda,2,2,36.0,26.0,10.0,2,False,full_season_with_relegation_playoff
2015/16,relegation_playoff,2,28,Hapoel Tel Aviv,3,3,33.0,26.0,7.0,2,False,full_season_with_relegation_playoff
2015/16,relegation_playoff,2,28,Hapoel Acre,4,4,32.0,26.0,6.0,2,True,full_season_with_relegation_playoff
2015/16,relegation_playoff,2,28,Kiryat Shmona,5,5,31.0,26.0,5.0,2,True,full_season_with_relegation_playoff
2015/16,relegation_playoff,2,28,H. Kfar Saba,6,6,30.0,26.0,4.0,2,True,full_season_with_relegation_playoff
2015/16,relegation_playoff,2,28,Hapoel Haifa,7,7,26.0,26.0,0.0,2,True,full_season_with_relegation_playoff
2015/16,relegation_playoff,2,28,Maccabi Netanya,8,8,11.0,26.0,15.0,2,False,full_season_with_relegation_playoff
2015/16,relegation_playoff,3,29,M. Petah Tikva,1,1,39.0,29.0,10.0,2,False,full_season_with_relegation_playoff
2015/16,relegation_playoff,3,29,Bnei Yehuda,2,2,39.0,29.0,10.0,2,False,full_season_with_relegation_playoff
