season,round_from,round_to,team,prev_rank,new_rank,absolute_rank_change,stage_from,stage_to
2019/20,24,25,Hapoel Haifa,7,5,2,regular,regular
2019/20,24,25,Hapoel Tel Aviv,5,6,1,regular,regular
2019/20,24,25,Maccabi Netanya,8,9,1,regular,regular
2019/20,25,26,Bnei Yehuda,8,7,1,regular,regular
2019/20,25,26,Hapoel Hadera,7,8,1,regular,regular
2019/20,25,26,Hapoel Haifa,5,6,1,regular,regular
2019/20,25,26,Hapoel Tel Aviv,6,5,1,regular,regular
2019/20,29,30,Hapoel Haifa,6,5,1,championship_playoff,championship_playoff
2019/20,29,30,Hapoel Tel Aviv,5,6,1,championship_playoff,championship_playoff
2019/20,30,31,M. Tel Aviv,1,2,1,championship_playoff,championship_playoff
2019/20,30,31,Maccabi Haifa,2,1,1,championship_playoff,championship_playoff
2019/20,33,34,B. Jerusalem,3,4,1,championship_playoff,championship_playoff
2019/20,33,34,H. Beer Sheva,4,5,1,championship_playoff,championship_playoff
2019/20,33,34,Hapoel Haifa,5,6,1,championship_playoff,championship_playoff
2019/20,33,34,Hapoel Tel Aviv,6,3,3,championship_playoff,championship_playoff
2019/20,34,35,B. Jerusalem,4,5,1,championship_playoff,championship_playoff
2019/20,34,35,H. Beer Sheva,5,3,2,championship_playoff,championship_playoff
2019/20,34,35,Hapoel Tel Aviv,3,4,1,championship_playoff,championship_playoff
2019/20,35,36,B. Jerusalem,5,6,1,championship_playoff,championship_playoff
2019/20,35,36,Hapoel Haifa,6,4,2,championship_playoff,championship_playoff
2019/20,35,36,Hapoel Tel Aviv,4,5,1,championship_playoff,championship_playoff
2019/20,27,28,Bnei Yehuda,2,1,1,relegation_playoff,relegation_playoff
2019/20,27,28,Maccabi Netanya,1,2,1,relegation_playoff,relegation_playoff
2020/21,1,2,B. Jerusalem,7,1,6,regular,regular
2020/21,1,2,Bnei Yehuda,1,4,3,regular,regular
2020/21,1,2,FC Ashdod,13,7,6,regular,regular
2020/21,1,2,H. Beer Sheva,3,8,5,regular,regular
2020/21,1,2,H. Kfar Saba,4,9,5,regular,regular
2020/21,1,2,Hapoel Hadera,9,13,4,regular,regular
2020/21,1,2,Hapoel Haifa,12,11,1,regular,regular
2020/21,1,2,Hapoel Tel Aviv,10,12,2,regular,regular
2020/21,1,2,Kiryat Shmona,2,5,3,regular,regular
2020/21,1,2,M. Petah Tikva,5,3,2,regular,regular
2020/21,1,2,M. Tel Aviv,11,10,1,regular,regular
2020/21,1,2,Maccabi Haifa,6,2,4,regular,regular
2020/21,1,2,Maccabi Netanya,8,6,2,regular,regular
2020/21,2,3,B. Jerusalem,1,2,1,regular,regular
2020/21,2,3,Bnei Yehuda,4,7,3,regular,regular
2020/21,2,3,FC Ashdod,7,5,2,regular,regular
2020/21,2,3,H. Beer Sheva,8,10,2,regular,regular
2020/21,2,3,H. Kfar Saba,9,4,5,regular,regular
2020/21,2,3,Hapoel Hadera,13,12,1,regular,regular
2020/21,2,3,Hapoel Haifa,11,8,3,regular,regular
2020/21,2,3,Hapoel Tel Aviv,12,13,1,regular,regular
2020/21,2,3,Kiryat Shmona,5,9,4,regular,regular
2020/21,2,3,M. Tel Aviv,10,11,1,regular,regular
2020/21,2,3,Maccabi Haifa,2,1,1,regular,regular
2020/21,3,4,Bnei Yehuda,7,5,2,regular,regular
2020/21,3,4,FC Ashdod,5,6,1,regular,regular
2020/21,3,4,H. Beer Sheva,10,9,1,regular,regular
2020/21,3,4,H. Kfar Saba,4,7,3,regular,regular
2020/21,3,4,Hapoel Haifa,8,10,2,regular,regular
2020/21,3,4,Kiryat Shmona,9,8,1,regular,regular
2020/21,3,4,Maccabi Netanya,6,4,2,regular,regular
2020/21,4,5,B. Jerusalem,2,3,1,regular,regular
2020/21,4,5,Bnei Yehuda,5,8,3,regular,regular
2020/21,4,5,FC Ashdod,6,4,2,regular,regular
2020/21,4,5,H. Beer Sheva,9,10,1,regular,regular
2020/21,4,5,H. Kfar Saba,7,5,2,regular,regular
2020/21,4,5,Hapoel Hadera,12,11,1,regular,regular
2020/21,4,5,Hapoel Haifa,10,9,1,regular,regular
2020/21,4,5,Kiryat Shmona,8,6,2,regular,regular
2020/21,4,5,M. Petah Tikva,3,1,2,regular,regular
2020/21,4,5,M. Tel Aviv,11,12,1,regular,regular
2020/21,4,5,Maccabi Haifa,1,2,1,regular,regular
2020/21,4,5,Maccabi Netanya,4,7,3,regular,regular
2020/21,5,6,B. Jerusalem,3,5,2,regular,regular
2020/21,5,6,Bnei Yehuda,8,6,2,regular,regular
2020/21,5,6,FC Ashdod,4,8,4,regular,regular
2020/21,5,6,H. Kfar Saba,5,7,2,regular,regular
2020/21,5,6,Hapoel Hadera,11,12,1,regular,regular
2020/21,5,6,Hapoel Haifa,9,11,2,regular,regular
2020/21,5,6,Kiryat Shmona,6,3,3,regular,regular
2020/21,5,6,M. Petah Tikva,1,2,1,regular,regular
2020/21,5,6,M. Tel Aviv,12,9,3,regular,regular
2020/21,5,6,Maccabi Haifa,2,1,1,regular,regular
2020/21,5,6,Maccabi Netanya,7,4,3,regular,regular
2020/21,6,7,B. Jerusalem,5,6,1,regular,regular
2020/21,6,7,Bnei Yehuda,6,8,2,regular,regular
2020/21,6,7,FC Ashdod,8,4,4,regular,regular
2020/21,6,7,H. Beer Sheva,10,11,1,regular,regular
2020/21,6,7,H. Kfar Saba,7,10,3,regular,regular
2020/21,6,7,Hapoel Haifa,11,9,2,regular,regular
2020/21,6,7,Kiryat Shmona,3,1,2,regular,regular
2020/21,6,7,M. Petah Tikva,2,3,1,regular,regular
2020/21,6,7,M. Tel Aviv,9,7,2,regular,regular
2020/21,6,7,Maccabi Haifa,1,2,1,regular,regular
2020/21,6,7,Maccabi Netanya,4,5,1,regular,regular
2020/21,7,8,B. Jerusalem,6,8,2,regular,regular
2020/21,7,8,Bnei Sakhnin,14,12,2,regular,regular
2020/21,7,8,Bnei Yehuda,8,5,3,regular,regular
2020/21,7,8,FC Ashdod,4,7,3,regular,regular
2020/21,7,8,Hapoel Hadera,12,13,1,regular,regular
2020/21,7,8,Hapoel Tel Aviv,13,14,1,regular,regular
2020/21,7,8,Kiryat Shmona,1,3,2,regular,regular
2020/21,7,8,M. Petah Tikva,3,2,1,regular,regular
2020/21,7,8,M. Tel Aviv,7,4,3,regular,regular
2020/21,7,8,Maccabi Haifa,2,1,1,regular,regular
2020/21,7,8,Maccabi Netanya,5,6,1,regular,regular
2020/21,8,9,Bnei Yehuda,5,7,2,regular,regular
2020/21,8,9,FC Ashdod,7,3,4,regular,regular
2020/21,8,9,H. Beer Sheva,11,9,2,regular,regular
2020/21,8,9,H. Kfar Saba,10,11,1,regular,regular
2020/21,8,9,Hapoel Haifa,9,10,1,regular,regular
2020/21,8,9,Kiryat Shmona,3,4,1,regular,regular
2020/21,8,9,M. Tel Aviv,4,6,2,regular,regular
2020/21,8,9,Maccabi Netanya,6,5,1,regular,regular
2020/21,9,10,B. Jerusalem,8,9,1,regular,regular
2020/21,9,10,Bnei Yehuda,7,8,1,regular,regular
2020/21,9,10,H. Beer Sheva,9,7,2,regular,regular
2020/21,9,10,Kiryat Shmona,4,6,2,regular,regular
2020/21,9,10,M. Tel Aviv,6,5,1,regular,regular
2020/21,9,10,Maccabi Netanya,5,4,1,regular,regular
2020/21,10,11,B. Jerusalem,9,11,2,regular,regular
2020/21,10,11,Bnei Sakhnin,12,10,2,regular,regular
2020/21,10,11,Bnei Yehuda,8,9,1,regular,regular
2020/21,10,11,FC Ashdod,3,2,1,regular,regular
2020/21,10,11,H. Beer Sheva,7,6,1,regular,regular
2020/21,10,11,H. Kfar Saba,11,12,1,regular,regular
2020/21,10,11,Hapoel Haifa,10,8,2,regular,regular
2020/21,10,11,Kiryat Shmona,6,7,1,regular,regular
2020/21,10,11,M. Petah Tikva,2,3,1,regular,regular
2020/21,11,12,B. Jerusalem,11,9,2,regular,regular
2020/21,11,12,Bnei Sakhnin,10,11,1,regular,regular
2020/21,11,12,Bnei Yehuda,9,10,1,regular,regular
2020/21,11,12,FC Ashdod,2,4,2,regular,regular
2020/21,11,12,H. Kfar Saba,12,13,1,regular,regular
2020/21,11,12,Hapoel Hadera,13,12,1,regular,regular
2020/21,11,12,Hapoel Haifa,8,7,1,regular,regular
2020/21,11,12,Kiryat Shmona,7,8,1,regular,regular
2020/21,11,12,M. Petah Tikva,3,2,1,regular,regular
2020/21,11,12,M. Tel Aviv,5,3,2,regular,regular
2020/21,11,12,Maccabi Netanya,4,5,1,regular,regular
2020/21,12,13,B. Jerusalem,9,11,2,regular,regular
2020/21,12,13,Bnei Sakhnin,11,9,2,regular,regular
2020/21,12,13,Bnei Yehuda,10,12,2,regular,regular
2020/21,12,13,H. Beer Sheva,6,5,1,regular,regular
2020/21,12,13,Hapoel Hadera,12,10,2,regular,regular
2020/21,12,13,Kiryat Shmona,8,6,2,regular,regular
2020/21,12,13,M. Petah Tikva,2,3,1,regular,regular
2020/21,12,13,M. Tel Aviv,3,2,1,regular,regular
2020/21,12,13,Maccabi Netanya,5,8,3,regular,regular
2020/21,13,14,B. Jerusalem,11,10,1,regular,regular
2020/21,13,14,Bnei Yehuda,12,11,1,regular,regular
2020/21,13,14,FC Ashdod,4,5,1,regular,regular
2020/21,13,14,H. Beer Sheva,5,3,2,regular,regular
2020/21,13,14,Hapoel Hadera,10,12,2,regular,regular
2020/21,13,14,M. Petah Tikva,3,4,1,regular,regular
2020/21,14,15,B. Jerusalem,10,9,1,regular,regular
2020/21,14,15,Bnei Sakhnin,9,12,3,regular,regular
2020/21,14,15,FC Ashdod,5,3,2,regular,regular
2020/21,14,15,H. Beer Sheva,3,4,1,regular,regular
2020/21,14,15,H. Kfar Saba,13,10,3,regular,regular
2020/21,14,15,Hapoel Hadera,12,13,1,regular,regular
2020/21,14,15,Hapoel Haifa,7,8,1,regular,regular
2020/21,14,15,Kiryat Shmona,6,5,1,regular,regular
2020/21,14,15,M. Petah Tikva,4,6,2,regular,regular
2020/21,14,15,Maccabi Netanya,8,7,1,regular,regular
2020/21,15,16,B. Jerusalem,9,7,2,regular,regular
2020/21,15,16,FC Ashdod,3,5,2,regular,regular
2020/21,15,16,H. Beer Sheva,4,3,1,regular,regular
2020/21,15,16,Hapoel Haifa,8,9,1,regular,regular
2020/21,15,16,Kiryat Shmona,5,6,1,regular,regular
2020/21,15,16,M. Petah Tikva,6,4,2,regular,regular
2020/21,15,16,Maccabi Netanya,7,8,1,regular,regular
2020/21,16,17,B. Jerusalem,7,8,1,regular,regular
2020/21,16,17,Bnei Sakhnin,12,11,1,regular,regular
2020/21,16,17,Bnei Yehuda,11,12,1,regular,regular
2020/21,16,17,FC Ashdod,5,4,1,regular,regular
2020/21,16,17,H. Beer Sheva,3,5,2,regular,regular
2020/21,16,17,M. Petah Tikva,4,3,1,regular,regular
2020/21,16,17,Maccabi Netanya,8,7,1,regular,regular
2020/21,17,18,Bnei Yehuda,12,13,1,regular,regular
2020/21,17,18,H. Beer Sheva,5,6,1,regular,regular
2020/21,17,18,Hapoel Hadera,13,12,1,regular,regular
2020/21,17,18,Kiryat Shmona,6,5,1,regular,regular
2020/21,18,19,FC Ashdod,4,3,1,regular,regular
2020/21,18,19,H. Beer Sheva,6,5,1,regular,regular
2020/21,18,19,Kiryat Shmona,5,4,1,regular,regular
2020/21,18,19,M. Petah Tikva,3,6,3,regular,regular
2020/21,19,20,B. Jerusalem,8,7,1,regular,regular
2020/21,19,20,Bnei Sakhnin,11,13,2,regular,regular
2020/21,19,20,Bnei Yehuda,13,11,2,regular,regular
2020/21,19,20,Hapoel Hadera,12,14,2,regular,regular
2020/21,19,20,Hapoel Tel Aviv,14,12,2,regular,regular
2020/21,19,20,Maccabi Netanya,7,8,1,regular,regular
2020/21,20,21,B. Jerusalem,7,8,1,regular,regular
2020/21,20,21,Bnei Sakhnin,13,14,1,regular,regular
2020/21,20,21,Bnei Yehuda,11,12,1,regular,regular
2020/21,20,21,H. Beer Sheva,5,4,1,regular,regular
2020/21,20,21,Hapoel Hadera,14,11,3,regular,regular
2020/21,20,21,Hapoel Tel Aviv,12,13,1,regular,regular
2020/21,20,21,Kiryat Shmona,4,5,1,regular,regular
2020/21,20,21,M. Petah Tikva,6,7,1,regular,regular
2020/21,20,21,Maccabi Netanya,8,6,2,regular,regular
2020/21,21,22,Bnei Yehuda,12,13,1,regular,regular
2020/21,21,22,H. Kfar Saba,10,12,2,regular,regular
2020/21,21,22,Hapoel Hadera,11,10,1,regular,regular
2020/21,21,22,Hapoel Tel Aviv,13,11,2,regular,regular
2020/21,21,22,Kiryat Shmona,5,6,1,regular,regular
2020/21,21,22,M. Petah Tikva,7,5,2,regular,regular
2020/21,21,22,Maccabi Netanya,6,7,1,regular,regular
2020/21,22,23,Bnei Sakhnin,14,12,2,regular,regular
2020/21,22,23,Bnei Yehuda,13,14,1,regular,regular
2020/21,22,23,H. Kfar Saba,12,13,1,regular,regular
2020/21,23,24,Bnei Sakhnin,12,13,1,regular,regular
2020/21,23,24,H. Beer Sheva,4,7,3,regular,regular
2020/21,23,24,H. Kfar Saba,13,12,1,regular,regular
2020/21,23,24,Kiryat Shmona,6,5,1,regular,regular
2020/21,23,24,M. Petah Tikva,5,4,1,regular,regular
2020/21,23,24,M. Tel Aviv,2,1,1,regular,regular
2020/21,23,24,Maccabi Haifa,1,2,1,regular,regular
2020/21,23,24,Maccabi Netanya,7,6,1,regular,regular
2020/21,24,25,Bnei Sakhnin,13,12,1,regular,regular
2020/21,24,25,H. Kfar Saba,12,13,1,regular,regular
2020/21,25,26,Bnei Sakhnin,12,11,1,regular,regular
2020/21,25,26,H. Beer Sheva,7,5,2,regular,regular
2020/21,25,26,Hapoel Hadera,10,9,1,regular,regular
2020/21,25,26,Hapoel Haifa,9,10,1,regular,regular
2020/21,25,26,Hapoel Tel Aviv,11,12,1,regular,regular
2020/21,25,26,Kiryat Shmona,5,4,1,regular,regular
2020/21,25,26,M. Petah Tikva,4,6,2,regular,regular
2020/21,25,26,M. Tel Aviv,1,2,1,regular,regular
2020/21,25,26,Maccabi Haifa,2,1,1,regular,regular
2020/21,25,26,Maccabi Netanya,6,7,1,regular,regular
2020/21,30,31,H. Beer Sheva,5,4,1,championship_playoff,championship_playoff
2020/21,30,31,Kiryat Shmona,4,5,1,championship_playoff,championship_playoff
2020/21,33,34,FC Ashdod,3,4,1,championship_playoff,championship_playoff
2020/21,33,34,H. Beer Sheva,4,3,1,championship_playoff,championship_playoff
2020/21,27,28,B. Jerusalem,3,4,1,relegation_playoff,relegation_playoff
2020/21,27,28,Hapoel Hadera,4,5,1,relegation_playoff,relegation_playoff
2020/21,27,28,Hapoel Haifa,5,2,3,relegation_playoff,relegation_playoff
2020/21,27,28,Hapoel Tel Aviv,2,3,1,relegation_playoff,relegation_playoff
2020/21,28,29,B. Jerusalem,4,5,1,relegation_playoff,relegation_playoff
2020/21,28,29,Hapoel Hadera,5,2,3,relegation_playoff,relegation_playoff
2020/21,28,29,Hapoel Haifa,2,4,2,relegation_playoff,relegation_playoff
2020/21,28,29,Hapoel Tel Aviv,3,1,2,relegation_playoff,relegation_playoff
2020/21,28,29,Maccabi Netanya,1,3,2,relegation_playoff,relegation_playoff
2020/21,29,30,Hapoel Hadera,2,1,1,relegation_playoff,relegation_playoff
2020/21,29,30,Hapoel Haifa,4,2,2,relegation_playoff,relegation_playoff
2020/21,29,30,Hapoel Tel Aviv,1,3,2,relegation_playoff,relegation_playoff
2020/21,29,30,Maccabi Netanya,3,4,1,relegation_playoff,relegation_playoff
2020/21,30,31,Hapoel Haifa,2,3,1,relegation_playoff,relegation_playoff
2020/21,30,31,Hapoel Tel Aviv,3,4,1,relegation_playoff,relegation_playoff
2020/21,30,31,Maccabi Netanya,4,2,2,relegation_playoff,relegation_playoff
2020/21,31,32,B. Jerusalem,5,6,1,relegation_playoff,relegation_playoff
2020/21,31,32,Bnei Sakhnin,6,7,1,relegation_playoff,relegation_playoff
2020/21,31,32,Bnei Yehuda,7,5,2,relegation_playoff,relegation_playoff
2020/21,32,33,Hapoel Haifa,3,4,1,relegation_playoff,relegation_playoff
2020/21,32,33,Hapoel Tel Aviv,4,3,1,relegation_playoff,relegation_playoff
2021/22,1,2,B. Jerusalem,14,7,7,regular,regular
2021/22,1,2,Bnei Sakhnin,1,6,5,regular,regular
2021/22,1,2,FC Ashdod,12,14,2,regular,regular
2021/22,1,2,H. Jerusalem,6,13,7,regular,regular
2021/22,1,2,H. Nof HaGalil,7,3,4,regular,regular
2021/22,1,2,Hapoel Haifa,9,4,5,regular,regular
2021/22,1,2,Hapoel Tel Aviv,3,1,2,regular,regular
2021/22,1,2,Kiryat Shmona,4,11,7,regular,regular
2021/22,1,2,M. Petah Tikva,5,9,4,regular,regular
2021/22,1,2,M. Tel Aviv,13,10,3,regular,regular
2021/22,1,2,Maccabi Haifa,10,5,5,regular,regular
2021/22,1,2,Maccabi Netanya,11,12,1,regular,regular
2021/22,2,3,B. Jerusalem,7,5,2,regular,regular
2021/22,2,3,H. Beer Sheva,2,4,2,regular,regular
2021/22,2,3,H. Jerusalem,13,12,1,regular,regular
2021/22,2,3,H. Nof HaGalil,3,1,2,regular,regular
2021/22,2,3,Hapoel Hadera,8,10,2,regular,regular
2021/22,2,3,Hapoel Haifa,4,3,1,regular,regular
2021/22,2,3,Hapoel Tel Aviv,1,2,1,regular,regular
2021/22,2,3,Kiryat Shmona,11,13,2,regular,regular
2021/22,2,3,M. Tel Aviv,10,8,2,regular,regular
2021/22,2,3,Maccabi Haifa,5,7,2,regular,regular
2021/22,2,3,Maccabi Netanya,12,11,1,regular,regular
2021/22,3,4,B. Jerusalem,5,8,3,regular,regular
2021/22,3,4,Bnei Sakhnin,6,7,1,regular,regular
2021/22,3,4,FC Ashdod,14,12,2,regular,regular
2021/22,3,4,H. Beer Sheva,4,2,2,regular,regular
2021/22,3,4,H. Jerusalem,12,13,1,regular,regular
2021/22,3,4,H. Nof HaGalil,1,3,2,regular,regular
2021/22,3,4,Hapoel Hadera,10,6,4,regular,regular
2021/22,3,4,Hapoel Haifa,3,1,2,regular,regular
2021/22,3,4,Hapoel Tel Aviv,2,5,3,regular,regular
2021/22,3,4,Kiryat Shmona,13,9,4,regular,regular
2021/22,3,4,M. Petah Tikva,9,11,2,regular,regular
2021/22,3,4,M. Tel Aviv,8,10,2,regular,regular
2021/22,3,4,Maccabi Haifa,7,4,3,regular,regular
2021/22,3,4,Maccabi Netanya,11,14,3,regular,regular
2021/22,4,5,B. Jerusalem,8,9,1,regular,regular
2021/22,4,5,Bnei Sakhnin,7,10,3,regular,regular
2021/22,4,5,FC Ashdod,12,13,1,regular,regular
2021/22,4,5,H. Beer Sheva,2,1,1,regular,regular
2021/22,4,5,H. Jerusalem,13,14,1,regular,regular
2021/22,4,5,H. Nof HaGalil,3,4,1,regular,regular
2021/22,4,5,Hapoel Hadera,6,3,3,regular,regular
2021/22,4,5,Hapoel Haifa,1,2,1,regular,regular
2021/22,4,5,Kiryat Shmona,9,12,3,regular,regular
2021/22,4,5,M. Petah Tikva,11,8,3,regular,regular
2021/22,4,5,M. Tel Aviv,10,7,3,regular,regular
2021/22,4,5,Maccabi Haifa,4,6,2,regular,regular
2021/22,4,5,Maccabi Netanya,14,11,3,regular,regular
2021/22,5,6,B. Jerusalem,9,11,2,regular,regular
2021/22,5,6,Bnei Sakhnin,10,8,2,regular,regular
2021/22,5,6,H. Nof HaGalil,4,6,2,regular,regular
2021/22,5,6,Hapoel Tel Aviv,5,4,1,regular,regular
2021/22,5,6,M. Petah Tikva,8,10,2,regular,regular
2021/22,5,6,M. Tel Aviv,7,9,2,regular,regular
2021/22,5,6,Maccabi Haifa,6,5,1,regular,regular
2021/22,5,6,Maccabi Netanya,11,7,4,regular,regular
2021/22,6,7,B. Jerusalem,11,8,3,regular,regular
2021/22,6,7,Bnei Sakhnin,8,11,3,regular,regular
2021/22,6,7,H. Nof HaGalil,6,10,4,regular,regular
2021/22,6,7,Hapoel Hadera,3,5,2,regular,regular
2021/22,6,7,Hapoel Haifa,2,4,2,regular,regular
2021/22,6,7,Hapoel Tel Aviv,4,2,2,regular,regular
2021/22,6,7,Kiryat Shmona,12,7,5,regular,regular
2021/22,6,7,M. Petah Tikva,10,6,4,regular,regular
2021/22,6,7,M. Tel Aviv,9,12,3,regular,regular
2021/22,6,7,Maccabi Haifa,5,3,2,regular,regular
2021/22,6,7,Maccabi Netanya,7,9,2,regular,regular
2021/22,7,8,B. Jerusalem,8,11,3,regular,regular
2021/22,7,8,Bnei Sakhnin,11,6,5,regular,regular
2021/22,7,8,H. Nof HaGalil,10,7,3,regular,regular
2021/22,7,8,Hapoel Haifa,4,2,2,regular,regular
2021/22,7,8,Hapoel Tel Aviv,2,4,2,regular,regular
2021/22,7,8,Kiryat Shmona,7,12,5,regular,regular
2021/22,7,8,M. Petah Tikva,6,9,3,regular,regular
2021/22,7,8,M. Tel Aviv,12,8,4,regular,regular
2021/22,7,8,Maccabi Netanya,9,10,1,regular,regular
2021/22,8,9,B. Jerusalem,11,8,3,regular,regular
2021/22,8,9,H. Jerusalem,14,12,2,regular,regular
2021/22,8,9,Hapoel Haifa,2,3,1,regular,regular
2021/22,8,9,Kiryat Shmona,12,14,2,regular,regular
2021/22,8,9,M. Petah Tikva,9,10,1,regular,regular
2021/22,8,9,M. Tel Aviv,8,9,1,regular,regular
2021/22,8,9,Maccabi Haifa,3,2,1,regular,regular
2021/22,8,9,Maccabi Netanya,10,11,1,regular,regular
2021/22,9,10,Bnei Sakhnin,6,4,2,regular,regular
2021/22,9,10,FC Ashdod,13,11,2,regular,regular
2021/22,9,10,H. Jerusalem,12,13,1,regular,regular
2021/22,9,10,H. Nof HaGalil,7,10,3,regular,regular
2021/22,9,10,Hapoel Hadera,5,7,2,regular,regular
2021/22,9,10,Hapoel Tel Aviv,4,5,1,regular,regular
2021/22,9,10,M. Petah Tikva,10,12,2,regular,regular
2021/22,9,10,M. Tel Aviv,9,6,3,regular,regular
2021/22,9,10,Maccabi Netanya,11,9,2,regular,regular
2021/22,10,11,B. Jerusalem,8,10,2,regular,regular
2021/22,10,11,Bnei Sakhnin,4,3,1,regular,regular
2021/22,10,11,FC Ashdod,11,8,3,regular,regular
2021/22,10,11,H. Jerusalem,13,14,1,regular,regular
2021/22,10,11,H. Nof HaGalil,10,9,1,regular,regular
2021/22,10,11,Hapoel Haifa,3,4,1,regular,regular
2021/22,10,11,Kiryat Shmona,14,12,2,regular,regular
2021/22,10,11,M. Petah Tikva,12,13,1,regular,regular
2021/22,10,11,Maccabi Netanya,9,11,2,regular,regular
2021/22,11,12,B. Jerusalem,10,11,1,regular,regular
2021/22,11,12,FC Ashdod,8,7,1,regular,regular
2021/22,11,12,H. Nof HaGalil,9,10,1,regular,regular
2021/22,11,12,Hapoel Hadera,7,5,2,regular,regular
2021/22,11,12,Hapoel Haifa,4,6,2,regular,regular
2021/22,11,12,Hapoel Tel Aviv,5,8,3,regular,regular
2021/22,11,12,Kiryat Shmona,12,9,3,regular,regular
2021/22,11,12,M. Tel Aviv,6,4,2,regular,regular
2021/22,11,12,Maccabi Netanya,11,12,1,regular,regular
2021/22,12,13,B. Jerusalem,11,12,1,regular,regular
2021/22,12,13,FC Ashdod,7,8,1,regular,regular
2021/22,12,13,H. Jerusalem,14,13,1,regular,regular
2021/22,12,13,H. Nof HaGalil,10,11,1,regular,regular
2021/22,12,13,Hapoel Hadera,5,6,1,regular,regular
2021/22,12,13,Hapoel Haifa,6,5,1,regular,regular
2021/22,12,13,Hapoel Tel Aviv,8,7,1,regular,regular
2021/22,12,13,M. Petah Tikva,13,14,1,regular,regular
2021/22,12,13,Maccabi Netanya,12,10,2,regular,regular
2021/22,13,14,B. Jerusalem,12,13,1,regular,regular
2021/22,13,14,FC Ashdod,8,9,1,regular,regular
2021/22,13,14,H. Jerusalem,13,11,2,regular,regular
2021/22,13,14,H. Nof HaGalil,11,12,1,regular,regular
2021/22,13,14,Hapoel Hadera,6,8,2,regular,regular
2021/22,13,14,Hapoel Haifa,5,7,2,regular,regular
2021/22,13,14,Hapoel Tel Aviv,7,5,2,regular,regular
2021/22,13,14,Kiryat Shmona,9,6,3,regular,regular
2021/22,14,15,B. Jerusalem,13,11,2,regular,regular
2021/22,14,15,Bnei Sakhnin,3,5,2,regular,regular
2021/22,14,15,FC Ashdod,9,10,1,regular,regular
2021/22,14,15,H. Jerusalem,11,12,1,regular,regular
2021/22,14,15,H. Nof HaGalil,12,13,1,regular,regular
2021/22,14,15,Hapoel Hadera,8,9,1,regular,regular
2021/22,14,15,Hapoel Haifa,7,6,1,regular,regular
2021/22,14,15,Hapoel Tel Aviv,5,4,1,regular,regular
2021/22,14,15,Kiryat Shmona,6,7,1,regular,regular
2021/22,14,15,M. Tel Aviv,4,3,1,regular,regular
2021/22,14,15,Maccabi Netanya,10,8,2,regular,regular
2021/22,15,16,Bnei Sakhnin,5,6,1,regular,regular
2021/22,15,16,FC Ashdod,10,9,1,regular,regular
2021/22,15,16,Hapoel Hadera,9,10,1,regular,regular
2021/22,15,16,Hapoel Haifa,6,5,1,regular,regular
2021/22,15,16,Hapoel Tel Aviv,4,3,1,regular,regular
2021/22,15,16,M. Tel Aviv,3,4,1,regular,regular
2021/22,16,17,Bnei Sakhnin,6,5,1,regular,regular
2021/22,16,17,FC Ashdod,9,7,2,regular,regular
2021/22,16,17,H. Beer Sheva,1,2,1,regular,regular
2021/22,16,17,Hapoel Haifa,5,8,3,regular,regular
2021/22,16,17,Kiryat Shmona,7,6,1,regular,regular
2021/22,16,17,Maccabi Haifa,2,1,1,regular,regular
2021/22,16,17,Maccabi Netanya,8,9,1,regular,regular
2021/22,17,18,Bnei Sakhnin,5,6,1,regular,regular
2021/22,17,18,FC Ashdod,7,9,2,regular,regular
2021/22,17,18,Hapoel Tel Aviv,3,4,1,regular,regular
2021/22,17,18,Kiryat Shmona,6,5,1,regular,regular
2021/22,17,18,M. Tel Aviv,4,3,1,regular,regular
2021/22,17,18,Maccabi Netanya,9,7,2,regular,regular
2021/22,18,19,Bnei Sakhnin,6,10,4,regular,regular
2021/22,18,19,FC Ashdod,9,6,3,regular,regular
2021/22,18,19,Hapoel Hadera,10,7,3,regular,regular
2021/22,18,19,Hapoel Haifa,8,5,3,regular,regular
2021/22,18,19,Hapoel Tel Aviv,4,3,1,regular,regular
2021/22,18,19,Kiryat Shmona,5,9,4,regular,regular
2021/22,18,19,M. Tel Aviv,3,4,1,regular,regular
2021/22,18,19,Maccabi Netanya,7,8,1,regular,regular
2021/22,19,20,Bnei Sakhnin,10,7,3,regular,regular
2021/22,19,20,FC Ashdod,6,9,3,regular,regular
2021/22,19,20,H. Jerusalem,12,13,1,regular,regular
2021/22,19,20,H. Nof HaGalil,13,12,1,regular,regular
2021/22,19,20,Hapoel Hadera,7,6,1,regular,regular
2021/22,19,20,Hapoel Tel Aviv,3,4,1,regular,regular
2021/22,19,20,Kiryat Shmona,9,10,1,regular,regular
2021/22,19,20,M. Tel Aviv,4,3,1,regular,regular
2021/22,20,21,Bnei Sakhnin,7,6,1,regular,regular
2021/22,20,21,Hapoel Hadera,6,5,1,regular,regular
2021/22,20,21,Hapoel Haifa,5,7,2,regular,regular
2021/22,21,22,Bnei Sakhnin,6,7,1,regular,regular
2021/22,21,22,FC Ashdod,9,10,1,regular,regular
2021/22,21,22,Hapoel Haifa,7,8,1,regular,regular
2021/22,21,22,Kiryat Shmona,10,9,1,regular,regular
2021/22,21,22,Maccabi Netanya,8,6,2,regular,regular
2021/22,22,23,Bnei Sakhnin,7,5,2,regular,regular
2021/22,22,23,H. Jerusalem,13,12,1,regular,regular
2021/22,22,23,H. Nof HaGalil,12,13,1,regular,regular
