day_of_week_en,avg_attendance,match_count,total_attendance,relative_index,share_of_total_pct
Monday,11012.40798226164,451,4966596.0,172.72906207171178,22.938989103163134
Tuesday,6259.594339622641,106,663517.0,98.18142053708799,3.0645555291317224
Wednesday,6601.794642857143,112,739401.0,103.54881498102428,3.4150374787616964
Thursday,7392.357142857143,14,103493.0,115.9487477980814,0.4779983713701824
Friday,11905.857142857143,7,83341.0,186.74276695505785,0.3849232534409319
Saturday,5252.359903381643,2070,10872385.0,82.38299936176693,50.21578583005228
Sunday,6639.301886792453,636,4222596.0,104.13711420461611,19.50271043408005
