season,stage,round,team,points,position,goal_diff
2025/26,relegation_playoff,27,Maccabi Netanya,38,1,-9
2025/26,relegation_playoff,27,Bnei Sakhnin,33,2,-8
2025/26,relegation_playoff,27,Kiryat Shmona,30,3,-7
2025/26,relegation_playoff,27,Hapoel Haifa,25,4,-14
2025/26,relegation_playoff,27,FC Ashdod,24,5,-19
2025/26,relegation_playoff,27,H. Jerusalem,21,6,-17
2025/26,relegation_playoff,27,Ironi Tiberias,20,7,-20
2025/26,relegation_playoff,27,M. Bnei Reineh,15,8,-41
2025/26,relegation_playoff,28,Maccabi Netanya,41,1,-6
2025/26,relegation_playoff,28,Bnei Sakhnin,33,2,-11
2025/26,relegation_playoff,28,Kiryat Shmona,30,3,-9
2025/26,relegation_playoff,28,Hapoel Haifa,26,4,-14
2025/26,relegation_playoff,28,FC Ashdod,24,5,-20
2025/26,relegation_playoff,28,Ironi Tiberias,23,6,-18
2025/26,relegation_playoff,28,H. Jerusalem,22,7,-17
2025/26,relegation_playoff,28,M. Bnei Reineh,18,8,-40
2025/26,relegation_playoff,29,Maccabi Netanya,41,1,-7
2025/26,relegation_playoff,29,Bnei Sakhnin,34,2,-11
2025/26,relegation_playoff,29,Kiryat Shmona,33,3,-8
2025/26,relegation_playoff,29,Hapoel Haifa,27,4,-14
2025/26,relegation_playoff,29,H. Jerusalem,25,5,-16
2025/26,relegation_playoff,29,FC Ashdod,25,6,-20
2025/26,relegation_playoff,29,Ironi Tiberias,24,7,-18
2025/26,relegation_playoff,29,M. Bnei Reineh,18,8,-41
2025/26,relegation_playoff,30,Maccabi Netanya,44,1,-6
2025/26,relegation_playoff,30,Kiryat Shmona,36,2,-6
2025/26,relegation_playoff,30,Bnei Sakhnin,34,3,-13
2025/26,relegation_playoff,30,Ironi Tiberias,27,4,-15
2025/26,relegation_playoff,30,Hapoel Haifa,27,5,-16
2025/26,relegation_playoff,30,H. Jerusalem,25,6,-17
2025/26,relegation_playoff,30,FC Ashdod,25,7,-23
2025/26,relegation_playoff,30,M. Bnei Reineh,21,8,-39
2025/26,relegation_playoff,31,Maccabi Netanya,44,1,-7
2025/26,relegation_playoff,31,Kiryat Shmona,37,2,-6
2025/26,relegation_playoff,31,Bnei Sakhnin,34,3,-14
2025/26,relegation_playoff,31,Ironi Tiberias,30,4,-14
2025/26,relegation_playoff,31,Hapoel Haifa,30,5,-15
2025/26,relegation_playoff,31,H. Jerusalem,28,6,-16
2025/26,relegation_playoff,31,FC Ashdod,25,7,-24
2025/26,relegation_playoff,31,M. Bnei Reineh,22,8,-39
2025/26,relegation_playoff,32,Maccabi Netanya,45,1,-7
2025/26,relegation_playoff,32,Kiryat Shmona,40,2,-2
2025/26,relegation_playoff,32,Bnei Sakhnin,34,3,-18
2025/26,relegation_playoff,32,Ironi Tiberias,33,4,-13
2025/26,relegation_playoff,32,Hapoel Haifa,31,5,-15
2025/26,relegation_playoff,32,H. Jerusalem,31,6,-15
2025/26,relegation_playoff,32,FC Ashdod,25,7,-25
2025/26,relegation_playoff,32,M. Bnei Reineh,22,8,-40
2025/26,relegation_playoff,33,Maccabi Netanya,48,1,-4
2025/26,relegation_playoff,33,Kiryat Shmona,40,2,-3
2025/26,relegation_playoff,33,Ironi Tiberias,36,3,-11
2025/26,relegation_playoff,33,Hapoel Haifa,34,4,-12
2025/26,relegation_playoff,33,Bnei Sakhnin,34,5,-21
2025/26,relegation_playoff,33,H. Jerusalem,31,6,-17
2025/26,relegation_playoff,33,FC Ashdod,28,7,-24
2025/26,relegation_playoff,33,M. Bnei Reineh,22,8,-43
