season,stage,round,team,points,position,goal_diff
2015/16,relegation_playoff,27,Bnei Yehuda,36,1,-7
2015/16,relegation_playoff,27,M. Petah Tikva,33,2,-6
2015/16,relegation_playoff,27,Hapoel Acre,32,3,-15
2015/16,relegation_playoff,27,Hapoel Tel Aviv,30,4,-11
2015/16,relegation_playoff,27,H. Kfar Saba,29,5,-15
2015/16,relegation_playoff,27,Kiryat Shmona,28,6,-7
2015/16,relegation_playoff,27,Hapoel Haifa,25,7,-11
2015/16,relegation_playoff,27,Maccabi Netanya,11,8,-30
2015/16,relegation_playoff,28,M. Petah Tikva,36,1,-5
2015/16,relegation_playoff,28,Bnei Yehuda,36,2,-8
2015/16,relegation_playoff,28,Hapoel Tel Aviv,33,3,-10
2015/16,relegation_playoff,28,Hapoel Acre,32,4,-16
2015/16,relegation_playoff,28,Kiryat Shmona,31,5,-5
2015/16,relegation_playoff,28,H. Kfar Saba,30,6,-15
2015/16,relegation_playoff,28,Hapoel Haifa,26,7,-11
2015/16,relegation_playoff,28,Maccabi Netanya,11,8,-32
2015/16,relegation_playoff,29,M. Petah Tikva,39,1,-3
2015/16,relegation_playoff,29,Bnei Yehuda,39,2,-7
2015/16,relegation_playoff,29,Hapoel Tel Aviv,36,3,-9
2015/16,relegation_playoff,29,Hapoel Acre,32,4,-17
2015/16,relegation_playoff,29,Kiryat Shmona,31,5,-7
2015/16,relegation_playoff,29,H. Kfar Saba,30,6,-16
2015/16,relegation_playoff,29,Hapoel Haifa,29,7,-10
2015/16,relegation_playoff,29,Maccabi Netanya,11,8,-33
2015/16,relegation_playoff,30,Bnei Yehuda,42,1,-5
2015/16,relegation_playoff,30,M. Petah Tikva,39,2,-4
2015/16,relegation_playoff,30,Hapoel Tel Aviv,37,3,-9
2015/16,relegation_playoff,30,H. Kfar Saba,33,4,-15
2015/16,relegation_playoff,30,Kiryat Shmona,32,5,-7
2015/16,relegation_playoff,30,Hapoel Haifa,32,6,-9
2015/16,relegation_playoff,30,Hapoel Acre,32,7,-19
2015/16,relegation_playoff,30,Maccabi Netanya,11,8,-34
2015/16,relegation_playoff,31,Bnei Yehuda,45,1,-4
2015/16,relegation_playoff,31,M. Petah Tikva,42,2,-2
2015/16,relegation_playoff,31,Hapoel Tel Aviv,38,3,-9
2015/16,relegation_playoff,31,H. Kfar Saba,36,4,-14
2015/16,relegation_playoff,31,Hapoel Haifa,33,5,-9
2015/16,relegation_playoff,31,Kiryat Shmona,32,6,-8
2015/16,relegation_playoff,31,Hapoel Acre,32,7,-21
2015/16,relegation_playoff,31,Maccabi Netanya,11,8,-35
2015/16,relegation_playoff,32,M. Petah Tikva,45,1,-1
2015/16,relegation_playoff,32,Bnei Yehuda,45,2,-6
2015/16,relegation_playoff,32,Hapoel Tel Aviv,41,3,-7
2015/16,relegation_playoff,32,H. Kfar Saba,37,4,-14
2015/16,relegation_playoff,32,Kiryat Shmona,35,5,-7
2015/16,relegation_playoff,32,Hapoel Haifa,33,6,-10
2015/16,relegation_playoff,32,Hapoel Acre,33,7,-21
2015/16,relegation_playoff,32,Maccabi Netanya,11,8,-36
2015/16,relegation_playoff,33,M. Petah Tikva,46,1,-1
2015/16,relegation_playoff,33,Bnei Yehuda,46,2,-6
2015/16,relegation_playoff,33,Hapoel Tel Aviv,42,3,-7
2015/16,relegation_playoff,33,H. Kfar Saba,38,4,-14
2015/16,relegation_playoff,33,Kiryat Shmona,36,5,-7
2015/16,relegation_playoff,33,Hapoel Haifa,34,6,-10
2015/16,relegation_playoff,33,Hapoel Acre,34,7,-21
2015/16,relegation_playoff,33,Maccabi Netanya,12,8,-36
