season,stage,round,team,points,position,goal_diff
2018/19,relegation_playoff,27,Hapoel Tel Aviv,34,1,7
2018/19,relegation_playoff,27,Hapoel Haifa,33,2,5
2018/19,relegation_playoff,27,Hapoel Raanana,31,3,-10
2018/19,relegation_playoff,27,M. Petah Tikva,31,4,-13
2018/19,relegation_playoff,27,Kiryat Shmona,30,5,-4
2018/19,relegation_playoff,27,B. Jerusalem,30,6,-5
2018/19,relegation_playoff,27,Bnei Sakhnin,22,7,-18
2018/19,relegation_playoff,27,FC Ashdod,22,8,-26
2018/19,relegation_playoff,28,Hapoel Tel Aviv,35,1,7
2018/19,relegation_playoff,28,Hapoel Haifa,34,2,5
2018/19,relegation_playoff,28,Hapoel Raanana,32,3,-10
2018/19,relegation_playoff,28,M. Petah Tikva,32,4,-13
2018/19,relegation_playoff,28,B. Jerusalem,31,5,-5
2018/19,relegation_playoff,28,Kiryat Shmona,30,6,-5
2018/19,relegation_playoff,28,FC Ashdod,25,7,-25
2018/19,relegation_playoff,28,Bnei Sakhnin,23,8,-18
2018/19,relegation_playoff,29,Hapoel Tel Aviv,35,1,6
2018/19,relegation_playoff,29,Hapoel Haifa,34,2,2
2018/19,relegation_playoff,29,B. Jerusalem,34,3,-4
2018/19,relegation_playoff,29,Kiryat Shmona,33,4,-2
2018/19,relegation_playoff,29,M. Petah Tikva,33,5,-13
2018/19,relegation_playoff,29,Hapoel Raanana,32,6,-11
2018/19,relegation_playoff,29,FC Ashdod,28,7,-24
2018/19,relegation_playoff,29,Bnei Sakhnin,24,8,-18
2018/19,relegation_playoff,30,B. Jerusalem,37,1,-1
2018/19,relegation_playoff,30,Hapoel Tel Aviv,36,2,6
2018/19,relegation_playoff,30,Hapoel Raanana,35,3,-9
2018/19,relegation_playoff,30,Hapoel Haifa,34,4,0
2018/19,relegation_playoff,30,Kiryat Shmona,34,5,-2
2018/19,relegation_playoff,30,M. Petah Tikva,33,6,-16
2018/19,relegation_playoff,30,FC Ashdod,28,7,-25
2018/19,relegation_playoff,30,Bnei Sakhnin,27,8,-17
2018/19,relegation_playoff,31,B. Jerusalem,40,1,0
2018/19,relegation_playoff,31,Hapoel Raanana,38,2,-8
2018/19,relegation_playoff,31,Hapoel Haifa,37,3,1
2018/19,relegation_playoff,31,Hapoel Tel Aviv,36,4,5
2018/19,relegation_playoff,31,Kiryat Shmona,34,5,-3
2018/19,relegation_playoff,31,M. Petah Tikva,33,6,-19
2018/19,relegation_playoff,31,FC Ashdod,31,7,-22
2018/19,relegation_playoff,31,Bnei Sakhnin,27,8,-18
2018/19,relegation_playoff,32,B. Jerusalem,40,1,-1
2018/19,relegation_playoff,32,Hapoel Tel Aviv,39,2,8
2018/19,relegation_playoff,32,Hapoel Raanana,39,3,-8
2018/19,relegation_playoff,32,Hapoel Haifa,37,4,-2
2018/19,relegation_playoff,32,M. Petah Tikva,36,5,-16
2018/19,relegation_playoff,32,Kiryat Shmona,35,6,-3
2018/19,relegation_playoff,32,FC Ashdod,34,7,-21
2018/19,relegation_playoff,32,Bnei Sakhnin,27,8,-21
2018/19,relegation_playoff,33,B. Jerusalem,43,1,0
2018/19,relegation_playoff,33,Hapoel Tel Aviv,42,2,10
2018/19,relegation_playoff,33,Hapoel Raanana,39,3,-9
2018/19,relegation_playoff,33,Kiryat Shmona,38,4,-1
2018/19,relegation_playoff,33,Hapoel Haifa,37,5,-3
2018/19,relegation_playoff,33,FC Ashdod,37,6,-20
2018/19,relegation_playoff,33,M. Petah Tikva,36,7,-18
2018/19,relegation_playoff,33,Bnei Sakhnin,27,8,-23
