season,stage,round,team,points,position,goal_diff
2012/13,relegation_playoff,27,FC Ashdod,35,1,-1
2012/13,relegation_playoff,27,B. Jerusalem,33,2,-1
2012/13,relegation_playoff,27,Hapoel Haifa,31,3,3
2012/13,relegation_playoff,27,H. Beer Sheva,30,4,-1
2012/13,relegation_playoff,27,Bnei Sakhnin,29,5,1
2012/13,relegation_playoff,27,H. Ramat Gan,28,6,1
2012/13,relegation_playoff,27,Hapoel Acre,27,7,1
2012/13,relegation_playoff,27,Maccabi Netanya,27,8,-3
2012/13,relegation_playoff,28,FC Ashdod,36,1,-1
2012/13,relegation_playoff,28,B. Jerusalem,34,2,-1
2012/13,relegation_playoff,28,Hapoel Haifa,32,3,3
2012/13,relegation_playoff,28,H. Beer Sheva,31,4,-1
2012/13,relegation_playoff,28,Hapoel Acre,30,5,3
2012/13,relegation_playoff,28,Bnei Sakhnin,30,6,1
2012/13,relegation_playoff,28,H. Ramat Gan,29,7,1
2012/13,relegation_playoff,28,Maccabi Netanya,27,8,-5
2012/13,relegation_playoff,29,FC Ashdod,36,1,-3
2012/13,relegation_playoff,29,Hapoel Haifa,35,2,4
2012/13,relegation_playoff,29,B. Jerusalem,35,3,-1
2012/13,relegation_playoff,29,H. Beer Sheva,34,4,1
2012/13,relegation_playoff,29,Hapoel Acre,31,5,3
2012/13,relegation_playoff,29,Bnei Sakhnin,31,6,1
2012/13,relegation_playoff,29,H. Ramat Gan,29,7,0
2012/13,relegation_playoff,29,Maccabi Netanya,28,8,-5
2012/13,relegation_playoff,30,FC Ashdod,39,1,-2
2012/13,relegation_playoff,30,B. Jerusalem,38,2,0
2012/13,relegation_playoff,30,Hapoel Haifa,35,3,3
2012/13,relegation_playoff,30,H. Beer Sheva,34,4,0
2012/13,relegation_playoff,30,Hapoel Acre,32,5,3
2012/13,relegation_playoff,30,Bnei Sakhnin,32,6,1
2012/13,relegation_playoff,30,H. Ramat Gan,30,7,0
2012/13,relegation_playoff,30,Maccabi Netanya,29,8,-5
2012/13,relegation_playoff,31,FC Ashdod,39,1,-3
2012/13,relegation_playoff,31,Hapoel Haifa,38,2,5
2012/13,relegation_playoff,31,B. Jerusalem,38,3,-2
2012/13,relegation_playoff,31,Bnei Sakhnin,35,4,2
2012/13,relegation_playoff,31,H. Beer Sheva,35,5,0
2012/13,relegation_playoff,31,Hapoel Acre,33,6,3
2012/13,relegation_playoff,31,Maccabi Netanya,32,7,-4
2012/13,relegation_playoff,31,H. Ramat Gan,30,8,-1
2012/13,relegation_playoff,32,FC Ashdod,40,1,-3
2012/13,relegation_playoff,32,Hapoel Haifa,38,2,3
2012/13,relegation_playoff,32,H. Beer Sheva,38,3,2
2012/13,relegation_playoff,32,B. Jerusalem,38,4,-4
2012/13,relegation_playoff,32,Hapoel Acre,36,5,4
2012/13,relegation_playoff,32,Bnei Sakhnin,36,6,2
2012/13,relegation_playoff,32,Maccabi Netanya,35,7,-2
2012/13,relegation_playoff,32,H. Ramat Gan,30,8,-2
2012/13,relegation_playoff,33,FC Ashdod,43,1,-2
2012/13,relegation_playoff,33,H. Beer Sheva,41,2,5
2012/13,relegation_playoff,33,Hapoel Haifa,39,3,3
2012/13,relegation_playoff,33,B. Jerusalem,39,4,-4
2012/13,relegation_playoff,33,Hapoel Acre,37,5,4
2012/13,relegation_playoff,33,Bnei Sakhnin,37,6,2
2012/13,relegation_playoff,33,Maccabi Netanya,35,7,-5
2012/13,relegation_playoff,33,H. Ramat Gan,30,8,-3
