season,stage,round,team,points,position,goal_diff
2013/14,relegation_playoff,27,B. Jerusalem,33,1,-4
2013/14,relegation_playoff,27,FC Ashdod,31,2,-8
2013/14,relegation_playoff,27,Hapoel Haifa,31,3,-8
2013/14,relegation_playoff,27,Hapoel Acre,28,4,-13
2013/14,relegation_playoff,27,Hapoel Raanana,27,5,-13
2013/14,relegation_playoff,27,M. Petah Tikva,23,6,-20
2013/14,relegation_playoff,27,Bnei Yehuda,23,7,-30
2013/14,relegation_playoff,27,Ramat haSharon,23,8,-34
2013/14,relegation_playoff,28,FC Ashdod,34,1,-5
2013/14,relegation_playoff,28,B. Jerusalem,33,2,-5
2013/14,relegation_playoff,28,Hapoel Haifa,31,3,-11
2013/14,relegation_playoff,28,Hapoel Acre,29,4,-13
2013/14,relegation_playoff,28,Hapoel Raanana,28,5,-13
2013/14,relegation_playoff,28,Bnei Yehuda,26,6,-29
2013/14,relegation_playoff,28,M. Petah Tikva,24,7,-20
2013/14,relegation_playoff,28,Ramat haSharon,24,8,-34
2013/14,relegation_playoff,29,B. Jerusalem,36,1,-4
2013/14,relegation_playoff,29,FC Ashdod,34,2,-6
2013/14,relegation_playoff,29,Hapoel Raanana,31,3,-11
2013/14,relegation_playoff,29,Hapoel Haifa,31,4,-12
2013/14,relegation_playoff,29,Hapoel Acre,30,5,-13
2013/14,relegation_playoff,29,Bnei Yehuda,27,6,-29
2013/14,relegation_playoff,29,Ramat haSharon,27,7,-33
2013/14,relegation_playoff,29,M. Petah Tikva,24,8,-22
2013/14,relegation_playoff,30,FC Ashdod,37,1,-5
2013/14,relegation_playoff,30,B. Jerusalem,36,2,-5
2013/14,relegation_playoff,30,Hapoel Raanana,34,3,-9
2013/14,relegation_playoff,30,Hapoel Haifa,34,4,-11
2013/14,relegation_playoff,30,Hapoel Acre,30,5,-14
2013/14,relegation_playoff,30,Ramat haSharon,30,6,-30
2013/14,relegation_playoff,30,Bnei Yehuda,27,7,-31
2013/14,relegation_playoff,30,M. Petah Tikva,24,8,-25
2013/14,relegation_playoff,31,B. Jerusalem,39,1,-1
2013/14,relegation_playoff,31,FC Ashdod,38,2,-5
2013/14,relegation_playoff,31,Hapoel Raanana,35,3,-9
2013/14,relegation_playoff,31,Hapoel Haifa,34,4,-12
2013/14,relegation_playoff,31,Hapoel Acre,33,5,-13
2013/14,relegation_playoff,31,Ramat haSharon,30,6,-34
2013/14,relegation_playoff,31,M. Petah Tikva,27,7,-24
2013/14,relegation_playoff,31,Bnei Yehuda,27,8,-32
2013/14,relegation_playoff,32,B. Jerusalem,39,1,-3
2013/14,relegation_playoff,32,Hapoel Raanana,38,2,-7
2013/14,relegation_playoff,32,FC Ashdod,38,3,-10
2013/14,relegation_playoff,32,Hapoel Acre,36,4,-11
2013/14,relegation_playoff,32,Hapoel Haifa,34,5,-14
2013/14,relegation_playoff,32,M. Petah Tikva,30,6,-19
2013/14,relegation_playoff,32,Bnei Yehuda,30,7,-31
2013/14,relegation_playoff,32,Ramat haSharon,30,8,-35
2013/14,relegation_playoff,33,B. Jerusalem,42,1,-1
2013/14,relegation_playoff,33,FC Ashdod,39,2,-10
2013/14,relegation_playoff,33,Hapoel Raanana,38,3,-9
2013/14,relegation_playoff,33,Hapoel Acre,36,4,-12
2013/14,relegation_playoff,33,Hapoel Haifa,34,5,-15
2013/14,relegation_playoff,33,M. Petah Tikva,33,6,-18
2013/14,relegation_playoff,33,Ramat haSharon,33,7,-34
2013/14,relegation_playoff,33,Bnei Yehuda,31,8,-31
