season,stage,round,team,points,position,goal_diff
2017/18,relegation_playoff,27,Kiryat Shmona,33,1,-2
2017/18,relegation_playoff,27,M. Petah Tikva,33,2,-7
2017/18,relegation_playoff,27,Bnei Sakhnin,33,3,-10
2017/18,relegation_playoff,27,Maccabi Haifa,28,4,-3
2017/18,relegation_playoff,27,Hapoel Raanana,27,5,-15
2017/18,relegation_playoff,27,FC Ashdod,21,6,-18
2017/18,relegation_playoff,27,H. Ashkelon,18,7,-20
2017/18,relegation_playoff,27,Hapoel Acre,12,8,-39
2017/18,relegation_playoff,28,M. Petah Tikva,36,1,-5
2017/18,relegation_playoff,28,Kiryat Shmona,33,2,-4
2017/18,relegation_playoff,28,Bnei Sakhnin,33,3,-12
2017/18,relegation_playoff,28,Maccabi Haifa,28,4,-4
2017/18,relegation_playoff,28,Hapoel Raanana,28,5,-15
2017/18,relegation_playoff,28,FC Ashdod,24,6,-17
2017/18,relegation_playoff,28,H. Ashkelon,21,7,-18
2017/18,relegation_playoff,28,Hapoel Acre,13,8,-39
2017/18,relegation_playoff,29,M. Petah Tikva,37,1,-5
2017/18,relegation_playoff,29,Bnei Sakhnin,34,2,-12
2017/18,relegation_playoff,29,Kiryat Shmona,33,3,-5
2017/18,relegation_playoff,29,Maccabi Haifa,31,4,-3
2017/18,relegation_playoff,29,Hapoel Raanana,31,5,-14
2017/18,relegation_playoff,29,FC Ashdod,25,6,-17
2017/18,relegation_playoff,29,H. Ashkelon,21,7,-19
2017/18,relegation_playoff,29,Hapoel Acre,14,8,-39
2017/18,relegation_playoff,30,M. Petah Tikva,37,1,-6
2017/18,relegation_playoff,30,Kiryat Shmona,36,2,-3
2017/18,relegation_playoff,30,Maccabi Haifa,34,3,-2
2017/18,relegation_playoff,30,Hapoel Raanana,34,4,-13
2017/18,relegation_playoff,30,Bnei Sakhnin,34,5,-14
2017/18,relegation_playoff,30,FC Ashdod,25,6,-18
2017/18,relegation_playoff,30,H. Ashkelon,21,7,-21
2017/18,relegation_playoff,30,Hapoel Acre,17,8,-37
2017/18,relegation_playoff,31,Kiryat Shmona,39,1,-2
2017/18,relegation_playoff,31,M. Petah Tikva,37,2,-7
2017/18,relegation_playoff,31,Hapoel Raanana,37,3,-11
2017/18,relegation_playoff,31,Maccabi Haifa,34,4,-3
2017/18,relegation_playoff,31,Bnei Sakhnin,34,5,-16
2017/18,relegation_playoff,31,FC Ashdod,28,6,-17
2017/18,relegation_playoff,31,H. Ashkelon,21,7,-22
2017/18,relegation_playoff,31,Hapoel Acre,20,8,-36
2017/18,relegation_playoff,32,Kiryat Shmona,42,1,2
2017/18,relegation_playoff,32,M. Petah Tikva,40,2,-6
2017/18,relegation_playoff,32,Hapoel Raanana,40,3,-7
2017/18,relegation_playoff,32,Maccabi Haifa,35,4,-3
2017/18,relegation_playoff,32,Bnei Sakhnin,35,5,-16
2017/18,relegation_playoff,32,FC Ashdod,28,6,-18
2017/18,relegation_playoff,32,H. Ashkelon,21,7,-26
2017/18,relegation_playoff,32,Hapoel Acre,20,8,-40
2017/18,relegation_playoff,33,Kiryat Shmona,45,1,3
2017/18,relegation_playoff,33,M. Petah Tikva,43,2,-4
2017/18,relegation_playoff,33,Hapoel Raanana,40,3,-9
2017/18,relegation_playoff,33,Maccabi Haifa,38,4,-1
2017/18,relegation_playoff,33,Bnei Sakhnin,38,5,-15
2017/18,relegation_playoff,33,FC Ashdod,28,6,-19
2017/18,relegation_playoff,33,H. Ashkelon,21,7,-28
2017/18,relegation_playoff,33,Hapoel Acre,20,8,-41
