season,stage,round,team,points,position,goal_diff
2023/24,relegation_playoff,27,H. Jerusalem,34,1,-3
2023/24,relegation_playoff,27,M. Petah Tikva,30,2,-18
2023/24,relegation_playoff,27,Hapoel Hadera,29,3,-17
2023/24,relegation_playoff,27,B. Jerusalem,28,4,3
2023/24,relegation_playoff,27,Maccabi Netanya,28,5,-15
2023/24,relegation_playoff,27,Hapoel Tel Aviv,26,6,-10
2023/24,relegation_playoff,27,FC Ashdod,25,7,-21
2023/24,relegation_playoff,27,H. Petah Tikva,20,8,-19
2023/24,relegation_playoff,28,H. Jerusalem,37,1,-1
2023/24,relegation_playoff,28,Hapoel Hadera,32,2,-16
2023/24,relegation_playoff,28,M. Petah Tikva,30,3,-20
2023/24,relegation_playoff,28,Maccabi Netanya,29,4,-15
2023/24,relegation_playoff,28,B. Jerusalem,28,5,2
2023/24,relegation_playoff,28,Hapoel Tel Aviv,27,6,-10
2023/24,relegation_playoff,28,FC Ashdod,26,7,-21
2023/24,relegation_playoff,28,H. Petah Tikva,21,8,-19
2023/24,relegation_playoff,29,H. Jerusalem,37,1,-2
2023/24,relegation_playoff,29,Hapoel Hadera,33,2,-16
2023/24,relegation_playoff,29,M. Petah Tikva,33,3,-18
2023/24,relegation_playoff,29,Maccabi Netanya,32,4,-14
2023/24,relegation_playoff,29,B. Jerusalem,31,5,4
2023/24,relegation_playoff,29,Hapoel Tel Aviv,27,6,-12
2023/24,relegation_playoff,29,FC Ashdod,27,7,-21
2023/24,relegation_playoff,29,H. Petah Tikva,21,8,-21
2023/24,relegation_playoff,30,H. Jerusalem,40,1,-1
2023/24,relegation_playoff,30,Maccabi Netanya,35,2,-12
2023/24,relegation_playoff,30,B. Jerusalem,34,3,8
2023/24,relegation_playoff,30,Hapoel Hadera,33,4,-17
2023/24,relegation_playoff,30,M. Petah Tikva,33,5,-20
2023/24,relegation_playoff,30,FC Ashdod,30,6,-20
2023/24,relegation_playoff,30,Hapoel Tel Aviv,27,7,-16
2023/24,relegation_playoff,30,H. Petah Tikva,21,8,-22
2023/24,relegation_playoff,31,H. Jerusalem,40,1,-2
2023/24,relegation_playoff,31,M. Petah Tikva,36,2,-16
2023/24,relegation_playoff,31,B. Jerusalem,35,3,8
2023/24,relegation_playoff,31,Maccabi Netanya,35,4,-13
2023/24,relegation_playoff,31,Hapoel Hadera,33,5,-21
2023/24,relegation_playoff,31,FC Ashdod,31,6,-20
2023/24,relegation_playoff,31,Hapoel Tel Aviv,30,7,-15
2023/24,relegation_playoff,31,H. Petah Tikva,24,8,-21
2023/24,relegation_playoff,32,H. Jerusalem,43,1,1
2023/24,relegation_playoff,32,M. Petah Tikva,39,2,-13
2023/24,relegation_playoff,32,Hapoel Hadera,36,3,-20
2023/24,relegation_playoff,32,B. Jerusalem,35,4,5
2023/24,relegation_playoff,32,Maccabi Netanya,35,5,-14
2023/24,relegation_playoff,32,FC Ashdod,34,6,-18
2023/24,relegation_playoff,32,Hapoel Tel Aviv,30,7,-17
2023/24,relegation_playoff,32,H. Petah Tikva,24,8,-24
2023/24,relegation_playoff,33,H. Jerusalem,43,1,-1
2023/24,relegation_playoff,33,M. Petah Tikva,40,2,-13
2023/24,relegation_playoff,33,Maccabi Netanya,38,3,-12
2023/24,relegation_playoff,33,FC Ashdod,37,4,-16
2023/24,relegation_playoff,33,B. Jerusalem,36,5,5
2023/24,relegation_playoff,33,Hapoel Hadera,36,6,-21
2023/24,relegation_playoff,33,Hapoel Tel Aviv,33,7,-16
2023/24,relegation_playoff,33,H. Petah Tikva,24,8,-26
